UID,Inf,Name,DoB,Nat,Division,Club,Based,Preferred Foot,Right Foot,Left Foot,Position,Height,Weight,Age,Transfer Value,Wage,AT Apps,AT Gls,Team,Caps,Yth Apps,Style,Rc Injury,Best_Role,Best Duty,Best_Pos,Acceleration,Aerial_Reach,Aggression,Agility,Anticipation,Balance,Bravery,Command_of_Area,Communication,Composure,Concentration,Corners,Crossing,Decisions,Determination,Dribbling,Eccentricity,Finishing,First_Touch,Flair,Free_Kick_Taking,Handling,Heading,Jumping_Reach,Kicking,Leadership,Long_Shots,Long_Throws,Marking,Natural_Fitness,Off_the_Ball,One_on_Ones,Pace,Passing,Penalty_Taking,Positioning,Punching,Reflexes,Rushing_Out,Stamina,Strength,Tackling,Teamwork,Technique,Throwing,Vision,Work_Rate,Club_id,League_id,Min_Value,Max_Value,Market_Value,Player_Role,Pos_Rank,gk,tpr_general,tpr,tpr_DM,tpr_AML,tpr_AMC,tpr_GK,tpr_MC,tpr_DC,tpr_AMR,tpr_DL,tpr_DR,tpr_ST,tpr_ML,tpr_MR,tpr_WBR,tpr_WBL,tpr_Best,fbref_player_name,Predicted_Market_Value,Predicted_Wage,Pos_Rank_Average,pass_Volume,shot_Volume,dribble_Volume,pass_Accuracy,shot_Accuracy,dribble_Accuracy,tpr_club,UID
67153647,,Léo Baptistão,1992-08-26,BRA,Spanish First Division,Almería,Spain (First Division),Right,Very Strong,Fairly Strong,"MR,ML,AMR,AML,AMC,ST",184,73 kg,29,5000000 - 6.2000000,7500,264,52,,0,-,Creative,-,Inverted Winger,Support,AML,64,4,49,64,64,49,44,4,4,59,59,44,59,59,69,74,4,59,69,79,54,4,49,59,14,44,59,24,24,49,69,9,64,69,59,24,4,14,4,54,49,24,49,74,19,69,44,685,1215,5000000.0,6.2,5000.0,AML_Inverted Winger,13,17,56,73,43,86,85,20,49,41,86,54,44,84,88,86,53,65,58,Léo Baptistão,5000,40410,10,34.13,1.93,3.22,86.88,37.14,45.86,67,67153647
19102543,,Dyego Sousa,1989-09-14,POR,Spanish First Division,Almería,Spain (First Division),Right,Very Strong,Fairly Strong,ST,190,85 kg,32,140000 - 1.4000000,1100,237,63,,2,-,Physical,-,Target Forward,Support,ST,54,14,74,49,59,74,74,14,4,64,64,19,34,59,69,54,4,69,54,39,39,19,79,79,9,49,54,24,24,74,59,14,59,54,64,39,9,14,4,64,79,39,64,54,14,64,64,685,1215,140000.0,1.4,5000.0,ST_Target Forward,12,17,57,75,41,68,58,20,44,41,64,41,41,86,51,48,45,42,59,Dyego Sousa,5000,70491,12,21.92,2.38,1.67,88.1,35.53,46.03,67,19102543
28116557,,Arnau Puigmal,2001-01-10,ESP,Spanish First Division,Almería,Spain (First Division),Right,Very Strong,Fairly Strong,"MR,MC,AMC",175,73 kg,21,13.5000000 - 16.5000000,113000,33,5,U21,0,-,Technical,-,Central Midfielder,Attack,MC,64,9,49,64,54,59,49,4,14,64,59,59,59,64,64,54,4,64,69,64,69,9,24,39,14,34,59,9,24,69,69,14,59,74,49,39,19,9,14,64,59,39,54,74,9,69,59,685,1215,13.5,16.5,24218041.0,MC_Central Midfielder,7,20,57,72,79,53,85,20,85,45,53,46,47,43,57,84,49,55,57,Arnau Puigmal,8213781,7952,8,42.1,2.07,1.97,80.87,35.22,47.74,67,28116557
62124086,,Srđan Babić,1996-04-22,SRB,Spanish First Division,Almería,Spain (First Division),Left Only,Weak,Very Strong,DC,195,85 kg,26,70000 - 5.6000000,481000,212,13,,0,6,Physical,-,Central Defender,Defend,DC,49,9,59,59,69,64,59,9,4,69,74,39,39,64,74,34,9,34,54,49,39,9,64,79,9,59,39,49,69,64,49,9,54,59,39,64,14,9,4,64,69,64,64,39,14,54,64,685,1215,70000.0,5.6,49974837.0,DC_Central Defender,3,16,56,73,59,41,40,20,44,88,42,59,61,41,43,44,46,46,58,Srđan Babić,5000,10258,3,54.79,0.6,0.0,87.35,25.3,51.89,67,62124086
67228777,,Alejandro Pozo,1999-02-22,ESP,Spanish First Division,Almería,Spain (First Division),Right,Very Strong,Fairly Strong,"DR,WBR,MR,AMR",174,62 kg,23,11000000 - 13000000,2800,188,13,,1,9,Physical,-,Wing-Back,Attack,DR,79,4,49,74,49,69,54,9,9,54,54,49,59,49,74,59,9,49,54,69,44,9,14,19,14,44,49,24,49,64,64,14,69,49,54,54,9,9,14,69,39,54,54,59,14,44,64,685,1215,11000000.0,13000000.0,5000.0,DR_Wing-Back,2,16,55,69,46,42,40,20,44,51,81,46,85,41,45,83,85,43,54,Alejandro Pozo Pozo,1873774,11730,5,45.9,1.53,2.6,82.67,29.66,45.65,67,67228777
67011235,,Gonzalo Melero,1994-01-02,ESP,Spanish First Division,Almería,Spain (First Division),Right,Very Strong,Reasonable,"DM,MC,AMC",183,79 kg,28,9000000 - 11000000,5500,260,49,,0,-,Intelligent,-,Mezzala,Support,MC,64,4,69,59,64,69,69,14,14,64,64,44,49,64,69,59,14,59,64,64,54,4,69,59,4,54,64,34,54,69,74,4,59,64,64,59,9,14,4,69,59,59,69,64,14,69,69,685,1215,9000000.0,11000000.0,5000.0,MC_Mezzala,7,17,62,78,90,55,89,21,89,45,54,46,48,43,59,54,50,57,62,Gonzalo Melero,840789,13430,7,42.61,1.72,1.6,81.83,32.71,44.99,67,67011235
67213135,,Sergio Akieme,1997-12-16,ESP,Spanish First Division,Almería,Spain (First Division),Left Only,Weak,Very Strong,"DL,WBL",175,70 kg,24,350000 - 3.4000000,2400,148,3,,0,-,Physical,-,Complete Wing-Back,Support,DL,74,4,64,64,59,59,64,14,9,49,49,39,64,69,59,59,4,39,64,59,34,19,44,54,19,39,44,59,44,74,59,9,74,59,39,54,4,9,14,74,69,59,64,64,14,44,69,685,1215,350000.0,3.4,5000.0,DL_Complete Wing-Back,4,18,57,73,44,43,41,20,43,50,44,89,60,40,61,51,61,89,58,Sergio Akieme,1800898,100,4,41.56,1.29,1.87,79.63,32.6,45.72,67,67213135
14112088,Wnt,Lucas Robertone,1997-03-18,ARG,Spanish First Division,Almería,Spain (First Division),Right,Very Strong,Reasonable,"MC,AMC",173,70 kg,25,5.8000000 - 8.6000000,350,114,18,,0,-,Intelligent,-,Advanced Playmaker,Support,AMC,64,4,64,64,64,59,64,4,4,69,59,69,64,64,64,49,4,59,69,69,74,14,44,39,4,39,74,24,44,64,79,14,59,59,59,59,4,14,9,64,54,39,69,69,14,79,64,685,1215,5.8,8.6,5000.0,AMC_Advanced Playmaker,9,16,62,77,50,71,89,21,88,41,69,42,43,56,65,54,46,46,61,Lucas Robertone,9166044,21488,8,44.05,1.92,1.33,80.93,34.17,42.37,67,14112088
12081007,,El Bilal Touré,2001-10-03,MLI,Spanish First Division,Almería,Spain (First Division),Right,Very Strong,Reasonable,ST,185,72 kg,20,6.4000000 - 8000000,350,64,9,Main,13,3,Physical,-,Advanced Forward,Attack,ST,79,14,39,54,59,54,49,14,14,59,54,39,34,54,54,59,14,59,69,59,44,4,59,54,9,39,54,49,29,54,59,9,69,59,64,44,14,9,4,69,64,29,44,69,9,54,49,685,1215,6.4,8000000.0,5000.0,ST_Advanced Forward,12,18,54,70,41,67,57,20,43,41,62,41,41,83,50,47,44,41,55,El Bilal Touré,6380174,1466,12,24.03,2.52,2.77,83.8,41.57,44.03,67,12081007
67044761,Wnt,Francisco Portillo,1990-06-13,ESP,Spanish First Division,Almería,Spain (First Division),Right,Very Strong,Fairly Strong,"AML,AMC",169,63 kg,32,1000000,3900,323,17,,0,-,Intelligent,-,Inverted Winger,Support,AML,54,4,29,64,69,64,49,14,9,64,59,69,64,74,69,64,9,54,69,69,69,14,29,24,9,49,49,24,29,64,69,9,59,69,44,54,9,9,14,54,39,34,64,69,4,69,59,685,1215,1000000.0,,5000.0,AML_Inverted Winger,13,18,58,73,43,86,85,20,49,41,72,54,44,56,74,55,53,65,58,Francisco Portillo,5000,72333,11,37.23,1.98,2.55,85.19,36.15,44.08,67,67044761
67111494,,Íñigo Eguaras,1992-03-07,ESP,Spanish First Division,Almería,Spain (First Division),Right,Very Strong,Fairly Strong,"DM,MC",181,77 kg,30,600000 - 9.2000000,3600,390,21,,0,-,Intelligent,-,Deep Lying Playmaker,Defend,DM,49,4,44,64,69,44,54,9,19,84,54,54,49,69,69,54,9,39,84,64,49,19,49,54,14,64,59,19,54,44,39,9,39,79,54,79,9,14,4,64,39,54,74,74,4,84,54,685,1215,600000.0,9.2,5000.0,DM_Deep Lying Playmaker,6,21,59,73,87,43,51,20,86,53,43,47,49,41,45,45,47,47,58,Íñigo Eguaras,5000,54590,6,61.39,0.95,1.08,85.34,32.87,57.25,67,67111494
2000015032,,Kaiky,2004-01-12,BRA,Spanish First Division,Almería,Spain (First Division),Right,Very Strong,Fairly Strong,DC,181,76 kg,18,17000000 - 25000000,9500,16,-,,0,-,Technical,-,Ball Playing Defender,Defend,DC,59,9,64,59,64,54,54,14,4,54,64,19,29,59,59,44,9,44,64,44,34,14,64,69,9,39,34,34,69,64,64,4,59,64,44,64,9,4,19,64,64,69,64,64,9,69,64,685,1215,17000000.0,25000000.0,2281285.0,DC_Ball Playing Defender,3,17,55,72,59,40,40,20,44,87,41,59,61,41,43,44,46,46,57,Kaiky,18386149,22575,3,50.7,1.08,0.55,84.89,31.81,53.11,67,2000015032
67246344,,Álex Centelles,1999-08-30,ESP,Spanish First Division,Almería,Spain (First Division),Left,Weak,Very Strong,"DL,WBL",185,78 kg,22,250000 - 6.6000000,46500,128,-,,0,-,Physical,-,Complete Wing-Back,Support,DL,69,14,49,64,49,69,49,19,4,64,49,59,64,69,59,64,9,24,59,64,49,14,39,64,9,39,49,49,44,69,64,14,69,64,44,49,14,14,14,64,54,49,59,69,4,64,59,685,1215,250000.0,6.6,9834994.0,DL_Complete Wing-Back,4,19,57,72,44,43,41,20,43,50,43,88,60,40,61,50,60,88,57,Álex Centelles,5479683,1355,4,53.66,1.03,2.25,79.43,28.74,45.19,67,67246344
95036003,Wnt,Chumi,1999-03-02,ESP,Spanish First Division,Almería,Spain (First Division),Right,Very Strong,Fairly Strong,DC,186,78 kg,23,300000 - 3.1000000,700,79,2,,0,-,Physical,-,Ball Playing Defender,Stopper,DC,59,4,69,54,64,59,64,9,9,64,59,24,34,69,69,34,9,29,59,34,29,9,64,69,14,44,34,34,64,74,24,9,64,59,24,69,4,14,9,64,64,64,59,59,14,59,54,685,1215,300000.0,3.1,5000.0,DC_Ball Playing Defender,3,17,53,71,59,40,40,20,44,86,41,59,60,41,43,44,46,46,56,Chidera Ejuke,2016457,100,3,54.5,1.04,0.12,84.42,29.86,55.35,67,95036003
67150860,,César De la Hoz,1992-03-30,ESP,Spanish First Division,Almería,Spain (First Division),Right,Very Strong,Reasonable,"DC,DM,MC",179,74 kg,30,375000 - 3.6000000,5750,359,14,,0,-,Leader,-,Central Midfielder,Defend,MC,59,9,69,49,64,49,64,4,9,74,74,34,29,74,69,44,9,39,54,44,39,14,59,49,4,69,49,19,59,59,49,9,64,54,44,74,14,4,9,69,59,64,74,54,4,54,69,685,1215,375000.0,3.6,1442370.0,MC_Central Midfielder,7,15,56,71,85,53,73,20,85,84,53,46,47,43,57,52,49,55,56,César de la Hoz,5000,67932,5,51.88,1.1,0.79,87.19,33.4,51.66,67,67150860
67195191,Wnt,Juanjo Nieto,1994-10-03,ESP,Spanish First Division,Almería,Spain (First Division),Right Only,Very Strong,Weak,"DR,WBR",175,71 kg,27,95000 - 950000,50000,255,11,,0,-,Technical,-,Wing-Back,Defend,DR,74,14,34,69,69,49,64,19,9,39,59,44,69,59,34,64,9,49,59,59,49,9,39,44,4,54,44,59,54,59,74,9,59,64,39,64,9,14,9,74,54,54,64,64,4,49,59,685,1215,95000.0,950000.0,5000.0,DR_Wing-Back,2,17,56,71,46,42,41,20,44,52,44,46,87,41,45,67,87,43,56,Beto,5000,34241,1,47.85,0.87,1.84,76.78,31.99,49.82,67,67195191
67066950,,Fernando,1990-06-10,ESP,Spanish First Division,Almería,Spain (First Division),Right Only,Very Strong,Weak,GK,185,85 kg,32,400000 - 4.1000000,158000,232,-,,0,-,Distributor,-,Goalkeeper,Defend,GK,59,69,44,69,54,54,69,69,59,49,69,24,9,59,74,14,39,4,49,19,34,74,34,59,54,29,4,14,14,54,49,64,59,39,4,59,49,69,39,54,59,9,34,44,74,39,44,685,1215,400000.0,4.1,4053859.0,GK_Goalkeeper,0,57,41,72,40,40,41,84,40,40,41,41,41,41,40,40,40,40,57,,5000,82985,0,26.43,0.09,0.0,67.7,17.37,70.06,67,67066950
43080624,,Rodrigo Ely,1993-11-03,BRA,Spanish First Division,Almería,Spain (First Division),Right,Very Strong,Reasonable,DC,188,83 kg,28,750000 - 8.4000000,54000,188,9,,0,2,Intelligent,Damaged cruciate ligaments,Ball Playing Defender,Defend,DC,54,9,59,59,69,69,64,14,4,69,69,19,24,64,69,29,4,29,59,19,39,19,64,64,4,54,34,49,69,34,39,4,59,64,29,74,4,9,19,54,64,69,69,59,4,54,54,685,1215,750000.0,8.4,3081820.0,DC_Ball Playing Defender,3,16,52,71,59,40,40,20,44,86,41,59,60,41,43,44,46,46,56,Rodrigo Ely,5000,42228,3,52.6,1.05,0.0,91.35,27.13,57.01,67,43080624
67220442,Inj,Iván Martos,1997-05-15,ESP,Spanish First Division,Almería,Spain (First Division),Left,Weak,Very Strong,"DL,DC,WBL",182,68 kg,25,140000 - 1.4000000,2800,172,5,,0,-,Technical,-,Full-Back,Defend,DL,64,14,59,54,64,49,64,14,9,59,64,44,59,64,24,44,4,34,59,24,19,14,54,54,4,69,39,54,64,69,69,4,64,59,24,64,14,9,9,64,49,59,59,54,9,49,59,685,1215,140000.0,1.4,2358685.0,DL_Full-Back,4,17,53,69,43,42,41,20,43,82,43,85,58,40,59,50,59,85,54,Iván Martín,5000,21878,4,51.79,1.02,0.59,85.87,32.85,44.72,67,67220442
2000076067,,Marko Milovanović,2003-08-04,SRB,Spanish First Division,Almería,Spain (First Division),Right,Very Strong,Fairly Strong,ST,196,85 kg,18,900000 - 5.2000000,16500,18,1,U21,0,-,Physical,-,Poacher,Attack,ST,59,14,49,49,59,49,49,9,9,59,64,24,34,54,64,44,14,59,54,69,49,4,69,74,9,49,44,19,39,24,54,4,59,44,49,64,4,14,19,59,64,39,49,54,19,54,49,685,1215,900000.0,5.2,5000.0,ST_Poacher,12,16,51,67,41,65,56,20,43,41,61,41,41,80,50,46,44,41,52,Marko Milovanović,6094154,100,12,26.03,2.17,1.86,89.85,37.52,50.13,67,2000076067
19371032,,Lázaro,2002-03-12,BRA,Spanish First Division,Almería,Spain (First Division),Right,Very Strong,Weak,"ML,AMR,AML,AMC,ST",180,67 kg,20,5.8000000 - 8.6000000,3500,30,4,U20,0,-,Creative,-,Inverted Winger,Support,AML,59,9,49,64,64,54,59,19,19,64,59,64,59,54,64,69,4,59,69,74,49,9,59,59,9,64,49,14,24,59,64,9,64,69,29,39,9,14,4,64,54,24,64,69,14,69,64,685,1215,5.8,8.6,5000.0,AML_Inverted Winger,13,19,58,75,43,87,86,20,50,41,87,54,44,85,88,55,53,65,59,Lázaro,16685300,17533,11,28.28,2.05,2.79,82.28,36.19,48.9,67,19371032
49038621,,Houboulang Mendes,1998-05-04,FRA,Spanish First Division,Almería,Spain (First Division),Right,Very Strong,Weak,"DR,DC,WBR",184,73 kg,24,1.3000000 - 2.8000000,1500,105,-,,0,-,Physical,-,Wing-Back,Defend,DR,59,19,64,59,64,74,74,4,14,64,59,29,59,49,64,54,14,29,54,39,39,14,64,59,14,39,54,59,64,74,64,14,64,59,39,59,14,14,4,74,64,64,59,54,14,59,69,685,1215,1.3,2.8,5000.0,DR_Wing-Back,2,19,57,75,47,42,41,20,44,87,44,46,89,41,46,68,90,43,59,Houboulang Mendes,4836584,5151,2,55.26,0.68,0.8,84.12,26.0,48.79,67,49038621
2000061313,,Federico Oliva,2004-07-22,USA,Spanish First Division,Almería,Spain (First Division),Right,Very Strong,Reasonable,"AMR,AML,AMC,ST",172,63 kg,17,240000 - 700000,350,-,-,,0,-,Technical,-,Inverted Winger,Support,AML,49,4,24,59,39,39,19,4,14,39,34,34,44,34,69,74,9,49,74,59,39,9,44,24,9,29,49,24,19,64,39,14,59,49,4,24,9,4,19,29,24,29,64,69,4,69,39,685,1215,240000.0,700000.0,5000.0,AML_Inverted Winger,13,17,44,60,42,76,75,20,47,40,76,51,42,74,66,51,49,59,45,Federico Di Francesco,5000,100,11,36.55,1.61,3.64,83.17,35.93,53.21,67,2000061313
2000033742,,Mert Demirci,2003-10-23,NED,Spanish First Division,Almería,Spain (First Division),Right,Very Strong,Weak,GK,188,74 kg,18,55000 - 550000,350,-,-,,0,-,Shot Stopper,-,Goalkeeper,Defend,GK,39,54,34,74,29,34,64,24,34,29,39,14,9,64,64,4,24,14,29,9,29,64,4,49,54,4,14,4,4,89,14,44,39,59,4,49,44,64,49,9,19,4,34,9,44,29,29,685,1215,55000.0,550000.0,5000.0,GK_Goalkeeper,0,45,30,60,40,40,40,75,40,40,40,40,40,40,40,40,40,40,45,Yıldırım Mert Çetin,5000,100,0,42.17,0.0,0.0,80.87,13.17,62.09,67,2000033742
2000133253,,Gabri,2004-10-11,ESP,Spanish First Division,Almería,Spain (First Division),Right Only,Very Strong,Weak,ST,175,65 kg,17,250000 - 750000,1200,-,-,,0,-,Physical,-,Poacher,Attack,ST,64,14,49,49,49,34,19,9,9,44,34,29,24,34,44,44,9,64,64,49,29,9,64,29,4,24,14,14,9,69,64,4,64,34,14,9,4,4,14,64,24,14,29,49,4,29,39,685,1215,250000.0,750000.0,5000.0,ST_Poacher,12,14,39,55,40,59,52,20,42,40,56,40,40,71,47,44,42,40,41,Gabriel Gudmundsson,5000,17763,12,17.7,2.18,2.42,88.12,41.93,38.76,67,2000133253
2000106876,,Marciano Tchami,2004-04-03,GNB,Spanish First Division,Almería,Spain (First Division),Right,Very Strong,Weak,"AMR,AML",185,79 kg,18,100000 - 1000000,7500,18,6,,0,-,Technical,-,Winger,Attack,AMR,69,4,24,64,59,39,24,14,14,24,14,29,44,44,29,69,4,34,69,64,34,4,34,69,9,29,39,34,29,39,39,4,69,44,34,29,14,14,9,34,24,29,39,69,4,44,44,685,1215,100000.0,1000000.0,5000.0,AMR_Winger,11,15,42,58,42,74,57,20,47,40,74,41,46,51,57,62,59,45,43,Mariano,5000,4409,12,35.0,1.91,3.99,84.37,42.73,46.64,67,2000106876
2000131772,,Alex Varó,2004-03-04,ESP,Spanish First Division,Almería,Spain (First Division),Right,Very Strong,Weak,DC,177,72 kg,18,0 - 120000,350,-,-,,0,-,Intelligent,-,Central Defender,Stopper,DC,44,9,69,49,54,34,39,19,4,19,39,4,19,59,84,19,4,4,34,24,4,14,69,24,14,14,4,4,39,54,24,4,39,24,9,69,9,9,9,44,39,59,29,29,4,4,34,685,1215,0.0,120000.0,5000.0,DC_Central Defender,3,12,33,50,51,40,40,20,42,69,40,52,52,40,41,42,43,44,36,Alex Oxlade-Chamberlain,5000,48046,3,39.43,0.0,0.2,95.39,27.24,53.21,67,2000131772
2000159491,,Mateus Lustosa,2004-07-01,BRA,Spanish First Division,Almería,Spain (First Division),Left,Reasonable,Very Strong,"AMR,AML",181,68 kg,17,3.5000 - 35000,6500,6,1,,0,-,Physical,-,Inverted Winger,Support,AMR,64,4,49,64,24,29,4,9,19,24,24,39,49,19,19,49,14,14,49,54,49,9,4,29,14,44,29,24,24,64,49,9,59,34,9,14,9,9,4,54,19,19,29,49,14,44,54,685,1215,3.5,35000.0,2005690.0,AMR_Inverted Winger,11,15,36,51,41,69,54,20,46,40,69,41,45,49,55,59,55,44,37,Mateusz Lis,5000,31177,12,36.33,1.27,3.3,86.12,36.89,46.56,67,2000159491
18007344,,Romelu Lukaku,1993-05-13,BEL,Italian Serie A,Internazionale,Italy (Serie A),Left,Fairly Strong,Very Strong,ST,191,93 kg,29,106000000 - 158000000,291000,423,200,Main,102,5,Leader,-,Target Forward,Support,ST,69,4,79,39,74,99,79,14,4,79,64,19,49,69,89,64,14,89,64,64,54,9,74,79,14,79,69,14,24,74,74,4,84,64,99,24,4,14,4,69,99,49,94,69,4,54,59,5215,710,106000000.0,158000000.0,21565524.0,ST_Target Forward,12,16,68,87,42,74,62,21,44,42,69,42,42,95,54,49,46,43,71,Romelu Lukaku,138153864,648121,12,34.0,3.5,1.87,86.53,40.61,48.75,82,18007344
14110660,nEU,Lautaro Martínez,1997-08-22,ARG,Italian Serie A,Internazionale,Italy (Serie A),Right,Very Strong,Fairly Strong,ST,174,79 kg,24,84000000 - 127000000,274000,183,80,Main,38,12,Leader,-,Pressing Forward,Attack,ST,79,9,89,84,74,69,89,9,4,64,59,19,39,64,94,69,14,74,79,79,39,14,79,54,14,59,69,14,24,79,79,4,84,59,74,34,4,19,4,74,64,39,74,79,9,59,89,5215,710,84000000.0,127000000.0,19512650.0,ST_Pressing Forward,12,18,67,85,42,73,62,21,44,42,68,42,42,94,53,49,46,42,69,Lautaro Martínez,89944142,364054,12,29.26,3.07,3.03,88.74,39.89,41.03,82,14110660
43139595,,Nicolò Barella,1997-02-07,ITA,Italian Serie A,Internazionale,Italy (Serie A),Right,Very Strong,Reasonable,MC,172,68 kg,25,42000000 - 52000000,477000,220,14,Main,39,9,Leader,-,Ball Winning Midfielder,Support,MC,69,9,94,74,69,79,89,14,14,69,64,59,64,69,94,69,9,54,74,69,69,4,34,39,9,69,64,14,54,84,74,4,74,79,59,69,9,4,4,74,64,84,89,74,14,79,99,5215,710,42000000.0,52000000.0,39456035.0,MC_Ball Winning Midfielder,7,19,71,87,89,58,83,21,97,46,57,48,50,43,62,56,52,59,71,Nicolò Barella,80530364,314185,7,62.1,2.01,1.96,81.54,32.6,50.99,82,43139595
63013145,Wnt,Milan Škriniar,1995-02-11,SVK,Italian Serie A,Internazionale,Italy (Serie A),Right,Very Strong,Reasonable,DC,188,82 kg,27,51000000 - 61000000,603000,294,22,Main,54,20,Physical,-,Central Defender,Defend,DC,69,19,84,54,79,79,84,14,14,59,64,19,34,64,89,44,14,49,49,29,19,14,84,79,14,69,29,54,89,89,49,4,74,59,49,69,4,14,4,79,89,84,79,54,4,44,79,5215,710,51000000.0,61000000.0,49971742.0,DC_Central Defender,3,17,62,82,62,41,41,21,45,94,42,63,64,42,44,44,47,48,66,Milan Škriniar,46720503,188361,3,55.63,1.6,0.18,85.89,31.19,55.7,82,63013145
24016529,Inj,Marcelo Brozović,1992-11-16,CRO,Italian Serie A,Internazionale,Italy (Serie A),Right,Very Strong,Reasonable,"DM,MC",181,68 kg,29,144000000 - 172000000,249000,360,37,Main,74,13,Leader,-,Box To Box Midfielder,Support,MC,59,14,64,59,74,79,69,4,19,69,84,69,59,59,79,49,14,49,79,59,64,14,54,49,4,69,64,19,59,99,64,4,59,84,59,69,9,14,14,99,59,84,89,79,9,74,79,5215,710,144000000.0,172000000.0,32927328.0,MC_Box To Box Midfielder,7,21,69,85,96,57,81,21,95,46,57,47,49,43,61,55,52,59,69,Marcelo Brozović,77636136,352934,6,69.44,1.93,0.46,79.06,35.51,59.8,82,24016529
43252460,Wnt,Alessandro Bastoni,1999-04-13,ITA,Italian Serie A,Internazionale,Italy (Serie A),Left,Reasonable,Very Strong,DC,190,75 kg,23,39000000 - 59000000,83000,120,6,Main,15,12,Physical,-,Ball Playing Defender,Defend,DC,69,4,69,64,74,74,79,4,14,64,74,19,49,64,79,54,4,39,69,59,24,4,74,74,9,59,24,59,74,84,54,14,69,74,39,69,14,9,9,74,74,79,84,69,9,69,74,5215,710,39000000.0,59000000.0,5000.0,DC_Ball Playing Defender,3,18,63,83,62,41,41,21,45,95,42,63,64,42,44,45,47,48,67,Alessandro Bastoni,56519151,189549,3,65.02,1.42,0.78,84.71,30.39,57.43,82,43252460
8502440,nEU,Edin Džeko,1986-03-17,BIH,Italian Serie A,Internazionale,Italy (Serie A),Either,Very Strong,Very Strong,ST,193,94 kg,36,300000 - 3.1000000,23500,572,239,Main,124,5,Intelligent,-,Deep Lying Forward,Support,ST,54,9,39,44,79,84,69,14,9,64,69,19,54,74,84,49,4,79,79,59,39,14,84,79,14,69,59,19,24,94,64,14,54,74,64,29,9,14,14,64,84,34,84,74,14,69,64,5215,710,300000.0,3.1,5000.0,ST_Deep Lying Forward,12,21,63,81,42,71,60,21,44,41,67,42,41,91,52,49,45,42,65,Edin Džeko,41764144,271714,12,35.61,2.98,1.0,84.8,41.32,54.2,82,8502440
59006269,nEU,Henrikh Mkhitaryan,1989-01-21,ARM,Italian Serie A,Internazionale,Italy (Serie A),Either,Very Strong,Strong,"MC,AML,AMC",177,75 kg,33,6.2000000 - 7.4000000,6750,438,143,Main,94,13,Intelligent,-,Advanced Playmaker,Support,AMC,64,9,69,74,84,64,49,4,9,59,54,54,59,74,74,69,14,69,74,69,54,14,49,39,14,24,69,19,34,69,79,4,69,74,64,44,9,4,4,59,49,49,74,79,14,79,59,5215,710,6.2,7.4,5000.0,AMC_Advanced Playmaker,9,19,63,79,51,89,90,21,89,41,71,42,43,57,66,54,47,46,63,Henrikh Mkhitaryan,22970384,146584,9,50.5,2.41,2.56,87.41,39.38,41.75,82,59006269
92026209,IPR,Hakan Çalhanoğlu,1994-02-08,TUR,Italian Serie A,Internazionale,Italy (Serie A),Right,Very Strong,Fairly Strong,"ML,MC,AML,AMC",178,69 kg,28,31000000 - 37000000,275,330,74,Main,72,2,Creative,-,Central Midfielder,Attack,MC,64,4,54,69,69,64,49,14,4,69,59,89,84,74,59,54,4,64,84,79,79,4,34,39,14,44,84,19,39,79,69,9,59,89,79,54,14,4,4,64,44,54,74,79,14,89,49,5215,710,31000000.0,37000000.0,5000.0,MC_Central Midfielder,7,20,66,82,85,91,93,21,93,46,56,47,49,43,93,55,51,58,66,Hakan Çalhanoğlu,64617309,293095,9,64.88,2.41,1.39,81.21,37.52,46.25,82,92026209
7582392,,Samir Handanovič,1984-07-14,SVN,Italian Serie A,Internazionale,Italy (Serie A),Right Only,Very Strong,Weak,GK,193,89 kg,37,550000 - 8.8000000,275,598,-,,81,7,Shot Stopper,-,Sweeper Keeper,Defend,GK,44,64,49,69,74,64,74,79,89,69,64,24,4,69,74,9,24,4,49,29,34,74,39,79,54,79,9,9,14,89,19,84,44,39,24,74,69,89,64,64,64,14,84,39,54,34,64,5215,710,550000.0,8.8,5000.0,GK_Sweeper Keeper,0,64,47,79,41,41,41,89,41,41,41,41,41,41,41,41,41,41,63,Samir Handanović,9897478,129838,0,44.92,0.08,0.0,61.59,19.4,81.21,82,7582392
37001814,Wnt,Stefan de Vrij,1992-02-05,NED,Italian Serie A,Internazionale,Italy (Serie A),Right,Very Strong,Reasonable,DC,189,78 kg,30,14000000 - 21000000,275,354,22,Main,57,12,Technical,-,Ball Playing Defender,Defend,DC,59,14,64,59,84,69,74,9,9,69,64,19,39,64,69,49,4,44,64,59,29,9,79,74,14,64,39,34,84,79,39,14,59,69,39,69,4,14,14,74,74,74,79,69,9,59,74,5215,710,14000000.0,21000000.0,5000.0,DC_Ball Playing Defender,3,19,61,80,61,41,41,21,45,93,42,62,63,42,43,44,46,48,64,Stefan de Vrij,44322342,218955,3,62.54,1.41,0.5,87.94,32.88,62.64,82,37001814
