UID,Inf,Name,DoB,Nat,Division,Club,Based,Preferred Foot,Right Foot,Left Foot,Position,Height,Weight,Age,Transfer Value,Wage,AT Apps,AT Gls,Team,Caps,Yth Apps,Style,Rc Injury,Best_Role,Best Duty,Best_Pos,Acceleration,Aerial_Reach,Aggression,Agility,Anticipation,Balance,Bravery,Command_of_Area,Communication,Composure,Concentration,Corners,Crossing,Decisions,Determination,Dribbling,Eccentricity,Finishing,First_Touch,Flair,Free_Kick_Taking,Handling,Heading,Jumping_Reach,Kicking,Leadership,Long_Shots,Long_Throws,Marking,Natural_Fitness,Off_the_Ball,One_on_Ones,Pace,Passing,Penalty_Taking,Positioning,Punching,Reflexes,Rushing_Out,Stamina,Strength,Tackling,Teamwork,Technique,Throwing,Vision,Work_Rate,Club_id,League_id,Min_Value,Max_Value,Market_Value,Player_Role,Pos_Rank,gk,tpr_general,tpr,tpr_DM,tpr_AML,tpr_AMC,tpr_GK,tpr_MC,tpr_DC,tpr_AMR,tpr_DL,tpr_DR,tpr_ST,tpr_ML,tpr_MR,tpr_WBR,tpr_WBL,tpr_Best,fbref_player_name,Predicted_Market_Value,Predicted_Wage
37020708,,Norbert Alblas,1994-12-12,NED,Eredivisie,Excelsior,Holland (Eredivisie),Right,Very Strong,Weak,GK,188,81 kg,27,28000 - 275000,5000,108,-,,0,-,Shot Stopper,-,Goalkeeper,Defend,GK,54,59,34,64,59,59,54,49,64,49,49,9,14,49,49,9,19,9,54,19,29,64,19,64,54,29,14,14,9,59,14,54,54,49,14,64,19,59,39,54,49,9,59,39,54,19,64,3655,363,28000.0,275000.0,6378796.0,GK_Goalkeeper,0,49,38,63,40,40,40,77,40,40,40,40,40,40,40,40,40,40,48,,5000,96385
83113673,Wnt,Pedro Marques,1998-04-25,POR,Eredivisie,NEC,Holland (Eredivisie),Right,Very Strong,Reasonable,ST,181,77 kg,24,300000 - 900000,10000,101,38,,0,-,Physical,-,Pressing Forward,Attack,ST,64,9,54,64,69,64,74,14,14,59,59,39,39,44,74,59,9,64,59,64,39,9,49,49,4,39,44,24,19,69,64,14,64,49,64,29,9,14,4,54,49,24,44,59,9,49,64,7354,363,300000.0,900000.0,5000.0,ST_Pressing Forward,12,16,54,70,41,67,57,20,43,41,62,41,41,83,50,47,44,41,55,,5000,18256
2000014084,,Maxim Dekker,2004-04-21,NED,Eredivisie,AZ,Holland (Eredivisie),Left,Reasonable,Very Strong,DC,191,84 kg,18,7.6000000 - 11.5000000,7000,24,-,U21,0,-,Technical,-,Central Defender,Defend,DC,54,14,34,64,44,64,59,4,14,64,44,39,44,69,49,14,9,34,54,24,19,14,69,74,9,49,34,24,69,39,29,14,54,54,9,64,9,4,14,59,49,64,69,39,9,29,69,274,363,7.6,11.5,472689.0,DC_Central Defender,3,17,47,65,56,40,40,20,44,81,41,57,57,41,42,44,45,46,50,,4023332,100
2000102719,,Abdoulaye Kamara,2004-11-06,GUI,Bundesliga,Borussia Dortmund,Germany (Bundesliga),Right,Very Strong,Reasonable,DM,183,77 kg,17,550000 - 4.5000000,7000,14,-,,0,-,Technical,-,Deep Lying Playmaker,Defend,DM,64,4,54,69,34,44,59,9,14,54,34,29,29,69,14,39,9,44,54,24,39,14,44,49,14,4,39,4,39,59,39,9,69,54,29,69,9,4,4,34,34,69,44,49,4,44,54,1779,185,550000.0,4.5,5000.0,DM_Deep Lying Playmaker,6,15,44,59,75,41,48,20,65,50,42,45,46,40,44,44,45,46,44,Abdoulaye Bamba,1440538,100
37043161,,Finn Stokkers,1996-04-18,NED,Eredivisie,Go Ahead,Holland (Eredivisie),Right,Very Strong,Reasonable,ST,180,71 kg,26,300000 - 850000,7500,210,51,,0,-,Intelligent,-,Pressing Forward,Attack,ST,59,4,64,69,59,59,64,14,9,59,54,49,44,54,49,54,14,54,59,49,44,14,59,64,9,39,54,29,19,24,44,9,54,54,49,24,9,9,14,64,49,24,64,49,9,59,64,4469,363,300000.0,850000.0,5000.0,ST_Pressing Forward,12,17,51,67,41,65,56,20,43,41,61,41,41,80,50,46,44,41,52,,5000,61738
2000194966,Wnt,Felix Lange,2004-03-13,GER,Bundesliga,VfL Wolfsburg,Germany (Bundesliga),Right,Very Strong,Weak,DC,187,79 kg,18,130000 - 1.3000000,3000,-,-,,0,-,Physical,-,Ball Playing Defender,Defend,DC,54,4,59,54,49,59,59,9,4,54,49,9,39,49,59,49,14,29,54,39,9,14,59,64,4,29,29,29,59,64,39,4,59,59,29,59,4,9,9,54,59,59,59,54,9,49,54,11700,185,130000.0,1.3,5000.0,DC_Ball Playing Defender,3,15,48,65,56,40,40,20,44,81,41,57,57,41,42,44,45,46,50,Ohis Felix Uduokhai,5482552,100
43390460,,Rodrigo Guth,2000-11-10,BRA,Eredivisie,Fortuna Sittard,Holland (Eredivisie),Right Only,Very Strong,Weak,"DC,DM",191,80 kg,21,325000 - 3.2000000,10000,44,1,,0,-,Physical,-,Central Defender,Defend,DC,44,4,34,59,59,69,59,4,4,39,54,29,39,54,59,29,19,19,64,24,19,4,69,69,14,29,39,14,59,59,49,4,49,54,14,54,9,14,19,69,59,59,59,39,14,59,69,4209,363,325000.0,3.2,5000.0,DC_Central Defender,3,17,48,65,79,40,40,20,44,81,41,57,57,41,42,44,45,46,50,,5000,9678
37077290,,Iman Griffith,2001-12-02,NED,Eredivisie,AZ,Holland (Eredivisie),Right,Very Strong,Reasonable,"MR,AMR,AML,AMC",170,56 kg,20,240000 - 7.2000000,3000,40,5,,0,-,Intelligent,-,Inverted Winger,Attack,AML,69,14,54,79,59,54,39,14,4,49,54,19,44,59,74,59,4,44,59,59,29,4,19,39,14,54,49,24,39,59,59,14,69,54,34,39,4,9,4,49,29,39,54,59,19,59,54,274,363,240000.0,7.2,5000.0,AML_Inverted Winger,13,16,51,67,42,81,80,20,49,40,81,53,43,55,70,81,51,62,52,,2388215,100
28106711,,Bobby Adekanye,1999-02-14,NED,Eredivisie,Go Ahead,Holland (Eredivisie),Left Only,Weak,Very Strong,"AMR,AML,AMC,ST",175,70 kg,23,100000 - 1000000,5000,32,3,,0,-,Technical,-,Winger,Support,AML,74,14,39,64,54,44,59,14,9,59,44,29,49,44,69,64,9,54,59,74,19,9,34,34,4,14,34,29,29,44,74,4,69,49,34,24,4,4,4,44,44,34,59,64,14,54,84,4469,363,100000.0,1000000.0,5000.0,AML_Winger,13,15,50,66,42,80,80,20,49,40,80,53,43,79,70,53,51,61,51,,5000,26313
37064599,,Kenzo Goudmijn,2001-12-18,NED,Eredivisie,Excelsior,Holland (Eredivisie),Right Only,Very Strong,Weak,"DM,MC,AMC",174,68 kg,20,850000 - 5.2000000,6000,117,8,,0,-,Intelligent,-,Advanced Playmaker,Support,MC,64,14,49,79,59,59,54,4,4,59,39,19,34,54,64,69,4,29,74,69,34,14,24,29,9,24,34,14,34,64,64,4,59,59,49,59,14,4,4,59,34,34,49,74,9,69,59,3655,363,850000.0,5.2,5000.0,MC_Advanced Playmaker,7,16,52,67,82,52,81,20,81,45,52,46,46,42,56,51,48,54,52,,5000,1409
2000054508,,Jaden Slory,2005-05-09,NED,Eredivisie,Feyenoord,Holland (Eredivisie),Right Only,Very Strong,Weak,AMR,172,65 kg,17,7.8000000 - 11.5000000,1800,-,-,U21,0,-,Physical,-,Winger,Support,AMR,74,9,69,74,29,49,44,14,4,29,29,34,59,64,39,59,4,24,59,69,24,4,34,39,14,44,24,4,19,59,44,14,74,64,49,19,14,14,9,44,39,19,39,59,4,49,59,4102,363,7.8,11.5,5000.0,AMR_Winger,11,17,46,62,42,68,58,20,48,40,77,42,47,52,59,64,60,45,47,,1683705,100
83243048,,Juan Perea,2000-02-23,COL,Bundesliga,VfB Stuttgart,Germany (Bundesliga),Right,Very Strong,Reasonable,"AMR,ST",184,74 kg,22,475000 - 4.6000000,7500,82,16,,0,-,Physical,-,Pressing Forward,Attack,ST,74,4,84,64,49,69,64,19,9,49,44,24,39,44,79,64,9,49,44,49,24,9,44,59,4,29,39,29,29,64,64,4,79,44,59,39,14,19,9,69,54,29,44,54,4,39,79,11695,185,475000.0,4.6,5000.0,ST_Pressing Forward,12,14,52,69,41,66,57,20,43,41,82,41,41,82,50,47,44,41,54,Juan Perea,246649,100
84151464,Inj,André Barbosa da Silva,2000-08-27,SUI,Bundesliga,SC Freiburg,Germany (Bundesliga),Right Only,Very Strong,Very Weak,"DR,DC,WBR,MR",177,71 kg,21,110000 - 1.1000000,2500,24,-,,0,-,Leader,-,Winger,Support,MR,74,14,34,74,44,49,54,14,4,49,44,29,49,49,99,29,14,24,59,24,44,19,54,39,9,49,24,24,49,44,44,9,74,54,4,54,4,4,9,39,39,64,49,39,4,39,54,9350,185,110000.0,1.1,5000.0,MR_Winger,8,16,46,61,45,57,52,20,49,76,60,42,77,43,59,77,79,43,46,Benjamin André,5000,24909
84151685,,Felix Mambimbi,2001-01-18,SUI,Eredivisie,Cambuur,Holland (Eredivisie),Right Only,Very Strong,Weak,"AMR,AML,ST",171,64 kg,21,3.4000000 - 6.6000000,3000,112,30,U21,0,17,Physical,-,Inverted Winger,Attack,AML,79,9,39,79,49,49,39,14,9,49,39,39,44,49,64,69,4,44,64,69,39,14,34,24,9,34,54,34,29,64,59,19,74,54,39,29,9,14,4,59,29,29,59,64,14,44,59,9344,363,3.4,6.6,5000.0,AML_Inverted Winger,13,18,51,67,42,81,60,20,49,40,81,53,43,79,70,54,51,62,52,,5000,3389
37039835,Wnt,Bas Kuipers,1994-08-17,NED,Eredivisie,Go Ahead,Holland (Eredivisie),Left,Reasonable,Very Strong,"DL,WBL",180,74 kg,27,80000 - 800000,7500,210,6,,0,3,Physical,-,Wing-Back,Defend,DL,59,9,54,59,54,54,64,9,9,59,54,19,54,49,39,49,14,19,59,24,39,9,59,59,9,64,24,59,64,69,54,9,59,59,24,69,14,9,14,64,54,59,74,49,14,49,69,4469,363,80000.0,800000.0,5000.0,DL_Wing-Back,4,18,52,68,43,42,41,20,42,49,43,85,58,40,59,49,59,85,53,,5000,60842
49054415,,Rémy Vita,2001-04-01,MAD,Eredivisie,Fortuna Sittard,Holland (Eredivisie),Left,Weak,Very Strong,"DL,WBL,ML",170,60 kg,21,250000 - 2.6000000,5000,51,2,Main,0,-,Technical,-,Wing-Back,Attack,DL,74,4,34,69,54,49,59,9,14,54,49,29,49,49,59,64,9,34,54,64,34,14,29,29,9,19,34,34,49,64,59,4,69,54,29,54,9,4,4,64,39,64,59,64,4,49,69,4209,363,250000.0,2.6,3303799.0,DL_Wing-Back,4,14,51,67,43,42,41,20,42,49,43,84,57,40,82,49,59,84,52,,5000,100
43425978,,Filip Stanković,2002-02-25,SRB,Eredivisie,FC Volendam,Holland (Eredivisie),Right Only,Very Strong,Weak,GK,187,72 kg,20,170000 - 1.7000000,7500,28,-,U21,0,-,Shot Stopper,-,Sweeper Keeper,Defend,GK,59,69,39,59,54,49,49,54,54,59,64,9,4,59,69,9,29,4,54,54,14,59,19,59,44,44,14,9,9,24,4,59,54,54,19,69,54,59,59,59,29,4,59,54,54,49,69,3948,363,170000.0,1.7,5000.0,GK_Sweeper Keeper,0,54,40,68,40,40,41,81,40,40,40,40,40,40,40,40,40,40,53,,5000,100
37088406,,Julian Rijkhoff,2005-01-25,NED,Bundesliga,Borussia Dortmund,Germany (Bundesliga),Either,Very Strong,Strong,ST,183,70 kg,17,9.2000000 - 14000000,2500,-,-,U20,0,-,Intelligent,-,Poacher,Attack,ST,54,9,49,64,69,44,39,4,4,59,39,39,14,69,74,54,14,59,64,34,39,4,49,54,14,34,44,24,34,69,69,9,64,44,34,44,19,9,4,64,49,29,39,54,4,44,49,1779,185,9.2,14000000.0,5000.0,ST_Poacher,12,15,49,65,41,63,55,20,43,41,60,41,41,79,49,46,43,41,50,Jubal,10321955,1209
37019498,,Sven Nieuwpoort,1993-04-13,NED,Eredivisie,Excelsior,Holland (Eredivisie),Right,Very Strong,Reasonable,"DR,DC,WBR",191,79 kg,29,85000 - 850000,4500,222,6,,0,-,Physical,-,No-Nonsense Full-Back,Defend,DR,59,14,74,54,54,59,39,14,4,49,44,34,29,74,44,39,14,24,29,39,34,4,54,64,4,69,44,14,49,64,39,4,54,54,19,39,4,4,9,54,54,44,49,39,4,49,59,3655,363,85000.0,850000.0,5000.0,DR_No-Nonsense Full-Back,2,12,47,63,45,42,40,20,43,78,43,45,80,40,45,63,80,42,48,,5000,116782
29191592,Wnt,Lee Buchanan,2001-03-07,ENG,Bundesliga,Werder Bremen,Germany (Bundesliga),Left,Fairly Strong,Very Strong,"DL,DC,WBL",175,67 kg,21,140000 - 6.8000000,5000,69,-,,0,2,Physical,Torn hamstring,Wing-Back,Support,DL,69,9,54,54,49,59,59,4,9,44,44,39,54,54,59,64,9,49,49,54,34,9,54,49,14,44,34,59,54,59,59,14,69,44,29,49,9,4,14,64,54,59,44,49,9,49,64,9601,185,140000.0,6.8,5000.0,DL_Wing-Back,4,15,51,67,43,42,41,20,42,81,43,84,57,40,58,49,59,84,52,Lee Buchanan,5000,100
37057388,,Etienne Vaessen,1995-07-26,NED,Eredivisie,RKC,Holland (Eredivisie),Right Only,Very Strong,Weak,GK,187,89 kg,26,35000 - 350000,201000,134,-,,0,-,Shot Stopper,-,Sweeper Keeper,Defend,GK,54,59,49,69,39,59,64,54,49,34,49,29,4,49,59,14,19,14,34,9,39,44,14,69,54,64,4,14,14,69,34,39,44,49,9,59,34,69,49,49,49,4,59,49,49,39,64,8812,363,35000.0,350000.0,22246187.0,GK_Sweeper Keeper,0,46,40,61,40,40,40,75,40,40,40,40,40,40,40,40,40,40,46,,5000,96433
29233148,,Mika Biereth,2003-02-08,DEN,Eredivisie,RKC,Holland (Eredivisie),Right,Very Strong,Reasonable,ST,187,83 kg,19,6.2000000 - 9.2000000,226000,-,-,,0,-,Intelligent,-,Pressing Forward,Attack,ST,59,4,64,54,59,64,59,4,4,59,64,14,49,59,69,49,14,64,59,49,39,4,49,59,9,39,44,19,29,49,59,19,64,54,49,24,4,4,14,59,59,34,69,59,4,59,74,8812,363,6.2,9.2,27056892.0,ST_Pressing Forward,12,15,53,70,41,67,57,20,43,41,62,41,41,83,50,47,44,41,55,,2718706,100
2000196555,,Faaris Yusufu,2005-02-11,GER,Bundesliga,Schalke 04,Germany (Bundesliga),Right Only,Very Strong,Weak,GK,184,78 kg,17,120000 - 1.2000000,176000,-,-,,0,-,Shot Stopper,-,Sweeper Keeper,Attack,GK,44,54,39,64,44,59,59,54,54,49,44,4,4,44,79,9,59,4,44,39,19,59,29,64,54,19,14,4,14,79,4,59,44,44,4,64,34,64,59,54,49,14,49,44,44,44,59,9887,185,120000.0,1.2,24577639.0,GK_Sweeper Keeper,0,52,38,67,40,40,41,80,40,40,40,40,40,40,40,40,40,40,52,Youssouf Fofana,8934457,100
91205042,Inj,Lukas Schneller,2001-10-26,GER,Bundesliga,FC Bayern,Germany (Bundesliga),Left Only,Weak,Very Strong,GK,188,76 kg,20,40000 - 375000,226000,14,-,,0,-,Assertive,-,Sweeper Keeper,Attack,GK,49,59,84,59,49,59,79,54,54,54,54,9,9,44,79,14,89,9,54,59,4,59,29,64,59,19,4,4,14,54,4,59,54,54,9,59,49,69,89,44,49,14,54,54,54,54,59,3704,185,40000.0,375000.0,22361171.0,GK_Sweeper Keeper,0,61,42,77,41,41,41,87,41,41,41,41,41,41,41,41,41,41,61,Lucas Chevalier,29160169,43812
2000060735,Inj,Luka Hyryläinen,2004-08-25,FIN,Bundesliga,TSG Hoffenheim,Germany (Bundesliga),Right Only,Very Strong,Weak,"DM,MC",197,89 kg,17,130000 - 1.3000000,226000,-,-,U21,0,-,Physical,-,Ball Winning Midfielder,Defend,DM,49,4,59,54,54,74,59,14,4,64,59,9,34,49,79,59,14,34,59,59,14,4,59,84,14,34,54,29,59,64,49,4,54,64,29,59,9,4,4,64,64,64,74,59,14,59,59,4935,185,130000.0,1.3,27895515.0,DM_Ball Winning Midfielder,6,16,54,70,84,42,50,20,84,52,43,46,48,41,45,45,46,47,55,Luka Jović,14895556,4435
37067490,,Redouan El Yaakoubi,1996-01-25,NED,Eredivisie,Excelsior,Holland (Eredivisie),Right Only,Very Strong,Weak,"DR,DC,WBR",183,70 kg,26,160000 - 1.6000000,201000,135,5,,0,-,Physical,-,Wing-Back,Defend,DR,59,14,29,49,64,54,59,14,4,39,39,29,34,49,44,54,9,29,44,29,49,9,59,64,9,59,39,34,64,59,34,9,64,54,24,54,4,14,9,59,59,59,59,59,14,54,69,3655,363,160000.0,1.6,13370258.0,DR_Wing-Back,2,15,49,65,45,42,40,20,43,80,43,45,81,40,45,64,82,43,50,,5000,74172
53151876,,Joshua Kitolano,2001-08-03,NOR,Eredivisie,Sparta,Holland (Eredivisie),Right,Very Strong,Reasonable,MC,165,63 kg,20,55000 - 6.6000000,201000,115,8,,0,1,Physical,-,Box To Box Midfielder,Support,MC,64,4,74,64,44,49,59,4,14,59,59,49,49,59,69,64,4,39,64,64,49,14,29,29,14,39,39,39,49,74,64,19,64,59,39,54,14,14,14,79,44,49,69,64,4,54,64,10312,363,55000.0,6.6,7381819.0,MC_Box To Box Midfielder,7,18,56,71,78,53,73,20,85,45,53,46,47,43,57,52,49,55,56,,3701185,100
53175941,,Isak Määttä,2001-09-19,NOR,Eredivisie,Groningen,Holland (Eredivisie),Left,Reasonable,Very Strong,"DL,WBL,ML",188,81 kg,20,4.4000000 - 8.2000000,176000,105,29,U21,0,-,Technical,-,Full-Back,Support,DL,59,9,49,49,59,54,49,4,9,59,64,44,54,54,59,59,4,44,54,54,49,9,44,59,4,34,34,49,54,64,59,19,59,59,29,54,4,9,9,59,49,54,64,54,14,49,64,3775,363,4.4,8.2,18679693.0,DL_Full-Back,4,15,53,68,43,42,41,20,42,49,43,85,58,40,82,49,59,85,53,,5000,100
37084339,,Fedde de Jong,2003-06-13,NED,Eredivisie,AZ,Holland (Eredivisie),Right,Very Strong,Reasonable,"MC,AMR,AML,AMC",185,72 kg,19,5.8000000 - 7.2000000,176000,52,5,U21,0,-,Intelligent,-,Inverted Winger,Support,AML,59,4,44,59,59,59,49,9,4,64,59,19,24,64,69,39,4,44,54,44,49,14,39,54,4,64,59,19,34,59,64,9,64,59,29,49,4,14,9,59,49,34,69,59,14,59,69,274,363,5.8,7.2,16687352.0,AML_Inverted Winger,13,15,52,68,42,82,81,20,80,40,82,53,43,55,71,54,51,62,53,,6793320,100
92084893,,Marin Šverko,1998-02-04,CRO,Eredivisie,Groningen,Holland (Eredivisie),Left,Reasonable,Very Strong,"DL,DC,WBL",187,81 kg,24,240000 - 700000,251000,104,2,,0,11,Leader,-,Wing-Back,Defend,DL,59,4,69,49,59,59,49,9,14,39,44,29,44,54,69,54,19,19,44,24,9,19,54,64,9,54,24,59,54,34,44,9,54,54,24,59,14,4,9,64,54,54,59,49,9,49,69,3775,363,240000.0,700000.0,5000.0,DL_Wing-Back,4,16,48,64,43,42,41,20,42,79,43,81,57,40,57,49,58,81,49,,5000,50296
80034923,,Manfred Ugalde,2002-05-25,CRC,Eredivisie,FC Twente,Holland (Eredivisie),Right Only,Very Strong,Weak,"AMR,AML,AMC,ST",171,68 kg,20,300000 - 3000000,176000,89,27,Main,1,8,Leader,-,Winger,Attack,AMR,69,9,89,64,54,49,69,4,14,54,49,49,49,54,74,64,4,59,59,69,44,4,39,39,4,39,44,39,34,69,69,9,74,54,69,29,9,9,9,44,54,34,59,64,9,59,64,3930,363,300000.0,3000000.0,22649838.0,AMR_Winger,11,15,56,72,43,85,85,20,50,41,85,43,50,83,63,70,65,46,57,,8387225,100
2000070513,,Tim Oermann,2003-10-06,GER,Bundesliga,VfL Bochum,Germany (Bundesliga),Right,Very Strong,Weak,"DC,DM",187,76 kg,18,750000 - 1.7000000,176000,-,-,,0,-,Physical,-,Ball Playing Defender,Defend,DC,64,9,49,54,49,64,59,9,14,54,54,14,34,49,74,49,14,29,49,54,14,9,59,59,9,49,29,29,59,64,39,14,64,64,29,64,4,14,14,59,59,54,59,59,14,54,59,11697,185,750000.0,1.7,12935286.0,DC_Ball Playing Defender,3,18,51,68,82,40,40,20,44,83,41,58,59,41,42,44,46,46,53,Tim Oermann,8666921,100
2000071344,Wnt,Fabio Schneider,2002-07-31,GER,Bundesliga,Union Berlin,Germany (Bundesliga),Right,Very Strong,Reasonable,"DM,MC,AMC",183,78 kg,19,26000 - 250000,151000,1,-,,0,-,Technical,-,Central Midfielder,Attack,MC,64,14,34,44,39,24,44,14,14,49,29,39,39,69,34,49,4,49,69,54,19,9,39,29,9,29,44,9,49,44,49,9,59,69,9,44,14,9,14,44,34,49,44,59,4,69,54,11360,185,26000.0,250000.0,4440454.0,MC_Central Midfielder,7,19,45,60,76,50,76,20,76,44,50,45,45,42,54,49,47,52,45,Fabinho,5000,3501
2000085414,Wnt,Keke Topp,2004-03-25,GER,Bundesliga,Schalke 04,Germany (Bundesliga),Right,Very Strong,Reasonable,ST,192,81 kg,18,325000 - 3.2000000,201000,1,-,,0,-,Physical,-,Target Forward,Support,ST,54,9,54,49,59,59,64,9,4,59,44,9,34,44,64,54,14,59,54,59,59,9,64,74,9,24,39,19,19,69,59,9,59,54,69,24,14,14,14,54,64,24,54,59,9,54,59,9887,185,325000.0,3.2,4389298.0,ST_Target Forward,12,17,51,68,41,65,56,20,43,41,62,41,41,81,50,46,44,41,53,Keke Maximilian Topp,7382273,100
2000141427,,Lukáš Ambros,2004-06-05,CZE,Bundesliga,VfL Wolfsburg,Germany (Bundesliga),Left,Fairly Strong,Very Strong,"MC,AMC",182,66 kg,18,50000 - 475000,201000,-,-,,0,-,Technical,-,Advanced Playmaker,Support,AMC,59,9,54,59,44,49,39,9,9,54,39,59,49,44,64,64,14,49,64,69,59,14,34,44,9,69,54,9,34,64,54,14,59,64,59,39,4,9,4,54,34,34,54,69,4,64,49,11700,185,50000.0,475000.0,25321184.0,AMC_Advanced Playmaker,9,17,53,68,49,67,82,20,81,41,65,42,42,54,61,52,46,46,53,Lukáš Ambros,11287338,3261
37059656,,Jamal Amofa,1998-11-25,NED,Eredivisie,Go Ahead,Holland (Eredivisie),Right Only,Very Strong,Weak,"DR,DL,DC",185,81 kg,23,160000 - 1.6000000,141000,56,-,,0,-,Physical,-,Full-Back,Defend,DR,59,4,24,59,49,64,64,9,9,59,64,34,44,74,59,14,4,39,54,29,29,9,54,54,14,39,44,59,39,69,44,4,59,59,29,44,4,14,4,54,64,59,59,49,14,54,64,4469,363,160000.0,1.6,12817625.0,DR_Full-Back,2,15,50,66,46,42,40,20,43,81,43,81,82,40,45,64,77,43,51,,5000,30737
37060598,,Ragnar Oratmangoen,1998-01-21,NED,Eredivisie,Groningen,Holland (Eredivisie),Right,Very Strong,Reasonable,"AMR,AML,AMC",180,75 kg,24,100000 - 1000000,108000,126,17,,0,-,Creative,-,Inverted Winger,Support,AML,64,9,69,64,54,49,64,19,9,54,54,49,59,54,59,69,9,34,54,64,49,9,49,49,9,34,59,4,24,59,59,9,54,59,49,24,19,9,4,59,49,24,59,64,9,54,69,3775,363,100000.0,1000000.0,5000.0,AML_Inverted Winger,13,17,53,69,42,83,82,20,49,41,83,53,43,55,72,54,52,63,54,,5000,20922
67263767,,José Fontán,2000-02-11,ESP,Eredivisie,Go Ahead,Holland (Eredivisie),Left,Reasonable,Very Strong,"DL,DC,WBL",183,76 kg,22,6.4000000 - 8000000,176000,56,2,,0,3,Leader,-,Wing-Back,Defend,DL,64,14,74,69,69,59,54,9,4,59,54,39,54,59,79,64,4,49,49,59,39,4,54,49,14,44,39,54,69,69,59,14,64,69,34,64,4,19,9,64,54,69,64,59,14,59,74,4469,363,6.4,8000000.0,22307296.0,DL_Wing-Back,4,17,58,75,44,43,41,20,43,87,44,90,60,40,61,51,61,90,59,,7081493,5687
37062065,,Jamie Jacobs,1997-12-03,NED,Eredivisie,Cambuur,Holland (Eredivisie),Right,Very Strong,Reasonable,"WBR,MR,MC,AMC",184,80 kg,24,700000 - 1.5000000,251000,166,39,,0,-,Physical,-,Advanced Playmaker,Support,MC,54,4,24,54,59,54,59,9,4,69,59,54,39,59,64,54,9,44,54,49,54,14,59,64,14,44,34,44,44,64,59,9,54,59,39,34,9,4,14,54,54,39,59,59,4,64,59,9344,363,700000.0,1.5,30770403.0,MC_Advanced Playmaker,7,15,53,68,76,53,82,20,82,45,53,46,46,43,56,82,83,54,53,,5000,36160
93070212,,Daleho Irandust,1998-06-04,SWE,Eredivisie,Groningen,Holland (Eredivisie),Left Only,Weak,Very Strong,"AMR,AML,AMC",185,73 kg,24,350000 - 3.4000000,151000,130,19,,3,8,Creative,-,Inverted Winger,Support,AMR,64,14,44,69,59,59,39,14,4,64,59,59,64,59,54,69,9,49,69,79,54,4,34,59,19,39,44,29,34,59,69,4,59,69,49,54,14,9,14,59,44,39,54,69,14,69,49,3775,363,350000.0,3.4,5775159.0,AMR_Inverted Winger,11,19,57,72,43,85,85,20,50,41,85,43,50,55,63,70,65,46,57,,5000,5774
37071912,,Kevin Felida,1999-11-11,CUW,Eredivisie,RKC,Holland (Eredivisie),Right,Very Strong,Weak,"DM,MC",174,66 kg,22,180000 - 1.8000000,141000,133,6,Main,2,-,Physical,-,Ball Winning Midfielder,Support,DM,64,14,54,59,69,64,59,4,4,59,59,24,49,64,79,24,4,44,54,24,24,4,44,49,4,39,49,29,54,64,54,9,59,74,29,54,4,9,14,59,64,54,64,54,4,39,64,8812,363,180000.0,1.8,15663127.0,DM_Ball Winning Midfielder,6,15,52,68,83,42,50,20,82,52,43,46,48,41,45,44,46,46,53,,5000,14692
37079213,,Yassin Oukili,2001-01-03,NED,Eredivisie,RKC,Holland (Eredivisie),Right,Very Strong,Weak,MC,175,73 kg,21,375000 - 1.1000000,101000,25,-,,0,-,Physical,-,Mezzala,Attack,MC,49,4,69,64,44,59,39,4,14,39,59,39,29,59,39,64,14,54,54,59,39,9,49,34,4,69,64,29,54,54,39,9,54,59,29,29,9,14,9,64,54,29,54,64,14,64,59,8812,363,375000.0,1.1,17491222.0,MC_Mezzala,7,16,51,66,74,52,71,20,80,45,52,45,46,42,56,51,48,53,51,,5000,17394
37072817,Inj,Ole ter Haar Romeny,2000-06-20,NED,Eredivisie,FC Emmen,Holland (Eredivisie),Right,Very Strong,Weak,"AML,AMC,ST",190,84 kg,22,850000 - 1.8000000,90500,93,11,,0,-,Physical,-,Inverted Winger,Support,AML,54,14,59,64,54,64,64,14,9,59,59,49,34,54,49,59,4,44,59,69,39,14,59,74,9,29,44,39,24,59,59,9,59,59,69,24,9,14,9,64,54,29,69,64,9,59,59,3756,363,850000.0,1.8,5000.0,AML_Inverted Winger,13,17,54,70,42,84,83,20,49,41,71,53,43,82,72,54,52,63,55,,5000,100
37085326,,Ilyas el Moussaoui,2004-02-24,MAR,Eredivisie,Feyenoord,Holland (Eredivisie),Right,Very Strong,Reasonable,ST,184,80 kg,18,70000 - 5.6000000,176000,-,-,,0,-,Intelligent,-,Poacher,Attack,ST,49,14,74,44,49,64,49,14,9,59,24,34,24,69,49,64,14,64,44,59,29,14,54,59,4,59,44,19,24,34,74,14,54,49,24,34,14,4,4,59,59,19,54,54,14,54,49,4102,363,70000.0,5.6,28833802.0,ST_Poacher,12,16,49,65,41,63,55,20,43,41,60,41,41,79,49,46,43,41,50,,2091163,100
