,player_id,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,dob,height_cm,club_team_id,club_name,league_id,league_name,club_position,club_jersey_number,nationality_id,nationality_name,preferred_foot,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,fifa_fuzzy_name,mapped_fifa_name,Name,Position,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Position.1,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach,Command Of Area,Communication,Eccentricity,Handling,Kicking,One On Ones,Reflexes,Rushing Out,Punching,Throwing,Adaptation,Ambition,Argue,Loyal,Resistant to stress,Professional,Sportsmanship,Emotional control,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,Height,Weight,Left Foot,Right Foot,Values,Current reputation,Domestic reputation,World reputation,Race,RCA,Colour of skin,Date of birth,Number of national team appearances,Goals scored for the national team,Salary,Rental club,UID,fm_fuzzy_name
384,208856,Q. Bernard,Quentin Bernard,LB,71,71,1300000.0,11000.0,1989-07-07,184,57,Auxerre,16,Ligue 2,SUB,3,18,France,Left,73,57,68,70,31,62,49,59,69,68,56,61,62,63,63,68,85,92,76,53,67,66,57,71,47,65,63,68,69,14,13,12,12,12,62,62,62,63,63,63,63,63,64,64,64,66,68,68,68,66,69,69,69,69,69,69,68,68,68,69,18,1989-07-07 Q. Bernard,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
385,223313,H. Arslan,Hakan Arslan,CM,71,71,1200000.0,12000.0,1988-07-18,186,101041,Sivasspor,68,Super Lig,SUB,37,48,Turkey,Right,59,68,64,72,53,73,62,59,64,72,65,54,69,74,59,74,77,75,76,72,71,69,69,69,61,73,71,73,69,16,11,11,10,14,69,69,69,69,70,70,70,69,70,70,70,68,71,71,71,68,69,71,71,71,69,69,71,71,71,69,19,1988-07-18 H. Arslan,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
386,244709,M. Jevtović,Marko Jevtović,CDM,71,71,1600000.0,11000.0,1993-07-24,194,110776,Gaziantep F.K.,68,Super Lig,CDM,8,51,Serbia,Right,49,53,73,72,35,59,56,67,70,63,50,47,61,67,33,74,66,72,87,73,70,71,54,61,76,62,72,72,71,6,6,7,14,15,62,62,62,59,61,61,61,59,62,62,62,60,66,66,66,60,65,70,70,70,65,66,72,72,72,66,16,1993-07-24 M. Jevtović,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
387,248788,A. Yakubu,Abdul-Aziz Yakubu,ST,70,78,3600000.0,6000.0,1998-11-10,187,744,Rio Ave,308,Liga Portugal,ST,81,117,Ghana,Right,43,73,69,55,56,64,46,37,42,63,83,86,70,70,62,67,74,68,81,62,40,19,71,56,72,58,16,12,15,11,8,15,15,10,70,70,70,65,67,67,67,65,64,64,64,63,55,55,55,63,45,41,41,41,45,43,39,39,39,43,18,1998-11-10 A. Yakubu,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
388,251669,Rui Pires,Rui Miguel Guerra Pires,CDM,70,76,2300000.0,5000.0,1998-03-22,182,1892,Paços de Ferreira,308,Liga Portugal,CDM,26,38,Portugal,Right,43,46,56,74,38,68,51,49,67,70,62,63,73,64,65,66,63,68,77,57,68,67,56,66,64,53,63,71,67,14,15,7,15,9,60,60,60,62,63,63,63,62,65,65,65,63,67,67,67,63,65,69,69,69,65,65,67,67,67,65,19,1998-03-22 Rui Pires,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
389,220175,O. Kemen,Olivier Michel Kemen,CM,70,73,2100000.0,10000.0,1996-07-20,177,101020,Kayserispor,68,Super Lig,SUB,10,18,France,Right,55,68,64,68,51,72,52,53,69,71,77,76,75,72,76,74,88,79,82,66,75,64,61,71,57,70,62,68,69,16,9,6,11,9,69,69,69,69,70,70,70,69,70,70,70,69,70,70,70,69,68,69,69,69,68,68,69,69,69,68,18,1996-07-20 O. Kemen,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
390,150477,R. Salin,Romain Jules Salin,GK,70,70,180000.0,11000.0,1984-07-29,189,74,Rennes,16,Ligue 1,SUB,89,18,France,Left,11,11,16,36,13,14,11,15,23,13,28,34,50,72,45,51,58,38,60,13,42,26,16,57,11,57,20,13,16,68,69,68,69,70,27,27,27,25,28,28,28,25,30,30,30,27,31,31,31,27,27,31,31,31,27,26,29,29,29,26,69,1984-07-29 R. Salin,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
391,216229,R. Dugimont,Rémy Dugimont,LM,70,70,525000.0,8000.0,1986-07-01,182,57,Auxerre,16,Ligue 2,SUB,21,18,France,Right,72,73,73,72,69,70,68,69,67,69,53,57,77,58,61,74,78,91,83,74,70,39,77,68,70,68,46,29,26,6,7,11,12,12,71,71,71,69,69,69,69,69,69,69,69,69,67,67,67,69,57,57,57,57,57,53,52,52,52,53,15,1986-07-01 R. Dugimont,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
392,224977,A. Micai,Alessandro Micai,GK,70,70,1100000.0,11000.0,1993-07-24,186,110373,Salernitana,31,Serie A,RES,12,27,Italy,Right,20,17,13,26,19,17,17,19,27,19,48,46,36,70,57,48,56,17,57,15,16,18,12,35,24,55,17,18,17,67,70,64,64,74,29,29,29,27,28,28,28,27,28,28,28,28,26,26,26,28,26,26,26,26,26,26,26,26,26,26,69,1993-07-24 A. Micai,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
393,228897,M. Alphonse,Mickaël David Alphonse,RB,70,70,1100000.0,10000.0,1989-07-12,182,614,Ajaccio,16,Ligue 2,RB,2,18,France,Right,64,54,70,68,32,64,40,41,60,67,72,73,57,65,62,55,88,72,69,55,65,68,59,54,43,63,69,66,65,10,9,8,7,7,62,62,62,63,63,63,63,63,62,62,62,65,63,63,63,65,67,66,66,66,67,68,68,68,68,68,14,1989-07-12 M. Alphonse,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
394,259771,Léo Andrade,Leonardo de Andrade Silva,CB,69,75,2000000.0,4000.0,1998-04-18,190,1893,Marítimo,308,Liga Portugal,SUB,66,54,Brazil,Left,35,36,69,55,42,33,25,29,50,55,62,67,53,66,66,53,74,68,75,29,68,71,32,36,48,52,69,71,66,9,12,11,13,6,50,50,50,45,46,46,46,45,46,46,46,48,51,51,51,48,60,63,63,63,60,63,69,69,69,63,16,1998-04-18 Léo Andrade,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
395,262397,L. Brouwers,Luuk Brouwers,CDM,69,74,1900000.0,6000.0,1998-05-03,183,1903,FC Utrecht,10,Eredivisie,LCM,8,34,Netherlands,Right,54,59,54,72,52,64,50,50,69,66,67,65,61,61,66,61,59,85,71,55,69,66,60,61,63,65,63,70,70,13,9,14,14,8,62,62,62,63,63,63,63,63,64,64,64,65,67,67,67,65,67,68,68,68,67,67,66,66,66,67,17,1998-05-03 L. Brouwers,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
396,232360,G. Perrin,Gaëtan Perrin,LM,69,70,1600000.0,9000.0,1996-06-07,169,57,Auxerre,16,Ligue 2,SUB,10,18,France,Right,63,66,60,66,58,71,59,47,57,68,83,82,80,61,89,66,68,69,59,65,47,23,61,62,67,62,42,31,23,12,14,10,8,6,66,66,66,68,67,67,67,68,67,67,67,68,60,60,60,68,53,49,49,49,53,50,44,44,44,50,16,1996-06-07 G. Perrin,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
397,192156,Rúben Lima,Rúben Alexandre Rocha Lima,LB,69,69,975000.0,5000.0,1989-10-03,177,112809,Famalicão,308,Liga Portugal,LB,5,38,Portugal,Left,66,49,63,65,59,67,66,70,62,70,69,69,68,68,71,62,73,66,66,70,69,69,62,65,37,69,69,68,66,16,12,6,8,10,63,63,63,65,65,65,65,65,65,65,65,65,66,66,66,65,67,67,67,67,67,67,68,68,68,67,17,1989-10-03 Rúben Lima,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
398,192329,N. Obiora,Nwankwo Emeka Obiora,CDM,69,69,1200000.0,4000.0,1991-07-12,186,518,Chaves,308,Liga Portugal,SUB,40,133,Nigeria,Right,35,50,67,68,55,58,39,43,66,65,65,65,64,62,60,74,85,88,70,65,67,65,67,70,33,66,69,69,63,10,14,12,15,13,63,63,63,60,64,64,64,60,64,64,64,62,67,67,67,62,64,68,68,68,64,65,67,67,67,65,18,1991-07-12 N. Obiora,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
399,193942,J. Colback,Jack Colback,CDM,69,69,925000.0,23000.0,1989-10-24,177,14,Nottingham Forest,13,Premier League,SUB,8,14,England,Left,59,51,52,71,45,60,60,50,67,65,59,53,64,55,73,68,76,70,59,64,85,68,53,59,59,67,72,68,64,6,6,6,10,7,58,58,58,59,59,59,59,59,61,61,61,61,64,64,64,61,64,68,68,68,64,64,66,66,66,64,12,1989-10-24 J. Colback,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
400,203725,V. Misidjan,Virgil Roy Misidjan,RW,69,69,1400000.0,8000.0,1993-07-24,173,1908,FC Twente,10,Eredivisie,SUB,10,34,Netherlands,Right,61,59,41,65,61,75,70,65,52,72,88,86,88,65,84,57,72,65,54,55,53,32,63,62,54,64,29,24,22,12,7,8,10,7,63,63,63,69,67,67,67,69,68,68,68,69,60,60,60,69,53,48,48,48,53,49,41,41,41,49,15,1993-07-24 V. Misidjan,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
401,223709,A. Vural,Ali Şaşal Vural,GK,69,69,750000.0,7000.0,1990-07-10,187,101041,Sivasspor,68,Super Lig,GK,35,48,Turkey,Right,17,20,21,31,18,16,17,16,18,22,47,44,31,56,52,46,70,26,65,20,27,25,13,44,25,56,15,15,17,70,66,61,69,74,30,30,30,27,29,29,29,27,29,29,29,28,28,28,28,28,26,27,27,27,26,26,28,28,28,26,68,1990-07-10 A. Vural,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
402,228980,M. Tirpan,Mickaël Tirpan,RB,69,69,1300000.0,7000.0,1993-10-23,177,111339,Kasımpaşa,68,Super Lig,SUB,24,7,Belgium,Right,62,50,67,64,50,62,64,46,62,63,74,75,73,63,70,58,73,74,60,55,74,68,65,66,44,64,66,64,66,7,9,10,7,7,61,61,61,63,63,63,63,63,63,63,63,64,64,64,64,64,66,65,65,65,66,67,66,66,66,67,14,1993-10-23 M. Tirpan,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
403,251647,Bruno Langa,Bruno Alberto Langa,LB,68,75,2300000.0,3000.0,1997-10-31,178,518,Chaves,308,Liga Portugal,LB,5,130,Mozambique,Left,64,28,47,58,32,66,63,37,57,64,82,80,84,63,83,46,79,67,61,33,59,65,45,39,43,67,67,66,64,14,11,6,11,8,51,51,51,58,54,54,54,58,55,55,55,60,56,56,56,60,66,62,62,62,66,66,63,63,63,66,16,1997-10-31 Bruno Langa,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
404,231028,M. Šarkić,Matija Šarkić,GK,68,74,1500000.0,16000.0,1997-07-23,195,110,Wolverhampton Wanderers,13,Premier League,SUB,13,15,Montenegro,Right,11,13,18,27,13,12,18,12,30,25,40,33,33,66,28,50,52,20,42,17,20,6,6,22,26,27,11,19,14,68,66,67,68,68,26,26,26,23,25,25,25,23,24,24,24,24,25,25,25,24,22,23,23,23,22,22,22,22,22,22,67,1997-07-23 M. Šarkić,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
405,233098,S. Floranus,Sherel Floranus,RB,68,74,1800000.0,8000.0,1998-08-23,181,741,Antalyaspor,68,Super Lig,SUB,2,34,Netherlands,Right,60,45,52,67,43,67,55,34,64,65,82,88,81,65,70,55,78,74,70,38,78,63,61,44,40,63,57,65,62,9,9,15,9,9,60,60,60,63,61,61,61,63,61,61,61,65,61,61,61,65,67,65,65,65,67,66,64,64,64,66,15,1998-08-23 S. Floranus,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
406,234726,J. Rodríguez,José Luis Rodríguez Francis,LM,68,74,1900000.0,4000.0,1998-06-19,180,112809,Famalicão,308,Liga Portugal,SUB,19,87,Panama,Left,63,69,31,61,58,77,71,58,58,72,84,81,85,56,72,71,70,68,77,68,45,22,57,49,49,56,21,36,32,11,9,8,11,9,65,65,65,68,66,66,66,68,65,65,65,67,59,59,59,67,53,48,48,48,53,49,42,42,42,49,15,1998-06-19 J. Rodríguez,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
407,244602,O. Boussaid,Othmane Boussaid,CAM,68,74,1900000.0,6000.0,2000-03-07,168,1903,FC Utrecht,10,Eredivisie,LM,26,7,Belgium,Right,64,57,30,68,59,73,74,53,67,72,83,76,87,66,82,71,68,70,32,64,54,43,55,66,52,64,41,51,47,7,6,8,11,10,60,60,60,68,66,66,66,68,68,68,68,68,65,65,65,68,61,57,57,57,61,58,48,48,48,58,15,2000-03-07 O. Boussaid,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
408,263574,Ricardinho,Ricardo Jorge Oliveira António,LW,68,74,1900000.0,3000.0,1998-08-06,178,1438,Santa Clara,308,Liga Portugal,LW,10,38,Portugal,Right,65,67,40,67,54,70,53,45,62,73,65,72,63,65,69,65,54,48,58,63,46,24,69,65,53,61,48,36,43,5,13,5,11,9,64,64,64,68,68,68,68,68,68,68,68,67,62,62,62,67,54,52,52,52,54,51,46,46,46,51,15,1998-08-06 Ricardinho,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
409,228456,Juan Pérez,Juan Manuel Pérez Ruiz,GK,68,73,1400000.0,7000.0,1996-07-15,187,479,Osasuna,53,La Liga,SUB,13,45,Spain,Right,16,17,18,26,19,21,17,19,25,12,32,35,34,56,33,45,45,28,69,13,23,22,20,30,24,41,15,14,20,68,66,60,68,73,28,28,28,24,25,25,25,24,25,25,25,25,25,25,25,25,24,25,25,25,24,24,26,26,26,24,67,1996-07-15 Juan Pérez,1998-10-07 Trent Alexander-Arnold,Trent Alexander-Arnold,D/WB RC,23,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,15,16,7,19,14,17,12,14,1,10,1,19,12,20,13,1,15,14,1,1,1,1,180,70,12,20,210765335,8199,7749,6999,Northern_European,157,14,1998-10-07,17,1,185587.0,,28104124,1998-10-07 Trent Alexander-Arnold
