Pitch_Number,count,x_interval,y_interval,percentage,alpha
360,0.0,"(70.0, 75.0)","(115.0, 120.0)",0.0,0.0
361,0.0,"(75.0, 80.0)","(0.0, 5.0)",0.0,0.0
362,0.0,"(75.0, 80.0)","(5.0, 10.0)",0.0,0.0
363,0.0,"(75.0, 80.0)","(10.0, 15.0)",0.0,0.0
364,0.0,"(75.0, 80.0)","(15.0, 20.0)",0.0,0.0
365,0.0,"(75.0, 80.0)","(20.0, 25.0)",0.0,0.0
366,0.0,"(75.0, 80.0)","(25.0, 30.0)",0.0,0.0
367,0.0,"(75.0, 80.0)","(30.0, 35.0)",0.0,0.0
368,0.0,"(75.0, 80.0)","(35.0, 40.0)",0.0,0.0
369,0.0,"(75.0, 80.0)","(40.0, 45.0)",0.0,0.0
370,0.0,"(75.0, 80.0)","(45.0, 50.0)",0.0,0.0
371,0.0,"(75.0, 80.0)","(50.0, 55.0)",0.0,0.0
372,0.0,"(75.0, 80.0)","(55.0, 60.0)",0.0,0.0
373,0.0,"(75.0, 80.0)","(60.0, 65.0)",0.0,0.0
374,0.0,"(75.0, 80.0)","(65.0, 70.0)",0.0,0.0
375,1.0,"(75.0, 80.0)","(70.0, 75.0)",0.001091703056768559,0.019230769230769232
376,0.0,"(75.0, 80.0)","(75.0, 80.0)",0.0,0.0
377,0.0,"(75.0, 80.0)","(80.0, 85.0)",0.0,0.0
378,0.0,"(75.0, 80.0)","(85.0, 90.0)",0.0,0.0
379,0.0,"(75.0, 80.0)","(90.0, 95.0)",0.0,0.0
380,0.0,"(75.0, 80.0)","(95.0, 100.0)",0.0,0.0
381,0.0,"(75.0, 80.0)","(100.0, 105.0)",0.0,0.0
382,0.0,"(75.0, 80.0)","(105.0, 110.0)",0.0,0.0
383,0.0,"(75.0, 80.0)","(110.0, 115.0)",0.0,0.0
384,0.0,"(75.0, 80.0)","(115.0, 120.0)",0.0,0.0
