,league_id,team_name,team_id,opponent_name,opponent_id,team_power,opponent_power,team_date,opponent_date,team_time,opponent_time,team_round,opponent_round,team_day,opponent_day,team_venue,opponent_venue,team_result,opponent_result,team_gf,opponent_gf,team_ga,opponent_ga,team_opponent,opponent_opponent,team_goals,opponent_goals,team_shots,opponent_shots,team_shots_on_target,opponent_shots_on_target,team_shots_on_target_percentage,opponent_shots_on_target_percentage,team_goals_per_shot,opponent_goals_per_shot,team_goals_per_shot_on_target,opponent_goals_per_shot_on_target,team_distance_covered,opponent_distance_covered,team_free_kicks,opponent_free_kicks,team_penalties,opponent_penalties,team_penalty_attempts,opponent_penalty_attempts,team_expected_goals,opponent_expected_goals,team_non-penalty_expected_goals,opponent_non-penalty_expected_goals,team_expected_goals_per_shot,opponent_expected_goals_per_shot,team_goals_minus_expected_goals,opponent_goals_minus_expected_goals,team_non-penalty_goals_minus_expected_goals,opponent_non-penalty_goals_minus_expected_goals,team_match_report,opponent_match_report,team_finishing,opponent_finishing
194,13,Brighton & Hove Albion,1808,Fulham,144,75,76,2022-08-30,2022-08-30,19:30,19:30,Matchweek 5,Matchweek 5,Tue,Tue,Away,Home,L,W,1,2,2,1,Fulham,Fulham,1,1,6,10,2,3,33.3,30.0,0.0,0.1,0.0,0.33,15.3,15.3,0,1,1,0,1,0,1.4,0.7,0.6,0.7,0.11,0.07,-0.4,0.3,-0.6,0.3,Match Report,Match Report,70,76
195,13,Brighton & Hove Albion,1808,Leicester City,95,75,78,2022-09-04,2022-09-04,14:00,14:00,Matchweek 6,Matchweek 6,Sun,Sun,Home,Away,W,L,5,2,2,5,Leicester City,Leicester City,4,2,22,6,10,4,45.5,66.7,0.14,0.33,0.3,0.5,19.6,14.8,2,0,1,0,1,0,2.6,1.4,2.0,1.4,0.09,0.24,1.4,0.6,1.0,0.6,Match Report,Match Report,70,77
196,13,Brighton & Hove Albion,1808,Liverpool,9,75,84,2022-10-01,2022-10-01,15:00,15:00,Matchweek 9,Matchweek 9,Sat,Sat,Away,Home,D,D,3,3,3,3,Liverpool,Liverpool,3,2,6,15,6,7,100.0,46.7,0.5,0.13,0.5,0.29,10.0,16.8,0,1,0,0,0,0,1.4,1.5,1.4,1.5,0.23,0.1,1.6,0.5,1.6,0.5,Match Report,Match Report,70,79
197,13,Brighton & Hove Albion,1808,Tottenham,18,75,81,2022-10-08,2022-10-08,17:30,17:30,Matchweek 10,Matchweek 10,Sat,Sat,Home,Away,L,W,0,1,1,0,Tottenham,Tottenham,0,1,14,8,4,3,28.6,37.5,0.0,0.13,0.0,0.33,18.5,18.7,0,1,0,0,0,0,0.7,0.8,0.7,0.8,0.05,0.1,-0.7,0.2,-0.7,0.2,Match Report,Match Report,70,75
198,13,Brighton & Hove Albion,1808,Brentford,1925,75,74,2022-10-14,2022-10-14,20:00,20:00,Matchweek 11,Matchweek 11,Fri,Fri,Away,Home,L,W,0,2,2,0,Brentford,Brentford,0,2,21,6,7,1,33.3,16.7,0.0,0.17,0.0,1.0,17.2,16.3,0,0,0,1,0,1,1.9,1.5,1.9,0.7,0.09,0.11,-1.9,0.5,-1.9,0.3,Match Report,Match Report,70,67
199,13,Brighton & Hove Albion,1808,Nott'ham Forest,14,75,76,2022-10-18,2022-10-18,19:30,19:30,Matchweek 12,Matchweek 12,Tue,Tue,Home,Away,D,D,0,0,0,0,Nott'ham Forest,Nott'ham Forest,0,0,19,3,7,0,36.8,0.0,0.0,0.0,0.0,,15.7,11.5,0,0,0,0,0,0,1.7,0.1,1.7,0.1,0.09,0.04,-1.7,-0.1,-1.7,-0.1,Match Report,Match Report,70,73
200,13,Brighton & Hove Albion,1808,Manchester City,10,75,85,2022-10-22,2022-10-22,15:00,15:00,Matchweek 13,Matchweek 13,Sat,Sat,Away,Home,L,W,1,3,3,1,Manchester City,Manchester City,1,3,8,9,2,3,25.0,33.3,0.13,0.22,0.5,0.67,19.8,15.0,0,0,0,1,0,1,0.5,1.6,0.5,0.8,0.06,0.09,0.5,1.4,0.5,1.2,Match Report,Match Report,70,82
201,13,Brighton & Hove Albion,1808,Chelsea,5,75,84,2022-10-29,2022-10-29,15:00,15:00,Matchweek 14,Matchweek 14,Sat,Sat,Home,Away,W,L,4,1,1,4,Chelsea,Chelsea,2,1,19,15,7,7,36.8,46.7,0.11,0.07,0.29,0.14,15.9,18.3,0,0,0,0,0,0,2.4,1.4,2.4,1.4,0.13,0.09,-0.4,-0.4,-0.4,-0.4,Match Report,Match Report,70,73
202,13,Brighton & Hove Albion,1808,Wolves,110,75,78,2022-11-05,2022-11-05,15:00,15:00,Matchweek 15,Matchweek 15,Sat,Sat,Away,Home,W,L,3,2,2,3,Wolves,Wolves,3,2,19,7,8,4,42.1,57.1,0.16,0.14,0.38,0.25,17.2,18.3,3,0,0,1,0,1,1.5,1.2,1.5,0.4,0.08,0.06,1.5,0.8,1.5,0.6,Match Report,Match Report,70,73
203,13,Brighton & Hove Albion,1808,Aston Villa,2,75,79,2022-11-13,2022-11-13,14:00,14:00,Matchweek 16,Matchweek 16,Sun,Sun,Home,Away,L,W,1,2,2,1,Aston Villa,Aston Villa,1,2,7,7,2,1,28.6,14.3,0.14,0.14,0.5,1.0,18.2,25.1,0,0,0,1,0,1,0.6,1.5,0.6,0.7,0.09,0.1,0.4,0.5,0.4,0.3,Match Report,Match Report,70,72
204,13,Brighton & Hove Albion,1808,Southampton,17,75,75,2022-12-26,2022-12-26,15:00,15:00,Matchweek 17,Matchweek 17,Mon,Mon,Away,Home,W,L,3,1,1,3,Southampton,Southampton,2,1,7,13,4,3,57.1,23.1,0.29,0.08,0.5,0.33,13.7,16.1,0,1,0,0,0,1,0.6,1.9,0.6,1.0,0.09,0.08,1.4,-0.9,1.4,0.0,Match Report,Match Report,70,70
205,13,Brighton & Hove Albion,1808,Arsenal,1,75,79,2022-12-31,2022-12-31,17:30,17:30,Matchweek 18,Matchweek 18,Sat,Sat,Home,Away,L,W,2,4,4,2,Arsenal,Arsenal,2,4,9,14,5,7,55.6,50.0,0.22,0.29,0.4,0.57,13.5,11.2,0,0,0,0,0,0,1.2,2.9,1.2,2.9,0.13,0.22,0.8,1.1,0.8,1.1,Match Report,Match Report,70,78
206,13,Brighton & Hove Albion,1808,Everton,7,75,77,2023-01-03,2023-01-03,19:45,19:45,Matchweek 19,Matchweek 19,Tue,Tue,Away,Home,W,L,4,1,1,4,Everton,Everton,4,1,19,9,8,3,42.1,33.3,0.21,0.0,0.5,0.0,18.9,19.0,1,0,0,1,0,1,2.2,1.3,2.2,0.5,0.11,0.06,1.8,-0.3,1.8,-0.5,Match Report,Match Report,70,77
207,13,Brighton & Hove Albion,1808,Liverpool,9,75,84,2023-01-14,2023-01-14,15:00,15:00,Matchweek 20,Matchweek 20,Sat,Sat,Home,Away,W,L,3,0,0,3,Liverpool,Liverpool,3,0,16,6,8,2,50.0,33.3,0.19,0.0,0.38,0.0,16.3,12.8,0,0,0,0,0,0,1.9,1.0,1.9,1.0,0.12,0.17,1.1,-1.0,1.1,-1.0,Match Report,Match Report,70,79
208,13,Brighton & Hove Albion,1808,Leicester City,95,75,78,2023-01-21,2023-01-21,15:00,15:00,Matchweek 21,Matchweek 21,Sat,Sat,Away,Home,D,D,2,2,2,2,Leicester City,Leicester City,2,2,13,9,4,2,30.8,22.2,0.15,0.22,0.5,1.0,17.0,12.1,0,1,0,0,0,0,1.7,0.9,1.7,0.9,0.16,0.11,0.3,1.1,0.3,1.1,Match Report,Match Report,70,77
209,13,Brighton & Hove Albion,1808,Bournemouth,1943,75,74,2023-02-04,2023-02-04,15:00,15:00,Matchweek 22,Matchweek 22,Sat,Sat,Home,Away,W,L,1,0,0,1,Bournemouth,Bournemouth,1,0,20,12,6,2,30.0,16.7,0.05,0.0,0.17,0.0,16.3,15.3,0,0,0,0,0,0,2.2,1.1,2.2,1.1,0.13,0.1,-1.2,-1.1,-1.2,-1.1,Match Report,Match Report,70,70
210,13,Brighton & Hove Albion,1808,Crystal Palace,1799,75,76,2023-02-11,2023-02-11,15:00,15:00,Matchweek 23,Matchweek 23,Sat,Sat,Away,Home,D,D,1,1,1,1,Crystal Palace,Crystal Palace,1,1,17,6,7,1,41.2,16.7,0.06,0.17,0.14,1.0,13.6,12.4,1,0,0,0,0,0,2.5,1.1,2.5,1.1,0.15,0.18,-1.5,-0.1,-1.5,-0.1,Match Report,Match Report,70,70
211,13,Brighton & Hove Albion,1808,Fulham,144,75,76,2023-02-18,2023-02-18,15:00,15:00,Matchweek 24,Matchweek 24,Sat,Sat,Home,Away,L,W,0,1,1,0,Fulham,Fulham,0,1,21,5,7,2,33.3,40.0,0.0,0.2,0.0,0.5,15.6,16.0,1,0,0,0,0,0,2.2,0.3,2.2,0.3,0.11,0.07,-2.2,0.7,-2.2,0.7,Match Report,Match Report,70,76
212,13,Brighton & Hove Albion,1808,West Ham,19,75,79,2023-03-04,2023-03-04,15:00,15:00,Matchweek 26,Matchweek 26,Sat,Sat,Home,Away,W,L,4,0,0,4,West Ham,West Ham,4,0,19,3,8,2,42.1,66.7,0.16,0.0,0.38,0.0,16.3,12.1,0,0,1,0,1,0,3.5,0.3,2.7,0.3,0.15,0.11,0.5,-0.3,0.3,-0.3,Match Report,Match Report,70,77
213,13,Brighton & Hove Albion,1808,Leeds United,8,75,76,2023-03-11,2023-03-11,15:00,15:00,Matchweek 27,Matchweek 27,Sat,Sat,Away,Home,D,D,2,2,2,2,Leeds United,Leeds United,2,2,15,12,3,4,20.0,33.3,0.13,0.17,0.67,0.5,16.0,19.7,0,0,0,0,0,0,2.7,0.9,2.7,0.9,0.19,0.07,-0.7,1.1,-0.7,1.1,Match Report,Match Report,70,73
214,13,Brighton & Hove Albion,1808,Crystal Palace,1799,75,76,2023-03-15,2023-03-15,19:30,19:30,Matchweek 8,Matchweek 8,Wed,Wed,Home,Away,W,L,1,0,0,1,Crystal Palace,Crystal Palace,1,0,11,11,5,3,45.5,27.3,0.09,0.0,0.2,0.0,20.5,17.3,1,1,0,0,0,0,0.6,1.1,0.6,1.1,0.05,0.11,0.4,-1.1,0.4,-1.1,Match Report,Match Report,70,70
215,13,Brighton & Hove Albion,1808,Brentford,1925,75,74,2023-04-01,2023-04-01,15:00,15:00,Matchweek 29,Matchweek 29,Sat,Sat,Home,Away,D,D,3,3,3,3,Brentford,Brentford,3,3,32,7,13,5,40.6,71.4,0.06,0.43,0.15,0.6,16.7,15.6,1,1,1,0,1,0,4.2,1.6,3.6,1.6,0.12,0.23,-1.2,1.4,-1.6,1.4,Match Report,Match Report,70,67
216,13,Brighton & Hove Albion,1808,Bournemouth,1943,75,74,2023-04-04,2023-04-04,19:45,19:45,Matchweek 7,Matchweek 7,Tue,Tue,Away,Home,W,L,2,0,0,2,Bournemouth,Bournemouth,2,0,16,14,6,3,37.5,21.4,0.13,0.0,0.33,0.0,16.9,15.8,0,0,0,0,0,0,2.7,1.7,2.7,1.7,0.17,0.13,-0.7,-1.7,-0.7,-1.7,Match Report,Match Report,70,70
217,13,Brighton & Hove Albion,1808,Tottenham,18,75,81,2023-04-08,2023-04-08,15:00,15:00,Matchweek 30,Matchweek 30,Sat,Sat,Away,Home,L,W,1,2,2,1,Tottenham,Tottenham,1,2,17,9,4,3,23.5,33.3,0.06,0.22,0.25,0.67,16.4,15.2,0,0,0,0,0,0,1.4,0.8,1.4,0.8,0.08,0.09,-0.4,1.2,-0.4,1.2,Match Report,Match Report,70,75
218,13,Brighton & Hove Albion,1808,Chelsea,5,75,84,2023-04-15,2023-04-15,15:00,15:00,Matchweek 31,Matchweek 31,Sat,Sat,Away,Home,W,L,2,1,1,2,Chelsea,Chelsea,2,1,26,8,10,2,38.5,25.0,0.08,0.13,0.2,0.5,17.2,18.9,0,0,0,0,0,0,2.9,0.5,2.9,0.5,0.12,0.07,-0.9,0.5,-0.9,0.5,Match Report,Match Report,70,73
219,13,Brighton & Hove Albion,1808,Nott'ham Forest,14,75,76,2023-04-26,2023-04-26,19:30,19:30,Matchweek 33,Matchweek 33,Wed,Wed,Away,Home,L,W,1,3,3,1,Nott'ham Forest,Nott'ham Forest,1,2,17,10,7,3,41.2,30.0,0.06,0.1,0.14,0.33,17.2,18.4,0,0,0,1,0,2,2.3,2.4,2.3,0.8,0.14,0.09,-1.3,-0.4,-1.3,0.2,Match Report,Match Report,70,73
220,13,Brighton & Hove Albion,1808,Wolves,110,75,78,2023-04-29,2023-04-29,15:00,15:00,Matchweek 34,Matchweek 34,Sat,Sat,Home,Away,W,L,6,0,0,6,Wolves,Wolves,6,0,22,10,8,2,36.4,20.0,0.27,0.0,0.75,0.0,16.5,18.7,0,0,0,0,0,0,3.3,0.8,3.3,0.8,0.15,0.08,2.7,-0.8,2.7,-0.8,Match Report,Match Report,70,73
221,13,Brighton & Hove Albion,1808,Manchester Utd,11,75,82,2023-05-04,2023-05-04,20:00,20:00,Matchweek 28,Matchweek 28,Thu,Thu,Home,Away,W,L,1,0,0,1,Manchester Utd,Manchester Utd,1,0,21,16,5,5,23.8,31.3,0.0,0.0,0.0,0.0,19.3,18.5,0,1,1,0,1,0,2.3,1.4,1.5,1.4,0.07,0.09,-1.3,-1.4,-1.5,-1.4,Match Report,Match Report,70,81
222,13,Brighton & Hove Albion,1808,Everton,7,75,77,2023-05-08,2023-05-08,17:30,17:30,Matchweek 35,Matchweek 35,Mon,Mon,Home,Away,L,W,1,5,5,1,Everton,Everton,1,4,23,10,5,5,21.7,50.0,0.04,0.4,0.2,0.8,13.3,12.8,0,0,0,0,0,0,3.2,2.3,3.2,2.3,0.15,0.23,-2.2,1.7,-2.2,1.7,Match Report,Match Report,70,77
223,13,Brighton & Hove Albion,1808,Arsenal,1,75,79,2023-05-14,2023-05-14,16:30,16:30,Matchweek 36,Matchweek 36,Sun,Sun,Away,Home,W,L,3,0,0,3,Arsenal,Arsenal,3,0,12,14,6,2,50.0,14.3,0.25,0.0,0.5,0.0,18.3,16.4,0,0,0,0,0,0,1.7,0.9,1.7,0.9,0.14,0.07,1.3,-0.9,1.3,-0.9,Match Report,Match Report,70,78
224,13,Brighton & Hove Albion,1808,Newcastle Utd,13,75,78,2023-05-18,2023-05-18,19:30,19:30,Matchweek 25,Matchweek 25,Thu,Thu,Away,Home,L,W,1,4,4,1,Newcastle Utd,Newcastle Utd,1,3,8,22,2,8,25.0,36.4,0.13,0.14,0.5,0.38,17.2,13.3,0,1,0,0,0,0,0.5,3.6,0.5,3.6,0.06,0.17,0.5,-0.6,0.5,-0.6,Match Report,Match Report,70,76
225,13,Brighton & Hove Albion,1808,Southampton,17,75,75,2023-05-21,2023-05-21,14:00,14:00,Matchweek 37,Matchweek 37,Sun,Sun,Home,Away,W,L,3,1,1,3,Southampton,Southampton,3,1,26,5,8,1,30.8,20.0,0.12,0.2,0.38,1.0,17.4,13.8,0,1,0,0,0,0,2.5,0.6,2.5,0.6,0.1,0.12,0.5,0.4,0.5,0.4,Match Report,Match Report,70,70
226,13,Brighton & Hove Albion,1808,Manchester City,10,75,85,2023-05-24,2023-05-24,20:00,20:00,Matchweek 32,Matchweek 32,Wed,Wed,Home,Away,D,D,1,1,1,1,Manchester City,Manchester City,1,1,20,13,7,4,35.0,30.8,0.05,0.08,0.14,0.25,17.4,13.9,2,0,0,0,0,0,2.2,1.8,2.2,1.8,0.12,0.14,-1.2,-0.8,-1.2,-0.8,Match Report,Match Report,70,82
227,13,Brighton & Hove Albion,1808,Aston Villa,2,75,79,2023-05-28,2023-05-28,16:30,16:30,Matchweek 38,Matchweek 38,Sun,Sun,Away,Home,L,W,1,2,2,1,Aston Villa,Aston Villa,1,2,8,12,4,5,50.0,41.7,0.13,0.17,0.25,0.4,18.2,18.2,0,4,0,0,0,0,1.4,2.8,1.4,2.8,0.17,0.24,-0.4,-0.8,-0.4,-0.8,Match Report,Match Report,70,72
228,13,Aston Villa,2,Bournemouth,1943,79,74,2022-08-06,2022-08-06,15:00,15:00,Matchweek 1,Matchweek 1,Sat,Sat,Away,Home,L,W,0,2,2,0,Bournemouth,Bournemouth,0,2,15,7,2,3,13.3,42.9,0.0,0.29,0.0,0.67,24.6,15.7,0,0,0,0,0,0,0.7,0.6,0.7,0.6,0.04,0.09,-0.7,1.4,-0.7,1.4,Match Report,Match Report,72,70
229,13,Aston Villa,2,Everton,7,79,77,2022-08-13,2022-08-13,12:30,12:30,Matchweek 2,Matchweek 2,Sat,Sat,Home,Away,W,L,2,1,1,2,Everton,Everton,2,0,12,15,3,4,25.0,26.7,0.17,0.0,0.67,0.0,13.3,14.8,0,0,0,0,0,0,2.3,1.6,2.3,1.6,0.19,0.11,-0.3,-1.6,-0.3,-1.6,Match Report,Match Report,72,77
230,13,Aston Villa,2,Crystal Palace,1799,79,76,2022-08-20,2022-08-20,15:00,15:00,Matchweek 3,Matchweek 3,Sat,Sat,Away,Home,L,W,1,3,3,1,Crystal Palace,Crystal Palace,1,3,13,16,5,8,38.5,50.0,0.08,0.19,0.2,0.38,17.8,15.6,0,1,0,0,0,1,0.9,2.6,0.9,1.8,0.07,0.11,0.1,0.4,0.1,1.2,Match Report,Match Report,72,70
231,13,Aston Villa,2,West Ham,19,79,79,2022-08-28,2022-08-28,14:00,14:00,Matchweek 4,Matchweek 4,Sun,Sun,Home,Away,L,W,0,1,1,0,West Ham,West Ham,0,1,9,7,3,2,33.3,28.6,0.0,0.14,0.0,0.5,20.5,24.8,0,1,0,0,0,0,0.5,0.6,0.5,0.6,0.05,0.08,-0.5,0.4,-0.5,0.4,Match Report,Match Report,72,77
232,13,Aston Villa,2,Arsenal,1,79,79,2022-08-31,2022-08-31,19:30,19:30,Matchweek 5,Matchweek 5,Wed,Wed,Away,Home,L,W,1,2,2,1,Arsenal,Arsenal,1,2,4,22,3,8,75.0,36.4,0.25,0.09,0.33,0.25,19.2,16.3,0,1,0,0,0,0,0.4,2.4,0.4,2.4,0.11,0.12,0.6,-0.4,0.6,-0.4,Match Report,Match Report,72,78
233,13,Aston Villa,2,Manchester City,10,79,85,2022-09-03,2022-09-03,17:30,17:30,Matchweek 6,Matchweek 6,Sat,Sat,Home,Away,D,D,1,1,1,1,Manchester City,Manchester City,1,1,3,13,1,4,33.3,30.8,0.33,0.08,1.0,0.25,16.8,16.8,0,1,0,0,0,0,0.3,2.1,0.3,2.1,0.11,0.16,0.7,-1.1,0.7,-1.1,Match Report,Match Report,72,82
234,13,Aston Villa,2,Southampton,17,79,75,2022-09-16,2022-09-16,20:00,20:00,Matchweek 8,Matchweek 8,Fri,Fri,Home,Away,W,L,1,0,0,1,Southampton,Southampton,1,0,11,7,3,1,27.3,14.3,0.09,0.0,0.33,0.0,20.7,20.2,1,0,0,0,0,0,1.5,0.3,1.5,0.3,0.14,0.05,-0.5,-0.3,-0.5,-0.3,Match Report,Match Report,72,70
235,13,Aston Villa,2,Leeds United,8,79,76,2022-10-02,2022-10-02,16:30,16:30,Matchweek 9,Matchweek 9,Sun,Sun,Away,Home,D,D,0,0,0,0,Leeds United,Leeds United,0,0,19,6,6,1,31.6,16.7,0.0,0.0,0.0,0.0,17.8,16.8,0,0,0,0,0,0,2.2,0.4,2.2,0.4,0.12,0.06,-2.2,-0.4,-2.2,-0.4,Match Report,Match Report,72,73
236,13,Aston Villa,2,Nott'ham Forest,14,79,76,2022-10-10,2022-10-10,20:00,20:00,Matchweek 10,Matchweek 10,Mon,Mon,Away,Home,D,D,1,1,1,1,Nott'ham Forest,Nott'ham Forest,1,1,12,6,2,3,16.7,50.0,0.08,0.17,0.5,0.33,20.2,18.7,3,0,0,0,0,0,0.7,0.3,0.7,0.3,0.06,0.05,0.3,0.7,0.3,0.7,Match Report,Match Report,72,73
237,13,Aston Villa,2,Chelsea,5,79,84,2022-10-16,2022-10-16,14:00,14:00,Matchweek 11,Matchweek 11,Sun,Sun,Home,Away,L,W,0,2,2,0,Chelsea,Chelsea,0,2,18,8,7,4,38.9,50.0,0.0,0.25,0.0,0.5,15.3,18.0,1,1,0,0,0,0,1.8,0.9,1.8,0.9,0.1,0.11,-1.8,1.1,-1.8,1.1,Match Report,Match Report,72,73
238,13,Aston Villa,2,Fulham,144,79,76,2022-10-20,2022-10-20,19:30,19:30,Matchweek 12,Matchweek 12,Thu,Thu,Away,Home,L,W,0,3,3,0,Fulham,Fulham,0,2,12,17,6,6,50.0,35.3,0.0,0.06,0.0,0.17,15.0,16.7,0,1,0,1,0,1,1.2,2.1,1.2,1.3,0.1,0.08,-1.2,-0.1,-1.2,-0.3,Match Report,Match Report,72,76
239,13,Aston Villa,2,Brentford,1925,79,74,2022-10-23,2022-10-23,14:00,14:00,Matchweek 13,Matchweek 13,Sun,Sun,Home,Away,W,L,4,0,0,4,Brentford,Brentford,4,0,18,12,10,3,55.6,25.0,0.17,0.0,0.3,0.0,18.7,16.8,0,0,1,0,1,0,2.8,0.9,2.1,0.9,0.13,0.08,1.2,-0.9,0.9,-0.9,Match Report,Match Report,72,67
240,13,Aston Villa,2,Newcastle Utd,13,79,78,2022-10-29,2022-10-29,15:00,15:00,Matchweek 14,Matchweek 14,Sat,Sat,Away,Home,L,W,0,4,4,0,Newcastle Utd,Newcastle Utd,0,4,3,19,0,6,0.0,31.6,0.0,0.16,,0.5,13.9,16.3,0,0,0,1,0,1,0.4,3.4,0.4,2.6,0.12,0.14,-0.4,0.6,-0.4,0.4,Match Report,Match Report,72,76
241,13,Aston Villa,2,Manchester Utd,11,79,82,2022-11-06,2022-11-06,14:00,14:00,Matchweek 15,Matchweek 15,Sun,Sun,Home,Away,W,L,3,1,1,3,Manchester Utd,Manchester Utd,3,0,6,8,4,3,66.7,37.5,0.5,0.0,0.75,0.0,22.7,19.7,1,1,0,0,0,0,0.6,0.5,0.6,0.5,0.11,0.06,2.4,-0.5,2.4,-0.5,Match Report,Match Report,72,81
242,13,Aston Villa,2,Brighton,1808,79,75,2022-11-13,2022-11-13,14:00,14:00,Matchweek 16,Matchweek 16,Sun,Sun,Away,Home,W,L,2,1,1,2,Brighton,Brighton,2,1,7,7,1,2,14.3,28.6,0.14,0.14,1.0,0.5,25.1,18.2,0,0,1,0,1,0,1.5,0.6,0.7,0.6,0.1,0.09,0.5,0.4,0.3,0.4,Match Report,Match Report,72,70
243,13,Aston Villa,2,Liverpool,9,79,84,2022-12-26,2022-12-26,17:30,17:30,Matchweek 17,Matchweek 17,Mon,Mon,Home,Away,L,W,1,3,3,1,Liverpool,Liverpool,1,3,12,16,6,9,50.0,56.3,0.08,0.19,0.17,0.33,15.3,17.0,0,0,0,0,0,0,1.4,2.7,1.4,2.7,0.12,0.17,-0.4,0.3,-0.4,0.3,Match Report,Match Report,72,79
244,13,Aston Villa,2,Tottenham,18,79,81,2023-01-01,2023-01-01,14:00,14:00,Matchweek 18,Matchweek 18,Sun,Sun,Away,Home,W,L,2,0,0,2,Tottenham,Tottenham,2,0,13,6,4,1,30.8,16.7,0.15,0.0,0.5,0.0,20.8,15.2,1,1,0,0,0,0,1.0,0.7,1.0,0.7,0.08,0.11,1.0,-0.7,1.0,-0.7,Match Report,Match Report,72,75
245,13,Aston Villa,2,Wolves,110,79,78,2023-01-04,2023-01-04,20:00,20:00,Matchweek 19,Matchweek 19,Wed,Wed,Home,Away,D,D,1,1,1,1,Wolves,Wolves,1,1,13,10,3,3,23.1,30.0,0.08,0.1,0.33,0.33,19.2,14.2,1,0,0,0,0,0,1.8,0.9,1.8,0.9,0.14,0.1,-0.8,0.1,-0.8,0.1,Match Report,Match Report,72,73
246,13,Aston Villa,2,Leeds United,8,79,76,2023-01-13,2023-01-13,20:00,20:00,Matchweek 20,Matchweek 20,Fri,Fri,Home,Away,W,L,2,1,1,2,Leeds United,Leeds United,2,1,11,16,5,3,45.5,18.8,0.18,0.06,0.4,0.33,16.9,12.7,0,0,0,0,0,0,1.2,2.4,1.2,2.4,0.11,0.16,0.8,-1.4,0.8,-1.4,Match Report,Match Report,72,73
247,13,Aston Villa,2,Southampton,17,79,75,2023-01-21,2023-01-21,15:00,15:00,Matchweek 21,Matchweek 21,Sat,Sat,Away,Home,W,L,1,0,0,1,Southampton,Southampton,1,0,16,8,5,5,31.3,62.5,0.06,0.0,0.2,0.0,17.0,15.8,1,0,0,0,0,0,1.4,0.6,1.4,0.6,0.09,0.07,-0.4,-0.6,-0.4,-0.6,Match Report,Match Report,72,70
248,13,Aston Villa,2,Leicester City,95,79,78,2023-02-04,2023-02-04,15:00,15:00,Matchweek 22,Matchweek 22,Sat,Sat,Home,Away,L,W,2,4,4,2,Leicester City,Leicester City,1,4,19,9,4,5,21.1,55.6,0.05,0.44,0.25,0.8,17.5,15.3,0,0,0,0,0,0,1.7,2.6,1.7,2.6,0.09,0.29,-0.7,1.4,-0.7,1.4,Match Report,Match Report,72,77
249,13,Aston Villa,2,Manchester City,10,79,85,2023-02-12,2023-02-12,16:30,16:30,Matchweek 23,Matchweek 23,Sun,Sun,Away,Home,L,W,1,3,3,1,Manchester City,Manchester City,1,3,6,16,2,7,33.3,43.8,0.17,0.13,0.5,0.29,22.8,15.4,0,1,0,1,0,1,0.3,3.3,0.3,2.6,0.05,0.16,0.7,-0.3,0.7,-0.6,Match Report,Match Report,72,82
250,13,Aston Villa,2,Arsenal,1,79,79,2023-02-18,2023-02-18,12:30,12:30,Matchweek 24,Matchweek 24,Sat,Sat,Home,Away,L,W,2,4,4,2,Arsenal,Arsenal,2,3,7,20,5,5,71.4,25.0,0.29,0.15,0.4,0.6,23.3,15.7,1,0,0,0,0,0,0.5,3.2,0.5,3.2,0.07,0.16,1.5,-0.2,1.5,-0.2,Match Report,Match Report,72,78
251,13,Aston Villa,2,Everton,7,79,77,2023-02-25,2023-02-25,15:00,15:00,Matchweek 25,Matchweek 25,Sat,Sat,Away,Home,W,L,2,0,0,2,Everton,Everton,2,0,8,15,4,4,50.0,26.7,0.13,0.0,0.25,0.0,22.1,12.6,1,2,1,0,1,0,1.9,1.6,1.1,1.6,0.14,0.11,0.1,-1.6,-0.1,-1.6,Match Report,Match Report,72,77
252,13,Aston Villa,2,Crystal Palace,1799,79,76,2023-03-04,2023-03-04,15:00,15:00,Matchweek 26,Matchweek 26,Sat,Sat,Home,Away,W,L,1,0,0,1,Crystal Palace,Crystal Palace,0,0,8,3,1,0,12.5,0.0,0.0,0.0,0.0,,14.8,16.9,0,0,0,0,0,0,1.2,0.2,1.2,0.2,0.15,0.06,-1.2,-0.2,-1.2,-0.2,Match Report,Match Report,72,70
253,13,Aston Villa,2,West Ham,19,79,79,2023-03-12,2023-03-12,14:00,14:00,Matchweek 27,Matchweek 27,Sun,Sun,Away,Home,D,D,1,1,1,1,West Ham,West Ham,1,1,12,16,4,4,33.3,25.0,0.08,0.0,0.25,0.0,13.3,16.7,0,0,0,1,0,1,1.5,2.1,1.5,1.4,0.13,0.09,-0.5,-1.1,-0.5,-1.4,Match Report,Match Report,72,77
254,13,Aston Villa,2,Bournemouth,1943,79,74,2023-03-18,2023-03-18,15:00,15:00,Matchweek 28,Matchweek 28,Sat,Sat,Home,Away,W,L,3,0,0,3,Bournemouth,Bournemouth,3,0,20,10,9,3,45.0,30.0,0.15,0.0,0.33,0.0,13.9,12.6,0,1,0,0,0,0,3.5,1.3,3.5,1.3,0.18,0.14,-0.5,-1.3,-0.5,-1.3,Match Report,Match Report,72,70
255,13,Aston Villa,2,Chelsea,5,79,84,2023-04-01,2023-04-01,17:30,17:30,Matchweek 29,Matchweek 29,Sat,Sat,Away,Home,W,L,2,0,0,2,Chelsea,Chelsea,2,0,5,27,2,7,40.0,25.9,0.4,0.0,1.0,0.0,22.5,16.3,0,0,0,0,0,0,0.9,2.1,0.9,2.1,0.18,0.08,1.1,-2.1,1.1,-2.1,Match Report,Match Report,72,73
