Pitch_Number,count_pass,x_interval_pass,y_interval_pass,percentage_pass,position_pass,action_pass,count_shot,x_interval_shot,y_interval_shot,percentage_shot,position_shot,action_shot,count,x_interval,y_interval,percentage,position,action,percentage_dribble,count_dribble,total_count,total_percentage,pitch_prob,pass_prob,shot_prob,dribble_prob
75,23.0,"(15.0, 20.0)","(10.0, 15.0)",0.0006238133984269,ALL,Pass,0.0,"(15.0, 20.0)","(10.0, 15.0)",0.0,ALL,Shot,1.0,"(15.0, 20.0)","(10.0, 15.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,24.0,0.0014979392725526998,0.0006175221922037823,0.9583333333333334,0.0,0.041666666666666664
76,26.0,"(15.0, 20.0)","(15.0, 20.0)",0.0007051803634391,ALL,Pass,0.0,"(15.0, 20.0)","(15.0, 20.0)",0.0,ALL,Shot,2.0,"(15.0, 20.0)","(15.0, 20.0)",0.0017482517482517,ALL,Dribble,0.0017482517482517,2.0,28.0,0.0024534321116908,0.0007204425575710793,0.9285714285714286,0.0,0.07142857142857142
77,77.0,"(15.0, 20.0)","(20.0, 25.0)",0.0020884187686465,ALL,Pass,0.0,"(15.0, 20.0)","(20.0, 25.0)",0.0,ALL,Shot,0.0,"(15.0, 20.0)","(20.0, 25.0)",0.0,ALL,Dribble,0.0,0.0,77.0,0.0020884187686465,0.0019812170333204683,1.0,0.0,0.0
78,116.0,"(15.0, 20.0)","(25.0, 30.0)",0.0031461893138052,ALL,Pass,0.0,"(15.0, 20.0)","(25.0, 30.0)",0.0,ALL,Shot,3.0,"(15.0, 20.0)","(25.0, 30.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,119.0,0.0057685669361828,0.003061880869677087,0.9747899159663865,0.0,0.025210084033613446
79,116.0,"(15.0, 20.0)","(30.0, 35.0)",0.0031461893138052,ALL,Pass,0.0,"(15.0, 20.0)","(30.0, 35.0)",0.0,ALL,Shot,1.0,"(15.0, 20.0)","(30.0, 35.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,117.0,0.004020315187931,0.003010420686993439,0.9914529914529915,0.0,0.008547008547008548
80,103.0,"(15.0, 20.0)","(35.0, 40.0)",0.0027935991320857,ALL,Pass,0.0,"(15.0, 20.0)","(35.0, 40.0)",0.0,ALL,Shot,2.0,"(15.0, 20.0)","(35.0, 40.0)",0.0017482517482517,ALL,Dribble,0.0017482517482517,2.0,105.0,0.0045418508803374,0.002701659590891548,0.9809523809523809,0.0,0.01904761904761905
81,131.0,"(15.0, 20.0)","(40.0, 45.0)",0.0035530241388662,ALL,Pass,0.0,"(15.0, 20.0)","(40.0, 45.0)",0.0,ALL,Shot,3.0,"(15.0, 20.0)","(40.0, 45.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,134.0,0.006175401761243799,0.003447832239804451,0.9776119402985075,0.0,0.022388059701492536
82,136.0,"(15.0, 20.0)","(45.0, 50.0)",0.0036886357472199,ALL,Pass,0.0,"(15.0, 20.0)","(45.0, 50.0)",0.0,ALL,Shot,2.0,"(15.0, 20.0)","(45.0, 50.0)",0.0017482517482517,ALL,Dribble,0.0017482517482517,2.0,138.0,0.0054368874954716,0.0035507526051717486,0.9855072463768116,0.0,0.014492753623188406
83,154.0,"(15.0, 20.0)","(50.0, 55.0)",0.0041768375372931,ALL,Pass,0.0,"(15.0, 20.0)","(50.0, 55.0)",0.0,ALL,Shot,3.0,"(15.0, 20.0)","(50.0, 55.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,157.0,0.006799215159670699,0.0040396243406664095,0.9808917197452229,0.0,0.01910828025477707
84,188.0,"(15.0, 20.0)","(55.0, 60.0)",0.0050989964740981,ALL,Pass,0.0,"(15.0, 20.0)","(55.0, 60.0)",0.0,ALL,Shot,4.0,"(15.0, 20.0)","(55.0, 60.0)",0.0034965034965034,ALL,Dribble,0.0034965034965034,4.0,192.0,0.0085954999706015,0.0049401775376302585,0.9791666666666666,0.0,0.020833333333333332
85,180.0,"(15.0, 20.0)","(60.0, 65.0)",0.0048820179007323,ALL,Pass,0.0,"(15.0, 20.0)","(60.0, 65.0)",0.0,ALL,Shot,4.0,"(15.0, 20.0)","(60.0, 65.0)",0.0034965034965034,ALL,Dribble,0.0034965034965034,4.0,184.0,0.008378521397235699,0.0047343368068956644,0.9782608695652174,0.0,0.021739130434782608
86,187.0,"(15.0, 20.0)","(65.0, 70.0)",0.0050718741524274,ALL,Pass,0.0,"(15.0, 20.0)","(65.0, 70.0)",0.0,ALL,Shot,3.0,"(15.0, 20.0)","(65.0, 70.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,190.0,0.007694251774805001,0.00488871735494661,0.9842105263157894,0.0,0.015789473684210527
87,147.0,"(15.0, 20.0)","(70.0, 75.0)",0.003986981285598,ALL,Pass,0.0,"(15.0, 20.0)","(70.0, 75.0)",0.0,ALL,Shot,2.0,"(15.0, 20.0)","(70.0, 75.0)",0.0017482517482517,ALL,Dribble,0.0017482517482517,2.0,149.0,0.0057352330338497,0.0038337836099318155,0.9865771812080537,0.0,0.013422818791946308
88,163.0,"(15.0, 20.0)","(75.0, 80.0)",0.0044209384323298,ALL,Pass,0.0,"(15.0, 20.0)","(75.0, 80.0)",0.0,ALL,Shot,1.0,"(15.0, 20.0)","(75.0, 80.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,164.0,0.0052950643064556,0.004219734980059179,0.9939024390243902,0.0,0.006097560975609756
89,167.0,"(15.0, 20.0)","(80.0, 85.0)",0.0045294277190127,ALL,Pass,0.0,"(15.0, 20.0)","(80.0, 85.0)",0.0,ALL,Shot,5.0,"(15.0, 20.0)","(80.0, 85.0)",0.0043706293706293,ALL,Dribble,0.0043706293706293,5.0,172.0,0.008900057089642,0.004425575710793773,0.9709302325581395,0.0,0.029069767441860465
90,140.0,"(15.0, 20.0)","(85.0, 90.0)",0.0037971250339029,ALL,Pass,0.0,"(15.0, 20.0)","(85.0, 90.0)",0.0,ALL,Shot,8.0,"(15.0, 20.0)","(85.0, 90.0)",0.0069930069930069,ALL,Dribble,0.0069930069930069,8.0,148.0,0.0107901320269098,0.003808053518589991,0.9459459459459459,0.0,0.05405405405405406
91,117.0,"(15.0, 20.0)","(90.0, 95.0)",0.0031733116354759,ALL,Pass,2.0,"(15.0, 20.0)","(90.0, 95.0)",0.0023501762632197,ALL,Shot,8.0,"(15.0, 20.0)","(90.0, 95.0)",0.0069930069930069,ALL,Dribble,0.0069930069930069,8.0,127.0,0.0125164948917025,0.0032677216004116817,0.9212598425196851,0.015748031496062992,0.06299212598425197
92,88.0,"(15.0, 20.0)","(95.0, 100.0)",0.0023867643070246,ALL,Pass,3.0,"(15.0, 20.0)","(95.0, 100.0)",0.0035252643948296,ALL,Shot,11.0,"(15.0, 20.0)","(95.0, 100.0)",0.0096153846153846,ALL,Dribble,0.0096153846153846,11.0,102.0,0.015527413317238802,0.002624469316866075,0.8627450980392157,0.029411764705882353,0.10784313725490197
93,25.0,"(15.0, 20.0)","(100.0, 105.0)",0.0006780580417683,ALL,Pass,0.0,"(15.0, 20.0)","(100.0, 105.0)",0.0,ALL,Shot,6.0,"(15.0, 20.0)","(100.0, 105.0)",0.0052447552447552,ALL,Dribble,0.0052447552447552,6.0,31.0,0.0059228132865235,0.0007976328315965522,0.8064516129032258,0.0,0.1935483870967742
94,31.0,"(15.0, 20.0)","(105.0, 110.0)",0.0008407919717927,ALL,Pass,0.0,"(15.0, 20.0)","(105.0, 110.0)",0.0,ALL,Shot,3.0,"(15.0, 20.0)","(105.0, 110.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,34.0,0.0034631695941703,0.000874823105622025,0.9117647058823529,0.0,0.08823529411764706
95,35.0,"(15.0, 20.0)","(110.0, 115.0)",0.0009492812584757,ALL,Pass,1.0,"(15.0, 20.0)","(110.0, 115.0)",0.0011750881316098,ALL,Shot,6.0,"(15.0, 20.0)","(110.0, 115.0)",0.0052447552447552,ALL,Dribble,0.0052447552447552,6.0,42.0,0.0073691246348407,0.001080663836356619,0.8333333333333334,0.023809523809523808,0.14285714285714285
96,18.0,"(15.0, 20.0)","(115.0, 120.0)",0.0004882017900732,ALL,Pass,0.0,"(15.0, 20.0)","(115.0, 120.0)",0.0,ALL,Shot,4.0,"(15.0, 20.0)","(115.0, 120.0)",0.0034965034965034,ALL,Dribble,0.0034965034965034,4.0,22.0,0.0039847052865766,0.0005660620095201338,0.8181818181818182,0.0,0.18181818181818182
97,19.0,"(20.0, 25.0)","(0.0, 5.0)",0.0005153241117439,ALL,Pass,0.0,"(20.0, 25.0)","(0.0, 5.0)",0.0,ALL,Shot,0.0,"(20.0, 25.0)","(0.0, 5.0)",0.0,ALL,Dribble,0.0,0.0,19.0,0.0005153241117439,0.000488871735494661,1.0,0.0,0.0
98,41.0,"(20.0, 25.0)","(5.0, 10.0)",0.0011120151885001,ALL,Pass,0.0,"(20.0, 25.0)","(5.0, 10.0)",0.0,ALL,Shot,0.0,"(20.0, 25.0)","(5.0, 10.0)",0.0,ALL,Dribble,0.0,0.0,41.0,0.0011120151885001,0.0010549337450147947,1.0,0.0,0.0
99,101.0,"(20.0, 25.0)","(10.0, 15.0)",0.0027393544887442,ALL,Pass,0.0,"(20.0, 25.0)","(10.0, 15.0)",0.0,ALL,Shot,0.0,"(20.0, 25.0)","(10.0, 15.0)",0.0,ALL,Dribble,0.0,0.0,101.0,0.0027393544887442,0.0025987392255242504,1.0,0.0,0.0
100,58.0,"(20.0, 25.0)","(15.0, 20.0)",0.0015730946569026,ALL,Pass,0.0,"(20.0, 25.0)","(15.0, 20.0)",0.0,ALL,Shot,3.0,"(20.0, 25.0)","(15.0, 20.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,61.0,0.0041954722792802,0.00156953557185128,0.9508196721311475,0.0,0.04918032786885246
101,108.0,"(20.0, 25.0)","(20.0, 25.0)",0.0029292107404393,ALL,Pass,0.0,"(20.0, 25.0)","(20.0, 25.0)",0.0,ALL,Shot,1.0,"(20.0, 25.0)","(20.0, 25.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,109.0,0.0038033366145651,0.002804579956258845,0.9908256880733946,0.0,0.009174311926605505
102,105.0,"(20.0, 25.0)","(25.0, 30.0)",0.0028478437754271,ALL,Pass,0.0,"(20.0, 25.0)","(25.0, 30.0)",0.0,ALL,Shot,1.0,"(20.0, 25.0)","(25.0, 30.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,106.0,0.0037219696495529,0.002727389682233372,0.9905660377358491,0.0,0.009433962264150943
103,104.0,"(20.0, 25.0)","(30.0, 35.0)",0.0028207214537564,ALL,Pass,0.0,"(20.0, 25.0)","(30.0, 35.0)",0.0,ALL,Shot,4.0,"(20.0, 25.0)","(30.0, 35.0)",0.0034965034965034,ALL,Dribble,0.0034965034965034,4.0,108.0,0.006317224950259799,0.0027788498649170203,0.9629629629629629,0.0,0.037037037037037035
104,124.0,"(20.0, 25.0)","(35.0, 40.0)",0.0033631678871711,ALL,Pass,0.0,"(20.0, 25.0)","(35.0, 40.0)",0.0,ALL,Shot,0.0,"(20.0, 25.0)","(35.0, 40.0)",0.0,ALL,Dribble,0.0,0.0,124.0,0.0033631678871711,0.0031905313263862088,1.0,0.0,0.0
105,125.0,"(20.0, 25.0)","(40.0, 45.0)",0.0033902902088418,ALL,Pass,0.0,"(20.0, 25.0)","(40.0, 45.0)",0.0,ALL,Shot,1.0,"(20.0, 25.0)","(40.0, 45.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,126.0,0.0042644160829676,0.003241991509069857,0.9920634920634921,0.0,0.007936507936507936
106,174.0,"(20.0, 25.0)","(45.0, 50.0)",0.0047192839707078,ALL,Pass,0.0,"(20.0, 25.0)","(45.0, 50.0)",0.0,ALL,Shot,1.0,"(20.0, 25.0)","(45.0, 50.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,175.0,0.0055934098448336,0.004502765984819246,0.9942857142857143,0.0,0.005714285714285714
107,170.0,"(20.0, 25.0)","(50.0, 55.0)",0.0046107946840249,ALL,Pass,0.0,"(20.0, 25.0)","(50.0, 55.0)",0.0,ALL,Shot,1.0,"(20.0, 25.0)","(50.0, 55.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,171.0,0.0054849205581507,0.004399845619451949,0.9941520467836257,0.0,0.005847953216374269
108,187.0,"(20.0, 25.0)","(55.0, 60.0)",0.0050718741524274,ALL,Pass,0.0,"(20.0, 25.0)","(55.0, 60.0)",0.0,ALL,Shot,0.0,"(20.0, 25.0)","(55.0, 60.0)",0.0,ALL,Dribble,0.0,0.0,187.0,0.0050718741524274,0.004811527080921137,1.0,0.0,0.0
109,188.0,"(20.0, 25.0)","(60.0, 65.0)",0.0050989964740981,ALL,Pass,0.0,"(20.0, 25.0)","(60.0, 65.0)",0.0,ALL,Shot,3.0,"(20.0, 25.0)","(60.0, 65.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,191.0,0.0077213740964757,0.004914447446288434,0.9842931937172775,0.0,0.015706806282722512
110,189.0,"(20.0, 25.0)","(65.0, 70.0)",0.0051261187957689,ALL,Pass,0.0,"(20.0, 25.0)","(65.0, 70.0)",0.0,ALL,Shot,1.0,"(20.0, 25.0)","(65.0, 70.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,190.0,0.0060002446698947005,0.00488871735494661,0.9947368421052631,0.0,0.005263157894736842
111,157.0,"(20.0, 25.0)","(70.0, 75.0)",0.0042582045023053,ALL,Pass,0.0,"(20.0, 25.0)","(70.0, 75.0)",0.0,ALL,Shot,3.0,"(20.0, 25.0)","(70.0, 75.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,160.0,0.006880582124682899,0.004116814614691882,0.98125,0.0,0.01875
112,138.0,"(20.0, 25.0)","(75.0, 80.0)",0.0037428803905614,ALL,Pass,0.0,"(20.0, 25.0)","(75.0, 80.0)",0.0,ALL,Shot,1.0,"(20.0, 25.0)","(75.0, 80.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,139.0,0.0046170062646872,0.0035764826965135727,0.9928057553956835,0.0,0.007194244604316547
113,162.0,"(20.0, 25.0)","(80.0, 85.0)",0.004393816110659,ALL,Pass,0.0,"(20.0, 25.0)","(80.0, 85.0)",0.0,ALL,Shot,0.0,"(20.0, 25.0)","(80.0, 85.0)",0.0,ALL,Dribble,0.0,0.0,162.0,0.004393816110659,0.004168274797375531,1.0,0.0,0.0
114,151.0,"(20.0, 25.0)","(85.0, 90.0)",0.0040954705722809,ALL,Pass,0.0,"(20.0, 25.0)","(85.0, 90.0)",0.0,ALL,Shot,2.0,"(20.0, 25.0)","(85.0, 90.0)",0.0017482517482517,ALL,Dribble,0.0017482517482517,2.0,153.0,0.0058437223205326,0.003936703975299112,0.9869281045751634,0.0,0.013071895424836602
115,111.0,"(20.0, 25.0)","(90.0, 95.0)",0.0030105777054515,ALL,Pass,1.0,"(20.0, 25.0)","(90.0, 95.0)",0.0011750881316098,ALL,Shot,4.0,"(20.0, 25.0)","(90.0, 95.0)",0.0034965034965034,ALL,Dribble,0.0034965034965034,4.0,116.0,0.0076821693335647,0.0029846905956516148,0.9568965517241379,0.008620689655172414,0.034482758620689655
116,104.0,"(20.0, 25.0)","(95.0, 100.0)",0.0028207214537564,ALL,Pass,14.0,"(20.0, 25.0)","(95.0, 100.0)",0.0164512338425381,ALL,Shot,6.0,"(20.0, 25.0)","(95.0, 100.0)",0.0052447552447552,ALL,Dribble,0.0052447552447552,6.0,124.0,0.0245167105410497,0.0031905313263862088,0.8387096774193549,0.11290322580645161,0.04838709677419355
117,42.0,"(20.0, 25.0)","(100.0, 105.0)",0.0011391375101708,ALL,Pass,5.0,"(20.0, 25.0)","(100.0, 105.0)",0.0058754406580493,ALL,Shot,3.0,"(20.0, 25.0)","(100.0, 105.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,50.0,0.0096369557905977,0.0012865045670912131,0.84,0.1,0.06
118,64.0,"(20.0, 25.0)","(105.0, 110.0)",0.001735828586927,ALL,Pass,7.0,"(20.0, 25.0)","(105.0, 110.0)",0.008225616921269,ALL,Shot,11.0,"(20.0, 25.0)","(105.0, 110.0)",0.0096153846153846,ALL,Dribble,0.0096153846153846,11.0,82.0,0.0195768301235806,0.0021098674900295895,0.7804878048780488,0.08536585365853659,0.13414634146341464
119,51.0,"(20.0, 25.0)","(110.0, 115.0)",0.0013832384052074,ALL,Pass,3.0,"(20.0, 25.0)","(110.0, 115.0)",0.0035252643948296,ALL,Shot,11.0,"(20.0, 25.0)","(110.0, 115.0)",0.0096153846153846,ALL,Dribble,0.0096153846153846,11.0,65.0,0.0145238874154216,0.001672455937218577,0.7846153846153846,0.046153846153846156,0.16923076923076924
120,49.0,"(20.0, 25.0)","(115.0, 120.0)",0.001328993761866,ALL,Pass,0.0,"(20.0, 25.0)","(115.0, 120.0)",0.0,ALL,Shot,3.0,"(20.0, 25.0)","(115.0, 120.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,52.0,0.0039513713842436,0.0013379647497748616,0.9423076923076923,0.0,0.057692307692307696
121,13.0,"(25.0, 30.0)","(0.0, 5.0)",0.0003525901817195,ALL,Pass,0.0,"(25.0, 30.0)","(0.0, 5.0)",0.0,ALL,Shot,0.0,"(25.0, 30.0)","(0.0, 5.0)",0.0,ALL,Dribble,0.0,0.0,13.0,0.0003525901817195,0.0003344911874437154,1.0,0.0,0.0
122,51.0,"(25.0, 30.0)","(5.0, 10.0)",0.0013832384052074,ALL,Pass,0.0,"(25.0, 30.0)","(5.0, 10.0)",0.0,ALL,Shot,0.0,"(25.0, 30.0)","(5.0, 10.0)",0.0,ALL,Dribble,0.0,0.0,51.0,0.0013832384052074,0.0013122346584330375,1.0,0.0,0.0
123,68.0,"(25.0, 30.0)","(10.0, 15.0)",0.0018443178736099,ALL,Pass,0.0,"(25.0, 30.0)","(10.0, 15.0)",0.0,ALL,Shot,0.0,"(25.0, 30.0)","(10.0, 15.0)",0.0,ALL,Dribble,0.0,0.0,68.0,0.0018443178736099,0.00174964621124405,1.0,0.0,0.0
124,66.0,"(25.0, 30.0)","(15.0, 20.0)",0.0017900732302685,ALL,Pass,0.0,"(25.0, 30.0)","(15.0, 20.0)",0.0,ALL,Shot,0.0,"(25.0, 30.0)","(15.0, 20.0)",0.0,ALL,Dribble,0.0,0.0,66.0,0.0017900732302685,0.0016981860285604014,1.0,0.0,0.0
125,106.0,"(25.0, 30.0)","(20.0, 25.0)",0.0028749660970979,ALL,Pass,0.0,"(25.0, 30.0)","(20.0, 25.0)",0.0,ALL,Shot,2.0,"(25.0, 30.0)","(20.0, 25.0)",0.0017482517482517,ALL,Dribble,0.0017482517482517,2.0,108.0,0.0046232178453496,0.0027788498649170203,0.9814814814814815,0.0,0.018518518518518517
126,103.0,"(25.0, 30.0)","(25.0, 30.0)",0.0027935991320857,ALL,Pass,0.0,"(25.0, 30.0)","(25.0, 30.0)",0.0,ALL,Shot,5.0,"(25.0, 30.0)","(25.0, 30.0)",0.0043706293706293,ALL,Dribble,0.0043706293706293,5.0,108.0,0.007164228502715,0.0027788498649170203,0.9537037037037037,0.0,0.046296296296296294
127,106.0,"(25.0, 30.0)","(30.0, 35.0)",0.0028749660970979,ALL,Pass,0.0,"(25.0, 30.0)","(30.0, 35.0)",0.0,ALL,Shot,6.0,"(25.0, 30.0)","(30.0, 35.0)",0.0052447552447552,ALL,Dribble,0.0052447552447552,6.0,112.0,0.0081197213418531,0.0028817702302843173,0.9464285714285714,0.0,0.05357142857142857
128,126.0,"(25.0, 30.0)","(35.0, 40.0)",0.0034174125305126,ALL,Pass,0.0,"(25.0, 30.0)","(35.0, 40.0)",0.0,ALL,Shot,1.0,"(25.0, 30.0)","(35.0, 40.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,127.0,0.0042915384046384,0.0032677216004116817,0.9921259842519685,0.0,0.007874015748031496
129,130.0,"(25.0, 30.0)","(40.0, 45.0)",0.0035259018171955,ALL,Pass,0.0,"(25.0, 30.0)","(40.0, 45.0)",0.0,ALL,Shot,1.0,"(25.0, 30.0)","(40.0, 45.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,131.0,0.0044000276913213005,0.0033706419657789787,0.9923664122137404,0.0,0.007633587786259542
130,158.0,"(25.0, 30.0)","(45.0, 50.0)",0.0042853268239761,ALL,Pass,0.0,"(25.0, 30.0)","(45.0, 50.0)",0.0,ALL,Shot,3.0,"(25.0, 30.0)","(45.0, 50.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,161.0,0.006907704446353699,0.004142544706033706,0.9813664596273292,0.0,0.018633540372670808
131,176.0,"(25.0, 30.0)","(50.0, 55.0)",0.0047735286140493,ALL,Pass,0.0,"(25.0, 30.0)","(50.0, 55.0)",0.0,ALL,Shot,3.0,"(25.0, 30.0)","(50.0, 55.0)",0.0026223776223776,ALL,Dribble,0.0026223776223776,3.0,179.0,0.0073959062364269,0.004605686350186543,0.9832402234636871,0.0,0.01675977653631285
132,159.0,"(25.0, 30.0)","(55.0, 60.0)",0.0043124491456468,ALL,Pass,0.0,"(25.0, 30.0)","(55.0, 60.0)",0.0,ALL,Shot,2.0,"(25.0, 30.0)","(55.0, 60.0)",0.0017482517482517,ALL,Dribble,0.0017482517482517,2.0,161.0,0.006060700893898499,0.004142544706033706,0.9875776397515528,0.0,0.012422360248447204
133,159.0,"(25.0, 30.0)","(60.0, 65.0)",0.0043124491456468,ALL,Pass,0.0,"(25.0, 30.0)","(60.0, 65.0)",0.0,ALL,Shot,2.0,"(25.0, 30.0)","(60.0, 65.0)",0.0017482517482517,ALL,Dribble,0.0017482517482517,2.0,161.0,0.006060700893898499,0.004142544706033706,0.9875776397515528,0.0,0.012422360248447204
134,181.0,"(25.0, 30.0)","(65.0, 70.0)",0.004909140222403,ALL,Pass,0.0,"(25.0, 30.0)","(65.0, 70.0)",0.0,ALL,Shot,5.0,"(25.0, 30.0)","(65.0, 70.0)",0.0043706293706293,ALL,Dribble,0.0043706293706293,5.0,186.0,0.0092797695930323,0.004785796989579313,0.9731182795698925,0.0,0.026881720430107527
135,176.0,"(25.0, 30.0)","(70.0, 75.0)",0.0047735286140493,ALL,Pass,0.0,"(25.0, 30.0)","(70.0, 75.0)",0.0,ALL,Shot,5.0,"(25.0, 30.0)","(70.0, 75.0)",0.0043706293706293,ALL,Dribble,0.0043706293706293,5.0,181.0,0.009144157984678599,0.004657146532870192,0.9723756906077348,0.0,0.027624309392265192
136,148.0,"(25.0, 30.0)","(75.0, 80.0)",0.0040141036072687,ALL,Pass,0.0,"(25.0, 30.0)","(75.0, 80.0)",0.0,ALL,Shot,1.0,"(25.0, 30.0)","(75.0, 80.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,149.0,0.004888229481394501,0.0038337836099318155,0.9932885906040269,0.0,0.006711409395973154
137,123.0,"(25.0, 30.0)","(80.0, 85.0)",0.0033360455655004,ALL,Pass,0.0,"(25.0, 30.0)","(80.0, 85.0)",0.0,ALL,Shot,5.0,"(25.0, 30.0)","(80.0, 85.0)",0.0043706293706293,ALL,Dribble,0.0043706293706293,5.0,128.0,0.0077066749361297,0.003293451691753506,0.9609375,0.0,0.0390625
138,94.0,"(25.0, 30.0)","(85.0, 90.0)",0.002549498237049,ALL,Pass,3.0,"(25.0, 30.0)","(85.0, 90.0)",0.0035252643948296,ALL,Shot,6.0,"(25.0, 30.0)","(85.0, 90.0)",0.0052447552447552,ALL,Dribble,0.0052447552447552,6.0,103.0,0.011319517876633801,0.002650199408207899,0.912621359223301,0.02912621359223301,0.05825242718446602
139,108.0,"(25.0, 30.0)","(90.0, 95.0)",0.0029292107404393,ALL,Pass,10.0,"(25.0, 30.0)","(90.0, 95.0)",0.0117508813160987,ALL,Shot,9.0,"(25.0, 30.0)","(90.0, 95.0)",0.0078671328671328,ALL,Dribble,0.0078671328671328,9.0,127.0,0.0225472249236708,0.0032677216004116817,0.8503937007874016,0.07874015748031496,0.07086614173228346
140,85.0,"(25.0, 30.0)","(95.0, 100.0)",0.0023053973420124,ALL,Pass,16.0,"(25.0, 30.0)","(95.0, 100.0)",0.0188014101057579,ALL,Shot,6.0,"(25.0, 30.0)","(95.0, 100.0)",0.0052447552447552,ALL,Dribble,0.0052447552447552,6.0,107.0,0.026351562692525497,0.002753119773575196,0.794392523364486,0.14953271028037382,0.056074766355140186
141,38.0,"(25.0, 30.0)","(100.0, 105.0)",0.0010306482234879,ALL,Pass,18.0,"(25.0, 30.0)","(100.0, 105.0)",0.0211515863689776,ALL,Shot,6.0,"(25.0, 30.0)","(100.0, 105.0)",0.0052447552447552,ALL,Dribble,0.0052447552447552,6.0,62.0,0.027426989837220698,0.0015952656631931044,0.6129032258064516,0.2903225806451613,0.0967741935483871
142,26.0,"(25.0, 30.0)","(105.0, 110.0)",0.0007051803634391,ALL,Pass,35.0,"(25.0, 30.0)","(105.0, 110.0)",0.0411280846063454,ALL,Shot,14.0,"(25.0, 30.0)","(105.0, 110.0)",0.0122377622377622,ALL,Dribble,0.0122377622377622,14.0,75.0,0.054071027207546696,0.0019297568506368198,0.3466666666666667,0.4666666666666667,0.18666666666666668
143,25.0,"(25.0, 30.0)","(110.0, 115.0)",0.0006780580417683,ALL,Pass,40.0,"(25.0, 30.0)","(110.0, 115.0)",0.0470035252643948,ALL,Shot,8.0,"(25.0, 30.0)","(110.0, 115.0)",0.0069930069930069,ALL,Dribble,0.0069930069930069,8.0,73.0,0.05467459029917,0.0018782966679531713,0.3424657534246575,0.547945205479452,0.1095890410958904
144,19.0,"(25.0, 30.0)","(115.0, 120.0)",0.0005153241117439,ALL,Pass,6.0,"(25.0, 30.0)","(115.0, 120.0)",0.0070505287896592,ALL,Shot,1.0,"(25.0, 30.0)","(115.0, 120.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,26.0,0.0084399787755289,0.0006689823748874308,0.7307692307692307,0.23076923076923078,0.038461538461538464
145,25.0,"(30.0, 35.0)","(0.0, 5.0)",0.0006780580417683,ALL,Pass,0.0,"(30.0, 35.0)","(0.0, 5.0)",0.0,ALL,Shot,0.0,"(30.0, 35.0)","(0.0, 5.0)",0.0,ALL,Dribble,0.0,0.0,25.0,0.0006780580417683,0.0006432522835456066,1.0,0.0,0.0
146,81.0,"(30.0, 35.0)","(5.0, 10.0)",0.0021969080553295,ALL,Pass,0.0,"(30.0, 35.0)","(5.0, 10.0)",0.0,ALL,Shot,0.0,"(30.0, 35.0)","(5.0, 10.0)",0.0,ALL,Dribble,0.0,0.0,81.0,0.0021969080553295,0.0020841373986877653,1.0,0.0,0.0
147,102.0,"(30.0, 35.0)","(10.0, 15.0)",0.0027664768104149,ALL,Pass,0.0,"(30.0, 35.0)","(10.0, 15.0)",0.0,ALL,Shot,1.0,"(30.0, 35.0)","(10.0, 15.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,103.0,0.0036406026845407,0.002650199408207899,0.9902912621359223,0.0,0.009708737864077669
148,49.0,"(30.0, 35.0)","(15.0, 20.0)",0.001328993761866,ALL,Pass,0.0,"(30.0, 35.0)","(15.0, 20.0)",0.0,ALL,Shot,1.0,"(30.0, 35.0)","(15.0, 20.0)",0.0008741258741258,ALL,Dribble,0.0008741258741258,1.0,50.0,0.0022031196359918,0.0012865045670912131,0.98,0.0,0.02
