Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Total,Total.1,Total.2,Total.3,Total.4,Short,Short.1,Short.2,Medium,Medium.1,Medium.2,Long,Long.1,Long.2,Unnamed: 23_level_0,Unnamed: 24_level_0,Expected,Expected.1,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0,Unnamed: 32_level_0,90s,Att,Pos,Squad,Player,Pass/90,Shot_Accuracy,Pass_Accuracy
408,Dan Burn,eng ENG,DF,Newcastle Utd,eng Premier League,30,1992,34.6,1361,1715,79.4,22235,8853,673,765,88.0,566,682,83.0,94,183,51.4,0,1.3,1.3,-1.3,16,102,11,2,118,Matches,34.6,1715.0,DF,Newcastle Utd,Dan Burn,49.566473988439306,,79.4
409,Maxime Busi,be BEL,DF,Reims,fr Ligue 1,22,1999,11.6,464,614,75.6,8573,2893,197,242,81.4,200,249,80.3,58,98,59.2,1,0.7,0.7,+0.3,7,39,13,7,57,Matches,11.6,614.0,DF,Reims,Maxime Busi,52.93103448275862,,75.6
410,Sergio Busquets,es ESP,MF,Barcelona,es La Liga,34,1988,26.0,1722,1949,88.4,30610,9017,756,825,91.6,745,822,90.6,183,222,82.4,4,2.8,3.7,+1.2,25,230,33,3,254,Matches,26.0,1949.0,MF,Barcelona,Sergio Busquets,74.96153846153847,,88.4
411,Aurélio Buta,pt POR,DF,Eint Frankfurt,de Bundesliga,25,1997,14.6,576,764,75.4,8658,2874,333,391,85.2,201,264,76.1,29,62,46.8,2,3.3,2.3,-1.3,18,35,20,12,47,Matches,14.6,764.0,DF,Eint Frankfurt,Aurélio Buta,52.32876712328767,,75.4
412,Leonardo Buta,pt POR,DF,Udinese,it Serie A,20,2002,0.2,10,13,76.9,166,54,6,6,100.0,3,5,60.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,0.2,13.0,DF,Udinese,Leonardo Buta,65.0,,76.9
413,Marcin Bułka,pl POL,GK,Nice,fr Ligue 1,22,1999,2.0,54,67,80.6,1465,1156,9,9,100.0,32,33,97.0,13,25,52.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,2.0,67.0,GK,Nice,Marcin Bułka,33.5,,80.6
414,Jamie Bynoe-Gittens,eng ENG,"FW,MF",Dortmund,de Bundesliga,17,2004,5.9,104,142,73.2,1235,328,72,90,80.0,20,28,71.4,2,9,22.2,1,0.7,1.0,+0.3,2,9,5,0,9,Matches,5.9,142.0,"FW,MF",Dortmund,Jamie Bynoe-Gittens,24.06779661016949,54.8,73.2
415,Rémy Cabella,fr FRA,"MF,FW",Lille,fr Ligue 1,32,1990,28.1,1397,1764,79.2,20670,6850,753,851,88.5,464,583,79.6,88,171,51.5,10,10.7,12.1,-0.7,100,153,76,12,230,Matches,28.1,1764.0,"MF,FW",Lille,Rémy Cabella,62.77580071174377,,79.2
416,Jimmy Cabot,fr FRA,"DF,MF",Lens,fr Ligue 1,28,1994,5.7,261,346,75.4,4629,1527,123,137,89.8,102,130,78.5,32,68,47.1,1,2.1,2.0,-1.1,17,19,13,4,29,Matches,5.7,346.0,"DF,MF",Lens,Jimmy Cabot,60.70175438596491,38.5,75.4
417,Arthur Cabral,br BRA,FW,Fiorentina,it Serie A,24,1998,15.9,183,271,67.5,2376,416,118,155,76.1,41,52,78.8,9,14,64.3,1,0.8,0.9,+0.2,14,3,7,0,21,Matches,15.9,271.0,FW,Fiorentina,Arthur Cabral,17.044025157232703,,67.5
418,Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,31,1991,29.7,959,1343,71.4,19673,9222,307,368,83.4,502,614,81.8,137,314,43.6,1,1.5,1.3,-0.5,14,87,12,4,95,Matches,29.7,1343.0,DF,Espanyol,Leandro Cabrera,45.21885521885522,,71.4
419,Liberato Cacace,nz NZL,DF,Empoli,it Serie A,21,2000,6.5,338,424,79.7,5441,1880,169,188,89.9,143,173,82.7,20,42,47.6,0,0.6,0.7,-0.6,8,24,1,1,41,Matches,6.5,424.0,DF,Empoli,Liberato Cacace,65.23076923076923,,79.7
420,Anthony Caci,fr FRA,DF,Mainz 05,de Bundesliga,25,1997,22.6,815,1140,71.5,16732,7645,304,360,84.4,341,461,74.0,150,262,57.3,1,2.6,2.3,-1.6,21,85,29,15,90,Matches,22.6,1140.0,DF,Mainz 05,Anthony Caci,50.44247787610619,,71.5
421,Cafú,pt POR,MF,Nott'ham Forest,eng Premier League,29,1993,0.1,2,2,100.0,45,41,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches,0.1,2.0,MF,Nott'ham Forest,Cafú,20.0,,100.0
422,Moisés Caicedo,ec ECU,MF,Brighton,eng Premier League,20,2001,34.9,1993,2251,88.5,30177,8036,1112,1202,92.5,683,755,90.5,126,159,79.2,1,2.7,2.5,-1.7,43,181,35,7,219,Matches,34.9,2251.0,MF,Brighton,Moisés Caicedo,64.49856733524355,,88.5
423,Tom Cairney,sct SCO,MF,Fulham,eng Premier League,31,1991,11.0,632,750,84.3,10133,2428,326,352,92.6,230,264,87.1,51,84,60.7,0,1.4,1.5,-1.4,12,70,19,5,92,Matches,11.0,750.0,MF,Fulham,Tom Cairney,68.18181818181819,,84.3
424,Jens Cajuste,se SWE,MF,Reims,fr Ligue 1,22,1999,17.0,606,739,82.0,11081,3065,251,297,84.5,266,312,85.3,72,98,73.5,1,1.2,0.9,-0.2,16,66,15,0,109,Matches,17.0,739.0,MF,Reims,Jens Cajuste,43.47058823529412,,82.0
425,Cala,es ESP,DF,Cádiz,es La Liga,32,1989,1.5,30,38,78.9,792,274,4,5,80.0,14,17,82.4,12,16,75.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches,1.5,38.0,DF,Cádiz,Cala,25.33333333333333,,78.9
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,Pos,Squad,Player,,,
426,Davide Calabria,it ITA,DF,Milan,it Serie A,25,1996,18.8,1040,1276,81.5,17672,5902,484,518,93.4,452,524,86.3,88,187,47.1,4,1.7,1.6,+2.3,19,71,19,12,108,Matches,18.8,1276.0,DF,Milan,Davide Calabria,67.87234042553192,,81.5
427,Mattia Caldara,it ITA,DF,Spezia,it Serie A,28,1994,13.9,461,600,76.8,8308,3214,183,220,83.2,223,270,82.6,45,93,48.4,0,0.0,0.1,0.0,1,23,1,0,35,Matches,13.9,600.0,DF,Spezia,Mattia Caldara,43.16546762589928,,76.8
428,Luca Caldirola,it ITA,DF,Monza,it Serie A,31,1991,26.1,1262,1435,87.9,22342,8287,534,555,96.2,592,653,90.7,109,179,60.9,0,0.5,0.3,-0.5,4,55,4,1,63,Matches,26.1,1435.0,DF,Monza,Luca Caldirola,54.98084291187739,,87.9
429,Fernando Calero,es ESP,"DF,MF",Espanyol,es La Liga,26,1995,17.9,617,765,80.7,11710,4547,245,275,89.1,289,335,86.3,78,139,56.1,1,0.6,0.4,+0.4,4,58,3,0,64,Matches,17.9,765.0,"DF,MF",Espanyol,Fernando Calero,42.73743016759777,,80.7
430,Duje Ćaleta-Car,hr CRO,DF,Southampton,eng Premier League,25,1996,10.5,480,568,84.5,9398,3504,155,173,89.6,268,289,92.7,53,93,57.0,0,0.0,0.2,0.0,1,26,0,0,33,Matches,10.5,568.0,DF,Southampton,Duje Ćaleta-Car,54.095238095238095,,84.5
431,Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,25,1996,0.1,2,2,100.0,46,16,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0.1,2.0,DF,Marseille,Duje Ćaleta-Car,20.0,29.1,100.0
432,Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,28,1994,26.3,1396,1677,83.2,25576,7831,637,690,92.3,546,630,86.7,180,288,62.5,6,5.0,6.0,+1.0,70,149,37,11,172,Matches,26.3,1677.0,MF,Inter,Hakan Çalhanoğlu,63.76425855513308,,83.2
433,Kerim Calhanoglu,de GER,DF,Schalke 04,de Bundesliga,19,2002,0.7,30,42,71.4,574,388,14,16,87.5,10,15,66.7,6,8,75.0,0,0.2,0.2,-0.2,3,0,2,1,3,Matches,0.7,42.0,DF,Schalke 04,Kerim Calhanoglu,60.00000000000001,,71.4
434,Daniel Caligiuri,it ITA,"DF,MF",Augsburg,de Bundesliga,34,1988,3.2,107,166,64.5,1897,934,47,57,82.5,42,71,59.2,13,29,44.8,0,0.4,0.3,-0.4,4,10,4,0,16,Matches,3.2,166.0,"DF,MF",Augsburg,Daniel Caligiuri,51.875,,64.5
435,Alexander Callens,pe PER,DF,Girona,es La Liga,30,1992,1.3,78,93,83.9,1206,505,35,40,87.5,38,47,80.9,1,2,50.0,0,0.0,0.0,0.0,0,5,1,0,6,Matches,1.3,93.0,DF,Girona,Alexander Callens,71.53846153846153,,83.9
436,Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,25,1997,12.9,131,221,59.3,1575,318,83,125,66.4,29,54,53.7,5,8,62.5,1,0.8,0.8,+0.2,9,13,4,0,15,Matches,12.9,221.0,FW,Everton,Dominic Calvert-Lewin,17.131782945736433,,59.3
437,Mahdi Camara,fr FRA,MF,Brest,fr Ligue 1,24,1998,20.2,578,703,82.2,8665,2082,289,331,87.3,227,272,83.5,23,35,65.7,0,0.4,0.5,-0.4,9,53,7,1,80,Matches,20.2,703.0,MF,Brest,Mahdi Camara,34.801980198019805,,82.2
438,Mohamed Camara,gn GUI,MF,Roma,it Serie A,25,1997,7.7,252,323,78.0,4178,844,125,143,87.4,105,129,81.4,18,31,58.1,0,0.4,0.5,-0.4,3,27,3,1,30,Matches,7.7,323.0,MF,Roma,Mohamed Camara,41.94805194805195,,78.0
439,Mohamed Camara,ml MLI,MF,Monaco,fr Ligue 1,22,2000,24.4,1119,1284,87.1,21268,5952,435,484,89.9,501,549,91.3,153,203,75.4,3,2.2,1.5,+0.8,18,121,15,2,135,Matches,24.4,1284.0,MF,Monaco,Mohamed Camara,52.62295081967213,,87.1
440,Ousmane Camara,gn GUI,"FW,MF",Auxerre,fr Ligue 1,20,2001,0.3,7,8,87.5,157,60,1,1,100.0,5,5,100.0,1,2,50.0,0,0.2,0.1,-0.2,1,1,1,1,2,Matches,0.3,8.0,"FW,MF",Auxerre,Ousmane Camara,26.666666666666668,,87.5
441,Ousmane Camara,fr FRA,DF,Angers,fr Ligue 1,19,2003,5.8,330,363,90.9,6431,2134,105,112,93.8,179,190,94.2,39,49,79.6,0,0.0,0.0,0.0,0,12,0,0,16,Matches,5.8,363.0,DF,Angers,Ousmane Camara,62.58620689655173,,90.9
442,Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,es La Liga,19,2002,22.3,1364,1504,90.7,21221,5654,711,763,93.2,517,548,94.3,89,112,79.5,1,1.5,2.2,-0.5,24,138,17,1,165,Matches,22.3,1504.0,"MF,DF",Real Madrid,Eduardo Camavinga,67.4439461883408,,90.7
443,Nicolò Cambiaghi,it ITA,"FW,MF",Empoli,it Serie A,21,2000,14.3,321,432,74.3,4556,930,194,219,88.6,86,119,72.3,19,34,55.9,1,1.1,1.6,-0.1,15,19,18,5,42,Matches,14.3,432.0,"FW,MF",Empoli,Nicolò Cambiaghi,30.20979020979021,,74.3
444,Andrea Cambiaso,it ITA,DF,Bologna,it Serie A,22,2000,24.1,1277,1521,84.0,19674,6031,686,753,91.1,472,541,87.2,83,144,57.6,3,2.4,1.6,+0.6,28,48,24,7,83,Matches,24.1,1521.0,DF,Bologna,Andrea Cambiaso,63.11203319502074,,84.0
445,Axel Camblan,fr FRA,"FW,MF",Brest,fr Ligue 1,18,2003,0.8,19,27,70.4,196,46,13,15,86.7,3,5,60.0,0,2,0.0,0,0.1,0.1,-0.1,2,0,0,0,4,Matches,0.8,27.0,"FW,MF",Brest,Axel Camblan,33.75,25.0,70.4
446,Sergio Camello,es ESP,FW,Rayo Vallecano,es La Liga,21,2001,26.7,408,523,78.0,5782,733,235,285,82.5,126,156,80.8,20,28,71.4,5,2.4,1.7,+2.6,28,15,13,0,42,Matches,26.7,523.0,FW,Rayo Vallecano,Sergio Camello,19.58801498127341,,78.0
447,Chem Campbell,wls WAL,"FW,MF",Wolves,eng Premier League,19,2002,0.8,23,32,71.9,344,64,10,11,90.9,13,14,92.9,0,5,0.0,0,0.0,0.0,0.0,0,2,0,0,4,Matches,0.8,32.0,"FW,MF",Wolves,Chem Campbell,40.0,,71.9
448,Emre Can,de GER,MF,Dortmund,de Bundesliga,28,1994,21.1,1153,1288,89.5,20793,5986,446,483,92.3,545,586,93.0,122,158,77.2,1,1.3,1.4,-0.3,20,111,7,1,99,Matches,21.1,1288.0,MF,Dortmund,Emre Can,61.04265402843601,26.3,89.5
449,Sergio Canales,es ESP,"FW,MF",Betis,es La Liga,31,1991,26.7,1116,1474,75.7,16689,4491,623,697,89.4,319,407,78.4,99,211,46.9,3,5.6,5.1,-2.6,56,94,51,14,143,Matches,26.7,1474.0,"FW,MF",Betis,Sergio Canales,55.2059925093633,,75.7
450,Matteo Cancellieri,it ITA,FW,Lazio,it Serie A,20,2002,2.8,61,87,70.1,757,98,44,50,88.0,15,25,60.0,0,5,0.0,0,0.4,0.3,-0.4,3,1,1,1,2,Matches,2.8,87.0,FW,Lazio,Matteo Cancellieri,31.071428571428573,,70.1
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,Pos,Squad,Player,,,
451,João Cancelo,pt POR,DF,Manchester City,eng Premier League,28,1994,14.2,1036,1220,84.9,16674,4147,578,621,93.1,363,430,84.4,81,123,65.9,1,0.9,1.5,+0.1,12,80,36,9,106,Matches,14.2,1220.0,DF,Manchester City,João Cancelo,85.91549295774648,,84.9
452,João Cancelo,pt POR,"DF,FW",Bayern Munich,de Bundesliga,28,1994,11.2,713,861,82.8,11505,3272,401,430,93.3,254,308,82.5,49,87,56.3,4,2.3,2.8,+1.7,13,55,21,6,61,Matches,11.2,861.0,"DF,FW",Bayern Munich,João Cancelo,76.875,43.5,82.8
453,Antonio Candreva,it ITA,"MF,DF",Salernitana,it Serie A,35,1987,30.3,1165,1597,72.9,19672,6882,604,660,91.5,393,536,73.3,124,285,43.5,4,4.7,4.9,-0.7,57,98,55,30,135,Matches,30.3,1597.0,"MF,DF",Salernitana,Antonio Candreva,52.70627062706271,,72.9
454,Thomas Cannon,ie IRL,FW,Everton,eng Premier League,19,2002,0.3,4,5,80.0,37,0,3,4,75.0,1,1,100.0,0,0,,0,0.5,0.0,-0.5,1,0,0,0,0,Matches,0.3,5.0,FW,Everton,Thomas Cannon,16.666666666666668,,80.0
455,Sergi Canós,es ESP,"FW,DF",Brentford,eng Premier League,25,1997,0.9,23,43,53.5,268,76,14,18,77.8,4,15,26.7,1,2,50.0,0,0.0,0.0,0.0,1,2,1,0,2,Matches,0.9,43.0,"FW,DF",Brentford,Sergi Canós,47.77777777777778,,53.5
456,Ander Capa,es ESP,DF,Athletic Club,es La Liga,30,1992,1.2,74,91,81.3,1275,441,31,35,88.6,30,37,81.1,8,12,66.7,0,0.0,0.1,0.0,1,5,2,1,12,Matches,1.2,91.0,DF,Athletic Club,Ander Capa,75.83333333333334,,81.3
457,Pierrick Capelle,fr FRA,"MF,DF",Angers,fr Ligue 1,35,1987,15.9,590,714,82.6,10044,2766,287,321,89.4,236,274,86.1,49,88,55.7,3,1.2,1.2,+1.8,13,58,7,5,66,Matches,15.9,714.0,"MF,DF",Angers,Pierrick Capelle,44.90566037735849,,82.6
458,Étienne Capoue,fr FRA,MF,Villarreal,es La Liga,34,1988,21.7,915,1043,87.7,14387,3476,469,516,90.9,362,393,92.1,52,78,66.7,0,1.2,1.0,-1.2,10,115,8,1,98,Matches,21.7,1043.0,MF,Villarreal,Étienne Capoue,48.064516129032256,26.0,87.7
459,Gianluca Caprari,it ITA,"MF,FW",Monza,it Serie A,29,1993,27.1,853,1082,78.8,13026,2612,495,561,88.2,250,322,77.6,70,100,70.0,2,2.5,2.8,-0.5,29,56,30,4,92,Matches,27.1,1082.0,"MF,FW",Monza,Gianluca Caprari,39.926199261992615,,78.8
460,Francesco Caputo,it ITA,FW,Sampdoria,it Serie A,34,1987,12.2,168,237,70.9,2130,315,96,130,73.8,43,60,71.7,8,10,80.0,0,0.5,0.6,-0.5,9,11,4,0,11,Matches,12.2,237.0,FW,Sampdoria,Francesco Caputo,19.426229508196723,37.5,70.9
461,Francesco Caputo,it ITA,FW,Empoli,it Serie A,34,1987,19.0,235,332,70.8,2741,539,160,206,77.7,52,69,75.4,1,5,20.0,4,2.2,1.1,+1.8,20,9,3,0,21,Matches,19.0,332.0,FW,Empoli,Francesco Caputo,17.473684210526315,,70.8
462,Maxence Caqueret,fr FRA,MF,Lyon,fr Ligue 1,22,2000,30.7,1480,1785,82.9,23941,7380,725,828,87.6,585,653,89.6,112,189,59.3,7,5.1,6.1,+1.9,60,196,29,8,183,Matches,30.7,1785.0,MF,Lyon,Maxence Caqueret,58.14332247557003,,82.9
463,Andrea Carboni,it ITA,DF,Monza,it Serie A,21,2001,1.9,69,87,79.3,1170,558,33,38,86.8,29,31,93.5,7,14,50.0,0,0.1,0.3,-0.1,1,3,2,2,9,Matches,1.9,87.0,DF,Monza,Andrea Carboni,45.78947368421053,,79.3
464,Franco Carboni,it ITA,"DF,FW",Monza,it Serie A,19,2003,0.7,33,50,66.0,529,140,19,20,95.0,12,15,80.0,2,5,40.0,0,0.0,0.0,0.0,1,3,2,1,2,Matches,0.7,50.0,"DF,FW",Monza,Franco Carboni,71.42857142857143,,66.0
465,Valentin Carboni,ar ARG,"MF,DF",Inter,it Serie A,17,2005,0.3,12,17,70.6,192,12,5,7,71.4,4,6,66.7,2,2,100.0,0,0.0,0.0,0.0,1,0,0,0,1,Matches,0.3,17.0,"MF,DF",Inter,Valentin Carboni,56.66666666666667,,70.6
466,Isaac Carcelen,es ESP,DF,Cádiz,es La Liga,29,1993,24.4,747,961,77.7,12672,4769,358,396,90.4,308,394,78.2,64,124,51.6,1,1.3,1.8,-0.3,16,65,17,12,85,Matches,24.4,961.0,DF,Cádiz,Isaac Carcelen,39.385245901639344,,77.7
467,Irvin Cardona,fr FRA,"FW,MF",Brest,fr Ligue 1,24,1997,2.6,34,58,58.6,468,79,21,32,65.6,10,17,58.8,1,4,25.0,0,0.3,0.0,-0.3,3,2,0,0,4,Matches,2.6,58.0,"FW,MF",Brest,Irvin Cardona,22.307692307692307,,58.6
468,Irvin Cardona,fr FRA,"MF,FW",Augsburg,de Bundesliga,24,1997,3.5,36,74,48.6,452,108,22,32,68.8,8,21,38.1,2,10,20.0,0,0.1,0.1,-0.1,3,4,1,0,3,Matches,3.5,74.0,"MF,FW",Augsburg,Irvin Cardona,21.142857142857142,,48.6
469,Igor Carioca,br BRA,DF,Lorient,fr Ligue 1,25,1996,5.1,224,274,81.8,3429,1228,119,133,89.5,86,102,84.3,12,23,52.2,0,0.5,0.3,-0.5,2,17,5,1,22,Matches,5.1,274.0,DF,Lorient,Igor Carioca,53.72549019607843,,81.8
470,Diego Carlos,br BRA,DF,Aston Villa,eng Premier League,29,1993,2.3,112,142,78.9,2338,881,35,41,85.4,60,71,84.5,17,28,60.7,0,0.0,0.1,0.0,1,9,1,0,11,Matches,2.3,142.0,DF,Aston Villa,Diego Carlos,61.739130434782616,,78.9
471,Juan Carlos,es ESP,GK,Girona,es La Liga,34,1988,10.0,288,340,84.7,7160,4635,52,53,98.1,170,176,96.6,66,111,59.5,0,0.0,0.0,0.0,0,1,0,0,0,Matches,10.0,340.0,GK,Girona,Juan Carlos,34.0,,84.7
472,José Carlos Lazo,es ESP,"MF,FW",Almería,es La Liga,26,1996,0.2,3,4,75.0,49,2,2,3,66.7,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0.2,4.0,"MF,FW",Almería,José Carlos Lazo,20.0,,75.0
473,José Carlos Lazo,es ESP,"MF,FW",Espanyol,es La Liga,26,1996,1.8,25,35,71.4,335,55,11,14,78.6,10,11,90.9,2,5,40.0,1,0.2,0.1,+0.8,2,0,3,1,4,Matches,1.8,35.0,"MF,FW",Espanyol,José Carlos Lazo,19.444444444444443,,71.4
474,Carmona,es ESP,"MF,DF",Elche,es La Liga,20,2002,6.5,129,186,69.4,1917,729,81,100,81.0,37,54,68.5,8,16,50.0,0,0.1,0.2,-0.1,4,6,2,0,10,Matches,6.5,186.0,"MF,DF",Elche,Carmona,28.615384615384617,,69.4
475,Carmona,es ESP,DF,Sevilla,es La Liga,20,2002,5.9,269,330,81.5,4412,1380,131,142,92.3,118,147,80.3,17,32,53.1,1,0.4,0.2,+0.6,2,24,3,2,11,Matches,5.9,330.0,DF,Sevilla,Carmona,55.932203389830505,,81.5
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,,,Pos,Squad,Player,,,
476,Marco Carnesecchi,it ITA,GK,Cremonese,it Serie A,22,2000,27.0,565,954,59.2,18072,14248,99,100,99.0,231,237,97.5,229,605,37.9,1,0.2,0.1,+0.8,2,33,1,0,0,Matches,27.0,954.0,GK,Cremonese,Marco Carnesecchi,35.333333333333336,31.8,59.2
477,Yannick Carrasco,be BEL,"DF,MF",Atlético Madrid,es La Liga,28,1993,25.7,863,1091,79.1,11833,3379,565,612,92.3,210,277,75.8,42,97,43.3,3,4.1,4.1,-1.1,47,35,36,7,84,Matches,25.7,1091.0,"DF,MF",Atlético Madrid,Yannick Carrasco,42.45136186770428,,79.1
478,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,30,1992,19.8,1133,1333,85.0,18356,4041,607,664,91.4,416,483,86.1,86,123,69.9,2,2.0,2.0,0.0,22,57,21,8,58,Matches,19.8,1333.0,DF,Real Madrid,Dani Carvajal,67.32323232323232,,85.0
479,Fabio Carvalho,pt POR,"MF,FW",Liverpool,eng Premier League,19,2002,3.9,117,143,81.8,1555,281,72,84,85.7,30,37,81.1,5,6,83.3,0,0.1,0.3,-0.1,1,7,2,0,12,Matches,3.9,143.0,"MF,FW",Liverpool,Fabio Carvalho,36.66666666666666,,81.8
480,Matis Carvalho,pt POR,GK,Montpellier,fr Ligue 1,23,1999,1.5,21,53,39.6,924,794,1,1,100.0,5,5,100.0,15,46,32.6,0,0.0,0.0,0.0,0,1,0,0,0,Matches,1.5,53.0,GK,Montpellier,Matis Carvalho,35.333333333333336,,39.6
481,William Carvalho,pt POR,MF,Betis,es La Liga,30,1992,27.1,1510,1745,86.5,24743,7482,786,859,91.5,525,599,87.6,148,194,76.3,1,1.6,2.1,-0.6,22,170,23,1,203,Matches,27.1,1745.0,MF,Betis,William Carvalho,64.39114391143912,,86.5
482,Nicolò Casale,it ITA,DF,Lazio,it Serie A,24,1998,27.1,1485,1616,91.9,26275,9500,591,633,93.4,701,741,94.6,142,169,84.0,1,0.3,0.6,+0.7,4,55,1,0,70,Matches,27.1,1616.0,DF,Lazio,Nicolò Casale,59.630996309963095,,91.9
483,Casemiro,br BRA,MF,Manchester Utd,eng Premier League,30,1992,23.6,1114,1439,77.4,19801,7351,515,614,83.9,446,545,81.8,126,204,61.8,3,3.1,3.9,-0.1,28,136,23,4,152,Matches,23.6,1439.0,MF,Manchester Utd,Casemiro,60.97457627118644,,77.4
484,Casemiro,br BRA,MF,Real Madrid,es La Liga,30,1992,0.1,7,8,87.5,134,50,6,6,100.0,0,0,,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches,0.1,8.0,MF,Real Madrid,Casemiro,80.0,,87.5
485,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,24,1997,20.2,777,1006,77.2,13672,4595,345,384,89.8,361,441,81.9,61,139,43.9,1,0.7,0.9,+0.3,8,57,15,9,75,Matches,20.2,1006.0,DF,Aston Villa,Matty Cash,49.801980198019805,,77.2
486,Tommaso Cassandro,it ITA,DF,Lecce,it Serie A,22,2000,0.1,6,6,100.0,125,104,3,3,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,1,0,0,Matches,0.1,6.0,DF,Lecce,Tommaso Cassandro,60.0,,100.0
487,Timothy Castagne,be BEL,DF,Leicester City,eng Premier League,26,1995,36.2,1470,1836,80.1,21125,8419,895,998,89.7,470,586,80.2,60,132,45.5,3,2.6,2.2,+0.4,22,89,20,10,106,Matches,36.2,1836.0,DF,Leicester City,Timothy Castagne,50.71823204419889,,80.1
488,Michele Castagnetti,it ITA,MF,Cremonese,it Serie A,32,1989,15.7,624,807,77.3,10942,4257,284,331,85.8,263,328,80.2,62,113,54.9,1,1.8,1.9,-0.8,26,95,16,3,120,Matches,15.7,807.0,MF,Cremonese,Michele Castagnetti,51.40127388535032,,77.3
489,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,30,1992,34.0,1220,1585,77.0,36421,25230,171,172,99.4,544,552,98.6,503,858,58.6,1,0.7,0.1,+0.3,1,40,0,0,2,Matches,34.0,1585.0,GK,Wolfsburg,Koen Casteels,46.61764705882353,37.6,77.0
490,Valentín Castellanos,ar ARG,FW,Girona,es La Liga,23,1998,28.9,244,397,61.5,3345,704,144,200,72.0,74,125,59.2,12,17,70.6,0,1.7,2.3,-1.7,15,17,16,1,34,Matches,28.9,397.0,FW,Girona,Valentín Castellanos,13.737024221453288,,61.5
491,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,27,1995,28.5,1130,1373,82.3,21032,8232,417,484,86.2,567,638,88.9,113,199,56.8,0,0.4,1.1,-0.4,5,103,9,4,120,Matches,28.5,1373.0,DF,Nantes,Jean-Charles Castelletto,48.175438596491226,27.0,82.3
492,Samu Castillejo,es ESP,"FW,MF",Valencia,es La Liga,27,1995,15.1,474,622,76.2,7687,2158,251,284,88.4,159,197,80.7,44,90,48.9,0,3.0,2.7,-3.0,30,49,21,6,76,Matches,15.1,622.0,"FW,MF",Valencia,Samu Castillejo,41.19205298013245,,76.2
493,Jonny Castro,es ESP,DF,Wolves,eng Premier League,28,1994,14.0,701,832,84.3,11101,3638,382,419,91.2,264,305,86.6,44,62,71.0,0,1.0,0.8,-1.0,5,60,10,2,70,Matches,14.0,832.0,DF,Wolves,Jonny Castro,59.42857142857143,,84.3
494,Gaetano Castrovilli,it ITA,MF,Fiorentina,it Serie A,25,1997,8.0,188,241,78.0,2876,559,103,116,88.8,58,69,84.1,17,38,44.7,1,1.1,1.0,-0.1,8,10,4,1,14,Matches,8.0,241.0,MF,Fiorentina,Gaetano Castrovilli,30.125,,78.0
495,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,27,1994,21.3,1147,1325,86.6,17538,6173,658,708,92.9,354,410,86.3,94,142,66.2,1,1.1,1.5,-0.1,16,99,9,0,83,Matches,21.3,1325.0,MF,Lazio,Danilo Cataldi,62.20657276995305,,86.6
