Pitch_Number,count,x_interval,y_interval,percentage
362,16.0,"(75.0, 80.0)","(5.0, 10.0)",0.0004338630077553013
363,40.0,"(75.0, 80.0)","(10.0, 15.0)",0.0010846575193882533
364,33.0,"(75.0, 80.0)","(15.0, 20.0)",0.0008948424534953089
365,56.0,"(75.0, 80.0)","(20.0, 25.0)",0.0015185205271435545
366,55.0,"(75.0, 80.0)","(25.0, 30.0)",0.001491404089158848
367,67.0,"(75.0, 80.0)","(30.0, 35.0)",0.001816801344975324
368,82.0,"(75.0, 80.0)","(35.0, 40.0)",0.002223547914745919
369,112.0,"(75.0, 80.0)","(40.0, 45.0)",0.003037041054287109
370,102.0,"(75.0, 80.0)","(45.0, 50.0)",0.0027658766744400455
371,96.0,"(75.0, 80.0)","(50.0, 55.0)",0.0026031780465318077
372,126.0,"(75.0, 80.0)","(55.0, 60.0)",0.0034166711860729973
373,127.0,"(75.0, 80.0)","(60.0, 65.0)",0.0034437876240577038
374,128.0,"(75.0, 80.0)","(65.0, 70.0)",0.00347090406204241
375,110.0,"(75.0, 80.0)","(70.0, 75.0)",0.002982808178317696
376,127.0,"(75.0, 80.0)","(75.0, 80.0)",0.0034437876240577038
377,120.0,"(75.0, 80.0)","(80.0, 85.0)",0.0032539725581647596
378,95.0,"(75.0, 80.0)","(85.0, 90.0)",0.0025760616085471013
379,104.0,"(75.0, 80.0)","(90.0, 95.0)",0.0028201095504094584
380,86.0,"(75.0, 80.0)","(95.0, 100.0)",0.0023320136666847443
381,46.0,"(75.0, 80.0)","(100.0, 105.0)",0.0012473561472964912
382,58.0,"(75.0, 80.0)","(105.0, 110.0)",0.0015727534031129671
383,34.0,"(75.0, 80.0)","(110.0, 115.0)",0.0009219588914800152
384,139.0,"(75.0, 80.0)","(115.0, 120.0)",0.0037691848798741797
