Pitch_Number,count,x_interval,y_interval,percentage,position
2,0.0,"(0.0, 5.0)","(5.0, 10.0)",,GK
3,0.0,"(0.0, 5.0)","(10.0, 15.0)",,GK
4,0.0,"(0.0, 5.0)","(15.0, 20.0)",,GK
5,0.0,"(0.0, 5.0)","(20.0, 25.0)",,GK
6,0.0,"(0.0, 5.0)","(25.0, 30.0)",,GK
7,0.0,"(0.0, 5.0)","(30.0, 35.0)",,GK
8,0.0,"(0.0, 5.0)","(35.0, 40.0)",,GK
9,0.0,"(0.0, 5.0)","(40.0, 45.0)",,GK
10,0.0,"(0.0, 5.0)","(45.0, 50.0)",,GK
11,0.0,"(0.0, 5.0)","(50.0, 55.0)",,GK
12,0.0,"(0.0, 5.0)","(55.0, 60.0)",,GK
13,0.0,"(0.0, 5.0)","(60.0, 65.0)",,GK
14,0.0,"(0.0, 5.0)","(65.0, 70.0)",,GK
15,0.0,"(0.0, 5.0)","(70.0, 75.0)",,GK
16,0.0,"(0.0, 5.0)","(75.0, 80.0)",,GK
17,0.0,"(0.0, 5.0)","(80.0, 85.0)",,GK
18,0.0,"(0.0, 5.0)","(85.0, 90.0)",,GK
19,0.0,"(0.0, 5.0)","(90.0, 95.0)",,GK
20,0.0,"(0.0, 5.0)","(95.0, 100.0)",,GK
21,0.0,"(0.0, 5.0)","(100.0, 105.0)",,GK
22,0.0,"(0.0, 5.0)","(105.0, 110.0)",,GK
23,0.0,"(0.0, 5.0)","(110.0, 115.0)",,GK
24,0.0,"(0.0, 5.0)","(115.0, 120.0)",,GK
25,0.0,"(5.0, 10.0)","(0.0, 5.0)",,GK
26,0.0,"(5.0, 10.0)","(5.0, 10.0)",,GK
27,0.0,"(5.0, 10.0)","(10.0, 15.0)",,GK
28,0.0,"(5.0, 10.0)","(15.0, 20.0)",,GK
29,0.0,"(5.0, 10.0)","(20.0, 25.0)",,GK
30,0.0,"(5.0, 10.0)","(25.0, 30.0)",,GK
31,0.0,"(5.0, 10.0)","(30.0, 35.0)",,GK
32,0.0,"(5.0, 10.0)","(35.0, 40.0)",,GK
33,0.0,"(5.0, 10.0)","(40.0, 45.0)",,GK
34,0.0,"(5.0, 10.0)","(45.0, 50.0)",,GK
35,0.0,"(5.0, 10.0)","(50.0, 55.0)",,GK
36,0.0,"(5.0, 10.0)","(55.0, 60.0)",,GK
37,0.0,"(5.0, 10.0)","(60.0, 65.0)",,GK
38,0.0,"(5.0, 10.0)","(65.0, 70.0)",,GK
39,0.0,"(5.0, 10.0)","(70.0, 75.0)",,GK
40,0.0,"(5.0, 10.0)","(75.0, 80.0)",,GK
41,0.0,"(5.0, 10.0)","(80.0, 85.0)",,GK
42,0.0,"(5.0, 10.0)","(85.0, 90.0)",,GK
43,0.0,"(5.0, 10.0)","(90.0, 95.0)",,GK
44,0.0,"(5.0, 10.0)","(95.0, 100.0)",,GK
45,0.0,"(5.0, 10.0)","(100.0, 105.0)",,GK
46,0.0,"(5.0, 10.0)","(105.0, 110.0)",,GK
47,0.0,"(5.0, 10.0)","(110.0, 115.0)",,GK
48,0.0,"(5.0, 10.0)","(115.0, 120.0)",,GK
49,0.0,"(10.0, 15.0)","(0.0, 5.0)",,GK
50,0.0,"(10.0, 15.0)","(5.0, 10.0)",,GK
51,0.0,"(10.0, 15.0)","(10.0, 15.0)",,GK
52,0.0,"(10.0, 15.0)","(15.0, 20.0)",,GK
53,0.0,"(10.0, 15.0)","(20.0, 25.0)",,GK
54,0.0,"(10.0, 15.0)","(25.0, 30.0)",,GK
55,0.0,"(10.0, 15.0)","(30.0, 35.0)",,GK
56,0.0,"(10.0, 15.0)","(35.0, 40.0)",,GK
57,0.0,"(10.0, 15.0)","(40.0, 45.0)",,GK
58,0.0,"(10.0, 15.0)","(45.0, 50.0)",,GK
59,0.0,"(10.0, 15.0)","(50.0, 55.0)",,GK
60,0.0,"(10.0, 15.0)","(55.0, 60.0)",,GK
61,0.0,"(10.0, 15.0)","(60.0, 65.0)",,GK
62,0.0,"(10.0, 15.0)","(65.0, 70.0)",,GK
63,0.0,"(10.0, 15.0)","(70.0, 75.0)",,GK
64,0.0,"(10.0, 15.0)","(75.0, 80.0)",,GK
65,0.0,"(10.0, 15.0)","(80.0, 85.0)",,GK
66,0.0,"(10.0, 15.0)","(85.0, 90.0)",,GK
67,0.0,"(10.0, 15.0)","(90.0, 95.0)",,GK
68,0.0,"(10.0, 15.0)","(95.0, 100.0)",,GK
69,0.0,"(10.0, 15.0)","(100.0, 105.0)",,GK
70,0.0,"(10.0, 15.0)","(105.0, 110.0)",,GK
71,0.0,"(10.0, 15.0)","(110.0, 115.0)",,GK
72,0.0,"(10.0, 15.0)","(115.0, 120.0)",,GK
73,0.0,"(15.0, 20.0)","(0.0, 5.0)",,GK
74,0.0,"(15.0, 20.0)","(5.0, 10.0)",,GK
75,0.0,"(15.0, 20.0)","(10.0, 15.0)",,GK
76,0.0,"(15.0, 20.0)","(15.0, 20.0)",,GK
77,0.0,"(15.0, 20.0)","(20.0, 25.0)",,GK
78,0.0,"(15.0, 20.0)","(25.0, 30.0)",,GK
79,0.0,"(15.0, 20.0)","(30.0, 35.0)",,GK
80,0.0,"(15.0, 20.0)","(35.0, 40.0)",,GK
81,0.0,"(15.0, 20.0)","(40.0, 45.0)",,GK
82,0.0,"(15.0, 20.0)","(45.0, 50.0)",,GK
83,0.0,"(15.0, 20.0)","(50.0, 55.0)",,GK
84,0.0,"(15.0, 20.0)","(55.0, 60.0)",,GK
85,0.0,"(15.0, 20.0)","(60.0, 65.0)",,GK
86,0.0,"(15.0, 20.0)","(65.0, 70.0)",,GK
87,0.0,"(15.0, 20.0)","(70.0, 75.0)",,GK
88,0.0,"(15.0, 20.0)","(75.0, 80.0)",,GK
89,0.0,"(15.0, 20.0)","(80.0, 85.0)",,GK
90,0.0,"(15.0, 20.0)","(85.0, 90.0)",,GK
91,0.0,"(15.0, 20.0)","(90.0, 95.0)",,GK
92,0.0,"(15.0, 20.0)","(95.0, 100.0)",,GK
93,0.0,"(15.0, 20.0)","(100.0, 105.0)",,GK
94,0.0,"(15.0, 20.0)","(105.0, 110.0)",,GK
95,0.0,"(15.0, 20.0)","(110.0, 115.0)",,GK
96,0.0,"(15.0, 20.0)","(115.0, 120.0)",,GK
97,0.0,"(20.0, 25.0)","(0.0, 5.0)",,GK
98,0.0,"(20.0, 25.0)","(5.0, 10.0)",,GK
99,0.0,"(20.0, 25.0)","(10.0, 15.0)",,GK
100,0.0,"(20.0, 25.0)","(15.0, 20.0)",,GK
101,0.0,"(20.0, 25.0)","(20.0, 25.0)",,GK
102,0.0,"(20.0, 25.0)","(25.0, 30.0)",,GK
103,0.0,"(20.0, 25.0)","(30.0, 35.0)",,GK
104,0.0,"(20.0, 25.0)","(35.0, 40.0)",,GK
105,0.0,"(20.0, 25.0)","(40.0, 45.0)",,GK
106,0.0,"(20.0, 25.0)","(45.0, 50.0)",,GK
107,0.0,"(20.0, 25.0)","(50.0, 55.0)",,GK
108,0.0,"(20.0, 25.0)","(55.0, 60.0)",,GK
109,0.0,"(20.0, 25.0)","(60.0, 65.0)",,GK
110,0.0,"(20.0, 25.0)","(65.0, 70.0)",,GK
111,0.0,"(20.0, 25.0)","(70.0, 75.0)",,GK
112,0.0,"(20.0, 25.0)","(75.0, 80.0)",,GK
113,0.0,"(20.0, 25.0)","(80.0, 85.0)",,GK
114,0.0,"(20.0, 25.0)","(85.0, 90.0)",,GK
115,0.0,"(20.0, 25.0)","(90.0, 95.0)",,GK
116,0.0,"(20.0, 25.0)","(95.0, 100.0)",,GK
117,0.0,"(20.0, 25.0)","(100.0, 105.0)",,GK
118,0.0,"(20.0, 25.0)","(105.0, 110.0)",,GK
119,0.0,"(20.0, 25.0)","(110.0, 115.0)",,GK
120,0.0,"(20.0, 25.0)","(115.0, 120.0)",,GK
121,0.0,"(25.0, 30.0)","(0.0, 5.0)",,GK
122,0.0,"(25.0, 30.0)","(5.0, 10.0)",,GK
123,0.0,"(25.0, 30.0)","(10.0, 15.0)",,GK
124,0.0,"(25.0, 30.0)","(15.0, 20.0)",,GK
125,0.0,"(25.0, 30.0)","(20.0, 25.0)",,GK
126,0.0,"(25.0, 30.0)","(25.0, 30.0)",,GK
127,0.0,"(25.0, 30.0)","(30.0, 35.0)",,GK
128,0.0,"(25.0, 30.0)","(35.0, 40.0)",,GK
129,0.0,"(25.0, 30.0)","(40.0, 45.0)",,GK
130,0.0,"(25.0, 30.0)","(45.0, 50.0)",,GK
131,0.0,"(25.0, 30.0)","(50.0, 55.0)",,GK
132,0.0,"(25.0, 30.0)","(55.0, 60.0)",,GK
133,0.0,"(25.0, 30.0)","(60.0, 65.0)",,GK
134,0.0,"(25.0, 30.0)","(65.0, 70.0)",,GK
135,0.0,"(25.0, 30.0)","(70.0, 75.0)",,GK
136,0.0,"(25.0, 30.0)","(75.0, 80.0)",,GK
137,0.0,"(25.0, 30.0)","(80.0, 85.0)",,GK
138,0.0,"(25.0, 30.0)","(85.0, 90.0)",,GK
139,0.0,"(25.0, 30.0)","(90.0, 95.0)",,GK
140,0.0,"(25.0, 30.0)","(95.0, 100.0)",,GK
141,0.0,"(25.0, 30.0)","(100.0, 105.0)",,GK
142,0.0,"(25.0, 30.0)","(105.0, 110.0)",,GK
143,0.0,"(25.0, 30.0)","(110.0, 115.0)",,GK
144,0.0,"(25.0, 30.0)","(115.0, 120.0)",,GK
145,0.0,"(30.0, 35.0)","(0.0, 5.0)",,GK
146,0.0,"(30.0, 35.0)","(5.0, 10.0)",,GK
147,0.0,"(30.0, 35.0)","(10.0, 15.0)",,GK
148,0.0,"(30.0, 35.0)","(15.0, 20.0)",,GK
149,0.0,"(30.0, 35.0)","(20.0, 25.0)",,GK
150,0.0,"(30.0, 35.0)","(25.0, 30.0)",,GK
151,0.0,"(30.0, 35.0)","(30.0, 35.0)",,GK
152,0.0,"(30.0, 35.0)","(35.0, 40.0)",,GK
153,0.0,"(30.0, 35.0)","(40.0, 45.0)",,GK
154,0.0,"(30.0, 35.0)","(45.0, 50.0)",,GK
155,0.0,"(30.0, 35.0)","(50.0, 55.0)",,GK
156,0.0,"(30.0, 35.0)","(55.0, 60.0)",,GK
157,0.0,"(30.0, 35.0)","(60.0, 65.0)",,GK
158,0.0,"(30.0, 35.0)","(65.0, 70.0)",,GK
159,0.0,"(30.0, 35.0)","(70.0, 75.0)",,GK
160,0.0,"(30.0, 35.0)","(75.0, 80.0)",,GK
161,0.0,"(30.0, 35.0)","(80.0, 85.0)",,GK
162,0.0,"(30.0, 35.0)","(85.0, 90.0)",,GK
163,0.0,"(30.0, 35.0)","(90.0, 95.0)",,GK
164,0.0,"(30.0, 35.0)","(95.0, 100.0)",,GK
165,0.0,"(30.0, 35.0)","(100.0, 105.0)",,GK
166,0.0,"(30.0, 35.0)","(105.0, 110.0)",,GK
167,0.0,"(30.0, 35.0)","(110.0, 115.0)",,GK
168,0.0,"(30.0, 35.0)","(115.0, 120.0)",,GK
169,0.0,"(35.0, 40.0)","(0.0, 5.0)",,GK
170,0.0,"(35.0, 40.0)","(5.0, 10.0)",,GK
171,0.0,"(35.0, 40.0)","(10.0, 15.0)",,GK
172,0.0,"(35.0, 40.0)","(15.0, 20.0)",,GK
173,0.0,"(35.0, 40.0)","(20.0, 25.0)",,GK
174,0.0,"(35.0, 40.0)","(25.0, 30.0)",,GK
175,0.0,"(35.0, 40.0)","(30.0, 35.0)",,GK
176,0.0,"(35.0, 40.0)","(35.0, 40.0)",,GK
177,0.0,"(35.0, 40.0)","(40.0, 45.0)",,GK
178,0.0,"(35.0, 40.0)","(45.0, 50.0)",,GK
179,0.0,"(35.0, 40.0)","(50.0, 55.0)",,GK
180,0.0,"(35.0, 40.0)","(55.0, 60.0)",,GK
181,0.0,"(35.0, 40.0)","(60.0, 65.0)",,GK
182,0.0,"(35.0, 40.0)","(65.0, 70.0)",,GK
183,0.0,"(35.0, 40.0)","(70.0, 75.0)",,GK
184,0.0,"(35.0, 40.0)","(75.0, 80.0)",,GK
185,0.0,"(35.0, 40.0)","(80.0, 85.0)",,GK
186,0.0,"(35.0, 40.0)","(85.0, 90.0)",,GK
187,0.0,"(35.0, 40.0)","(90.0, 95.0)",,GK
188,0.0,"(35.0, 40.0)","(95.0, 100.0)",,GK
189,0.0,"(35.0, 40.0)","(100.0, 105.0)",,GK
190,0.0,"(35.0, 40.0)","(105.0, 110.0)",,GK
191,0.0,"(35.0, 40.0)","(110.0, 115.0)",,GK
192,0.0,"(35.0, 40.0)","(115.0, 120.0)",,GK
193,0.0,"(40.0, 45.0)","(0.0, 5.0)",,GK
194,0.0,"(40.0, 45.0)","(5.0, 10.0)",,GK
195,0.0,"(40.0, 45.0)","(10.0, 15.0)",,GK
196,0.0,"(40.0, 45.0)","(15.0, 20.0)",,GK
197,0.0,"(40.0, 45.0)","(20.0, 25.0)",,GK
198,0.0,"(40.0, 45.0)","(25.0, 30.0)",,GK
199,0.0,"(40.0, 45.0)","(30.0, 35.0)",,GK
200,0.0,"(40.0, 45.0)","(35.0, 40.0)",,GK
201,0.0,"(40.0, 45.0)","(40.0, 45.0)",,GK
202,0.0,"(40.0, 45.0)","(45.0, 50.0)",,GK
203,0.0,"(40.0, 45.0)","(50.0, 55.0)",,GK
204,0.0,"(40.0, 45.0)","(55.0, 60.0)",,GK
205,0.0,"(40.0, 45.0)","(60.0, 65.0)",,GK
206,0.0,"(40.0, 45.0)","(65.0, 70.0)",,GK
207,0.0,"(40.0, 45.0)","(70.0, 75.0)",,GK
208,0.0,"(40.0, 45.0)","(75.0, 80.0)",,GK
209,0.0,"(40.0, 45.0)","(80.0, 85.0)",,GK
210,0.0,"(40.0, 45.0)","(85.0, 90.0)",,GK
211,0.0,"(40.0, 45.0)","(90.0, 95.0)",,GK
212,0.0,"(40.0, 45.0)","(95.0, 100.0)",,GK
213,0.0,"(40.0, 45.0)","(100.0, 105.0)",,GK
214,0.0,"(40.0, 45.0)","(105.0, 110.0)",,GK
215,0.0,"(40.0, 45.0)","(110.0, 115.0)",,GK
216,0.0,"(40.0, 45.0)","(115.0, 120.0)",,GK
217,0.0,"(45.0, 50.0)","(0.0, 5.0)",,GK
218,0.0,"(45.0, 50.0)","(5.0, 10.0)",,GK
219,0.0,"(45.0, 50.0)","(10.0, 15.0)",,GK
220,0.0,"(45.0, 50.0)","(15.0, 20.0)",,GK
221,0.0,"(45.0, 50.0)","(20.0, 25.0)",,GK
222,0.0,"(45.0, 50.0)","(25.0, 30.0)",,GK
223,0.0,"(45.0, 50.0)","(30.0, 35.0)",,GK
224,0.0,"(45.0, 50.0)","(35.0, 40.0)",,GK
225,0.0,"(45.0, 50.0)","(40.0, 45.0)",,GK
226,0.0,"(45.0, 50.0)","(45.0, 50.0)",,GK
227,0.0,"(45.0, 50.0)","(50.0, 55.0)",,GK
228,0.0,"(45.0, 50.0)","(55.0, 60.0)",,GK
229,0.0,"(45.0, 50.0)","(60.0, 65.0)",,GK
230,0.0,"(45.0, 50.0)","(65.0, 70.0)",,GK
231,0.0,"(45.0, 50.0)","(70.0, 75.0)",,GK
232,0.0,"(45.0, 50.0)","(75.0, 80.0)",,GK
233,0.0,"(45.0, 50.0)","(80.0, 85.0)",,GK
234,0.0,"(45.0, 50.0)","(85.0, 90.0)",,GK
235,0.0,"(45.0, 50.0)","(90.0, 95.0)",,GK
236,0.0,"(45.0, 50.0)","(95.0, 100.0)",,GK
237,0.0,"(45.0, 50.0)","(100.0, 105.0)",,GK
238,0.0,"(45.0, 50.0)","(105.0, 110.0)",,GK
239,0.0,"(45.0, 50.0)","(110.0, 115.0)",,GK
240,0.0,"(45.0, 50.0)","(115.0, 120.0)",,GK
241,0.0,"(50.0, 55.0)","(0.0, 5.0)",,GK
242,0.0,"(50.0, 55.0)","(5.0, 10.0)",,GK
243,0.0,"(50.0, 55.0)","(10.0, 15.0)",,GK
244,0.0,"(50.0, 55.0)","(15.0, 20.0)",,GK
245,0.0,"(50.0, 55.0)","(20.0, 25.0)",,GK
246,0.0,"(50.0, 55.0)","(25.0, 30.0)",,GK
247,0.0,"(50.0, 55.0)","(30.0, 35.0)",,GK
248,0.0,"(50.0, 55.0)","(35.0, 40.0)",,GK
249,0.0,"(50.0, 55.0)","(40.0, 45.0)",,GK
250,0.0,"(50.0, 55.0)","(45.0, 50.0)",,GK
251,0.0,"(50.0, 55.0)","(50.0, 55.0)",,GK
252,0.0,"(50.0, 55.0)","(55.0, 60.0)",,GK
253,0.0,"(50.0, 55.0)","(60.0, 65.0)",,GK
254,0.0,"(50.0, 55.0)","(65.0, 70.0)",,GK
255,0.0,"(50.0, 55.0)","(70.0, 75.0)",,GK
256,0.0,"(50.0, 55.0)","(75.0, 80.0)",,GK
257,0.0,"(50.0, 55.0)","(80.0, 85.0)",,GK
258,0.0,"(50.0, 55.0)","(85.0, 90.0)",,GK
259,0.0,"(50.0, 55.0)","(90.0, 95.0)",,GK
260,0.0,"(50.0, 55.0)","(95.0, 100.0)",,GK
261,0.0,"(50.0, 55.0)","(100.0, 105.0)",,GK
262,0.0,"(50.0, 55.0)","(105.0, 110.0)",,GK
263,0.0,"(50.0, 55.0)","(110.0, 115.0)",,GK
264,0.0,"(50.0, 55.0)","(115.0, 120.0)",,GK
265,0.0,"(55.0, 60.0)","(0.0, 5.0)",,GK
266,0.0,"(55.0, 60.0)","(5.0, 10.0)",,GK
267,0.0,"(55.0, 60.0)","(10.0, 15.0)",,GK
268,0.0,"(55.0, 60.0)","(15.0, 20.0)",,GK
269,0.0,"(55.0, 60.0)","(20.0, 25.0)",,GK
270,0.0,"(55.0, 60.0)","(25.0, 30.0)",,GK
271,0.0,"(55.0, 60.0)","(30.0, 35.0)",,GK
272,0.0,"(55.0, 60.0)","(35.0, 40.0)",,GK
273,0.0,"(55.0, 60.0)","(40.0, 45.0)",,GK
274,0.0,"(55.0, 60.0)","(45.0, 50.0)",,GK
275,0.0,"(55.0, 60.0)","(50.0, 55.0)",,GK
276,0.0,"(55.0, 60.0)","(55.0, 60.0)",,GK
277,0.0,"(55.0, 60.0)","(60.0, 65.0)",,GK
278,0.0,"(55.0, 60.0)","(65.0, 70.0)",,GK
279,0.0,"(55.0, 60.0)","(70.0, 75.0)",,GK
280,0.0,"(55.0, 60.0)","(75.0, 80.0)",,GK
281,0.0,"(55.0, 60.0)","(80.0, 85.0)",,GK
282,0.0,"(55.0, 60.0)","(85.0, 90.0)",,GK
283,0.0,"(55.0, 60.0)","(90.0, 95.0)",,GK
284,0.0,"(55.0, 60.0)","(95.0, 100.0)",,GK
285,0.0,"(55.0, 60.0)","(100.0, 105.0)",,GK
286,0.0,"(55.0, 60.0)","(105.0, 110.0)",,GK
287,0.0,"(55.0, 60.0)","(110.0, 115.0)",,GK
288,0.0,"(55.0, 60.0)","(115.0, 120.0)",,GK
289,0.0,"(60.0, 65.0)","(0.0, 5.0)",,GK
290,0.0,"(60.0, 65.0)","(5.0, 10.0)",,GK
291,0.0,"(60.0, 65.0)","(10.0, 15.0)",,GK
292,0.0,"(60.0, 65.0)","(15.0, 20.0)",,GK
293,0.0,"(60.0, 65.0)","(20.0, 25.0)",,GK
294,0.0,"(60.0, 65.0)","(25.0, 30.0)",,GK
295,0.0,"(60.0, 65.0)","(30.0, 35.0)",,GK
296,0.0,"(60.0, 65.0)","(35.0, 40.0)",,GK
297,0.0,"(60.0, 65.0)","(40.0, 45.0)",,GK
298,0.0,"(60.0, 65.0)","(45.0, 50.0)",,GK
299,0.0,"(60.0, 65.0)","(50.0, 55.0)",,GK
300,0.0,"(60.0, 65.0)","(55.0, 60.0)",,GK
301,0.0,"(60.0, 65.0)","(60.0, 65.0)",,GK
302,0.0,"(60.0, 65.0)","(65.0, 70.0)",,GK
303,0.0,"(60.0, 65.0)","(70.0, 75.0)",,GK
304,0.0,"(60.0, 65.0)","(75.0, 80.0)",,GK
305,0.0,"(60.0, 65.0)","(80.0, 85.0)",,GK
306,0.0,"(60.0, 65.0)","(85.0, 90.0)",,GK
307,0.0,"(60.0, 65.0)","(90.0, 95.0)",,GK
308,0.0,"(60.0, 65.0)","(95.0, 100.0)",,GK
309,0.0,"(60.0, 65.0)","(100.0, 105.0)",,GK
310,0.0,"(60.0, 65.0)","(105.0, 110.0)",,GK
311,0.0,"(60.0, 65.0)","(110.0, 115.0)",,GK
312,0.0,"(60.0, 65.0)","(115.0, 120.0)",,GK
313,0.0,"(65.0, 70.0)","(0.0, 5.0)",,GK
314,0.0,"(65.0, 70.0)","(5.0, 10.0)",,GK
315,0.0,"(65.0, 70.0)","(10.0, 15.0)",,GK
316,0.0,"(65.0, 70.0)","(15.0, 20.0)",,GK
317,0.0,"(65.0, 70.0)","(20.0, 25.0)",,GK
318,0.0,"(65.0, 70.0)","(25.0, 30.0)",,GK
319,0.0,"(65.0, 70.0)","(30.0, 35.0)",,GK
320,0.0,"(65.0, 70.0)","(35.0, 40.0)",,GK
321,0.0,"(65.0, 70.0)","(40.0, 45.0)",,GK
322,0.0,"(65.0, 70.0)","(45.0, 50.0)",,GK
323,0.0,"(65.0, 70.0)","(50.0, 55.0)",,GK
324,0.0,"(65.0, 70.0)","(55.0, 60.0)",,GK
325,0.0,"(65.0, 70.0)","(60.0, 65.0)",,GK
326,0.0,"(65.0, 70.0)","(65.0, 70.0)",,GK
327,0.0,"(65.0, 70.0)","(70.0, 75.0)",,GK
328,0.0,"(65.0, 70.0)","(75.0, 80.0)",,GK
329,0.0,"(65.0, 70.0)","(80.0, 85.0)",,GK
330,0.0,"(65.0, 70.0)","(85.0, 90.0)",,GK
331,0.0,"(65.0, 70.0)","(90.0, 95.0)",,GK
332,0.0,"(65.0, 70.0)","(95.0, 100.0)",,GK
333,0.0,"(65.0, 70.0)","(100.0, 105.0)",,GK
334,0.0,"(65.0, 70.0)","(105.0, 110.0)",,GK
335,0.0,"(65.0, 70.0)","(110.0, 115.0)",,GK
336,0.0,"(65.0, 70.0)","(115.0, 120.0)",,GK
337,0.0,"(70.0, 75.0)","(0.0, 5.0)",,GK
338,0.0,"(70.0, 75.0)","(5.0, 10.0)",,GK
339,0.0,"(70.0, 75.0)","(10.0, 15.0)",,GK
340,0.0,"(70.0, 75.0)","(15.0, 20.0)",,GK
341,0.0,"(70.0, 75.0)","(20.0, 25.0)",,GK
342,0.0,"(70.0, 75.0)","(25.0, 30.0)",,GK
343,0.0,"(70.0, 75.0)","(30.0, 35.0)",,GK
344,0.0,"(70.0, 75.0)","(35.0, 40.0)",,GK
345,0.0,"(70.0, 75.0)","(40.0, 45.0)",,GK
346,0.0,"(70.0, 75.0)","(45.0, 50.0)",,GK
347,0.0,"(70.0, 75.0)","(50.0, 55.0)",,GK
348,0.0,"(70.0, 75.0)","(55.0, 60.0)",,GK
349,0.0,"(70.0, 75.0)","(60.0, 65.0)",,GK
350,0.0,"(70.0, 75.0)","(65.0, 70.0)",,GK
351,0.0,"(70.0, 75.0)","(70.0, 75.0)",,GK
352,0.0,"(70.0, 75.0)","(75.0, 80.0)",,GK
353,0.0,"(70.0, 75.0)","(80.0, 85.0)",,GK
354,0.0,"(70.0, 75.0)","(85.0, 90.0)",,GK
355,0.0,"(70.0, 75.0)","(90.0, 95.0)",,GK
356,0.0,"(70.0, 75.0)","(95.0, 100.0)",,GK
357,0.0,"(70.0, 75.0)","(100.0, 105.0)",,GK
358,0.0,"(70.0, 75.0)","(105.0, 110.0)",,GK
359,0.0,"(70.0, 75.0)","(110.0, 115.0)",,GK
360,0.0,"(70.0, 75.0)","(115.0, 120.0)",,GK
361,0.0,"(75.0, 80.0)","(0.0, 5.0)",,GK
362,0.0,"(75.0, 80.0)","(5.0, 10.0)",,GK
363,0.0,"(75.0, 80.0)","(10.0, 15.0)",,GK
364,0.0,"(75.0, 80.0)","(15.0, 20.0)",,GK
365,0.0,"(75.0, 80.0)","(20.0, 25.0)",,GK
366,0.0,"(75.0, 80.0)","(25.0, 30.0)",,GK
367,0.0,"(75.0, 80.0)","(30.0, 35.0)",,GK
368,0.0,"(75.0, 80.0)","(35.0, 40.0)",,GK
369,0.0,"(75.0, 80.0)","(40.0, 45.0)",,GK
370,0.0,"(75.0, 80.0)","(45.0, 50.0)",,GK
371,0.0,"(75.0, 80.0)","(50.0, 55.0)",,GK
372,0.0,"(75.0, 80.0)","(55.0, 60.0)",,GK
373,0.0,"(75.0, 80.0)","(60.0, 65.0)",,GK
374,0.0,"(75.0, 80.0)","(65.0, 70.0)",,GK
375,0.0,"(75.0, 80.0)","(70.0, 75.0)",,GK
376,0.0,"(75.0, 80.0)","(75.0, 80.0)",,GK
377,0.0,"(75.0, 80.0)","(80.0, 85.0)",,GK
378,0.0,"(75.0, 80.0)","(85.0, 90.0)",,GK
379,0.0,"(75.0, 80.0)","(90.0, 95.0)",,GK
380,0.0,"(75.0, 80.0)","(95.0, 100.0)",,GK
381,0.0,"(75.0, 80.0)","(100.0, 105.0)",,GK
382,0.0,"(75.0, 80.0)","(105.0, 110.0)",,GK
383,0.0,"(75.0, 80.0)","(110.0, 115.0)",,GK
384,0.0,"(75.0, 80.0)","(115.0, 120.0)",,GK
1,0.0,"(0.0, 5.0)","(0.0, 5.0)",0.0,WBL
2,0.0,"(0.0, 5.0)","(5.0, 10.0)",0.0,WBL
3,0.0,"(0.0, 5.0)","(10.0, 15.0)",0.0,WBL
4,0.0,"(0.0, 5.0)","(15.0, 20.0)",0.0,WBL
5,0.0,"(0.0, 5.0)","(20.0, 25.0)",0.0,WBL
6,0.0,"(0.0, 5.0)","(25.0, 30.0)",0.0,WBL
7,0.0,"(0.0, 5.0)","(30.0, 35.0)",0.0,WBL
8,0.0,"(0.0, 5.0)","(35.0, 40.0)",0.0,WBL
9,0.0,"(0.0, 5.0)","(40.0, 45.0)",0.0,WBL
10,0.0,"(0.0, 5.0)","(45.0, 50.0)",0.0,WBL
11,0.0,"(0.0, 5.0)","(50.0, 55.0)",0.0,WBL
12,0.0,"(0.0, 5.0)","(55.0, 60.0)",0.0,WBL
13,0.0,"(0.0, 5.0)","(60.0, 65.0)",0.0,WBL
14,0.0,"(0.0, 5.0)","(65.0, 70.0)",0.0,WBL
15,0.0,"(0.0, 5.0)","(70.0, 75.0)",0.0,WBL
16,0.0,"(0.0, 5.0)","(75.0, 80.0)",0.0,WBL
17,0.0,"(0.0, 5.0)","(80.0, 85.0)",0.0,WBL
18,0.0,"(0.0, 5.0)","(85.0, 90.0)",0.0,WBL
19,0.0,"(0.0, 5.0)","(90.0, 95.0)",0.0,WBL
20,0.0,"(0.0, 5.0)","(95.0, 100.0)",0.0,WBL
21,0.0,"(0.0, 5.0)","(100.0, 105.0)",0.0,WBL
22,0.0,"(0.0, 5.0)","(105.0, 110.0)",0.0,WBL
23,0.0,"(0.0, 5.0)","(110.0, 115.0)",0.0,WBL
24,0.0,"(0.0, 5.0)","(115.0, 120.0)",0.0,WBL
25,0.0,"(5.0, 10.0)","(0.0, 5.0)",0.0,WBL
26,0.0,"(5.0, 10.0)","(5.0, 10.0)",0.0,WBL
27,0.0,"(5.0, 10.0)","(10.0, 15.0)",0.0,WBL
28,0.0,"(5.0, 10.0)","(15.0, 20.0)",0.0,WBL
29,0.0,"(5.0, 10.0)","(20.0, 25.0)",0.0,WBL
30,0.0,"(5.0, 10.0)","(25.0, 30.0)",0.0,WBL
31,0.0,"(5.0, 10.0)","(30.0, 35.0)",0.0,WBL
32,0.0,"(5.0, 10.0)","(35.0, 40.0)",0.0,WBL
33,0.0,"(5.0, 10.0)","(40.0, 45.0)",0.0,WBL
34,0.0,"(5.0, 10.0)","(45.0, 50.0)",0.0,WBL
35,0.0,"(5.0, 10.0)","(50.0, 55.0)",0.0,WBL
36,0.0,"(5.0, 10.0)","(55.0, 60.0)",0.0,WBL
