Pitch_Number,count,x_interval,y_interval,percentage,position
60,58.0,"(10.0, 15.0)","(55.0, 60.0)",0.006077116512992456,DC
61,56.0,"(10.0, 15.0)","(60.0, 65.0)",0.00586756077116513,DC
62,32.0,"(10.0, 15.0)","(65.0, 70.0)",0.003352891869237217,DC
63,25.0,"(10.0, 15.0)","(70.0, 75.0)",0.002619446772841576,DC
64,34.0,"(10.0, 15.0)","(75.0, 80.0)",0.003562447611064543,DC
65,17.0,"(10.0, 15.0)","(80.0, 85.0)",0.0017812238055322715,DC
66,11.0,"(10.0, 15.0)","(85.0, 90.0)",0.0011525565800502933,DC
67,3.0,"(10.0, 15.0)","(90.0, 95.0)",0.0003143336127409891,DC
68,1.0,"(10.0, 15.0)","(95.0, 100.0)",0.00010477787091366304,DC
69,1.0,"(10.0, 15.0)","(100.0, 105.0)",0.00010477787091366304,DC
70,0.0,"(10.0, 15.0)","(105.0, 110.0)",0.0,DC
71,0.0,"(10.0, 15.0)","(110.0, 115.0)",0.0,DC
72,0.0,"(10.0, 15.0)","(115.0, 120.0)",0.0,DC
73,6.0,"(15.0, 20.0)","(0.0, 5.0)",0.0006286672254819782,DC
74,16.0,"(15.0, 20.0)","(5.0, 10.0)",0.0016764459346186086,DC
75,16.0,"(15.0, 20.0)","(10.0, 15.0)",0.0016764459346186086,DC
76,17.0,"(15.0, 20.0)","(15.0, 20.0)",0.0017812238055322715,DC
77,47.0,"(15.0, 20.0)","(20.0, 25.0)",0.004924559932942163,DC
78,60.0,"(15.0, 20.0)","(25.0, 30.0)",0.006286672254819782,DC
79,59.0,"(15.0, 20.0)","(30.0, 35.0)",0.006181894383906119,DC
80,36.0,"(15.0, 20.0)","(35.0, 40.0)",0.0037720033528918693,DC
81,56.0,"(15.0, 20.0)","(40.0, 45.0)",0.00586756077116513,DC
82,52.0,"(15.0, 20.0)","(45.0, 50.0)",0.005448449287510477,DC
83,62.0,"(15.0, 20.0)","(50.0, 55.0)",0.006496227996647108,DC
84,71.0,"(15.0, 20.0)","(55.0, 60.0)",0.007439228834870076,DC
85,53.0,"(15.0, 20.0)","(60.0, 65.0)",0.005553227158424141,DC
86,53.0,"(15.0, 20.0)","(65.0, 70.0)",0.005553227158424141,DC
87,32.0,"(15.0, 20.0)","(70.0, 75.0)",0.003352891869237217,DC
88,25.0,"(15.0, 20.0)","(75.0, 80.0)",0.002619446772841576,DC
89,17.0,"(15.0, 20.0)","(80.0, 85.0)",0.0017812238055322715,DC
90,5.0,"(15.0, 20.0)","(85.0, 90.0)",0.0005238893545683152,DC
91,7.0,"(15.0, 20.0)","(90.0, 95.0)",0.0007334450963956412,DC
92,3.0,"(15.0, 20.0)","(95.0, 100.0)",0.0003143336127409891,DC
93,0.0,"(15.0, 20.0)","(100.0, 105.0)",0.0,DC
94,0.0,"(15.0, 20.0)","(105.0, 110.0)",0.0,DC
95,1.0,"(15.0, 20.0)","(110.0, 115.0)",0.00010477787091366304,DC
96,0.0,"(15.0, 20.0)","(115.0, 120.0)",0.0,DC
97,9.0,"(20.0, 25.0)","(0.0, 5.0)",0.0009430008382229673,DC
98,29.0,"(20.0, 25.0)","(5.0, 10.0)",0.003038558256496228,DC
99,65.0,"(20.0, 25.0)","(10.0, 15.0)",0.006810561609388097,DC
100,37.0,"(20.0, 25.0)","(15.0, 20.0)",0.0038767812238055324,DC
101,73.0,"(20.0, 25.0)","(20.0, 25.0)",0.007648784576697401,DC
102,60.0,"(20.0, 25.0)","(25.0, 30.0)",0.006286672254819782,DC
103,54.0,"(20.0, 25.0)","(30.0, 35.0)",0.005658005029337804,DC
104,53.0,"(20.0, 25.0)","(35.0, 40.0)",0.005553227158424141,DC
105,47.0,"(20.0, 25.0)","(40.0, 45.0)",0.004924559932942163,DC
106,68.0,"(20.0, 25.0)","(45.0, 50.0)",0.007124895222129086,DC
107,56.0,"(20.0, 25.0)","(50.0, 55.0)",0.00586756077116513,DC
108,63.0,"(20.0, 25.0)","(55.0, 60.0)",0.0066010058675607716,DC
109,61.0,"(20.0, 25.0)","(60.0, 65.0)",0.006391450125733445,DC
110,50.0,"(20.0, 25.0)","(65.0, 70.0)",0.005238893545683152,DC
111,40.0,"(20.0, 25.0)","(70.0, 75.0)",0.004191114836546521,DC
112,21.0,"(20.0, 25.0)","(75.0, 80.0)",0.002200335289186924,DC
113,9.0,"(20.0, 25.0)","(80.0, 85.0)",0.0009430008382229673,DC
114,7.0,"(20.0, 25.0)","(85.0, 90.0)",0.0007334450963956412,DC
115,0.0,"(20.0, 25.0)","(90.0, 95.0)",0.0,DC
116,1.0,"(20.0, 25.0)","(95.0, 100.0)",0.00010477787091366304,DC
117,2.0,"(20.0, 25.0)","(100.0, 105.0)",0.00020955574182732607,DC
118,0.0,"(20.0, 25.0)","(105.0, 110.0)",0.0,DC
119,2.0,"(20.0, 25.0)","(110.0, 115.0)",0.00020955574182732607,DC
120,1.0,"(20.0, 25.0)","(115.0, 120.0)",0.00010477787091366304,DC
121,6.0,"(25.0, 30.0)","(0.0, 5.0)",0.0006286672254819782,DC
122,26.0,"(25.0, 30.0)","(5.0, 10.0)",0.0027242246437552387,DC
123,39.0,"(25.0, 30.0)","(10.0, 15.0)",0.004086336965632859,DC
124,35.0,"(25.0, 30.0)","(15.0, 20.0)",0.003667225481978206,DC
125,60.0,"(25.0, 30.0)","(20.0, 25.0)",0.006286672254819782,DC
126,52.0,"(25.0, 30.0)","(25.0, 30.0)",0.005448449287510477,DC
127,65.0,"(25.0, 30.0)","(30.0, 35.0)",0.006810561609388097,DC
128,56.0,"(25.0, 30.0)","(35.0, 40.0)",0.00586756077116513,DC
129,56.0,"(25.0, 30.0)","(40.0, 45.0)",0.00586756077116513,DC
130,59.0,"(25.0, 30.0)","(45.0, 50.0)",0.006181894383906119,DC
131,63.0,"(25.0, 30.0)","(50.0, 55.0)",0.0066010058675607716,DC
132,49.0,"(25.0, 30.0)","(55.0, 60.0)",0.005134115674769488,DC
133,46.0,"(25.0, 30.0)","(60.0, 65.0)",0.004819782062028499,DC
134,38.0,"(25.0, 30.0)","(65.0, 70.0)",0.003981559094719195,DC
135,27.0,"(25.0, 30.0)","(70.0, 75.0)",0.002829002514668902,DC
136,13.0,"(25.0, 30.0)","(75.0, 80.0)",0.0013621123218776194,DC
137,8.0,"(25.0, 30.0)","(80.0, 85.0)",0.0008382229673093043,DC
138,1.0,"(25.0, 30.0)","(85.0, 90.0)",0.00010477787091366304,DC
139,1.0,"(25.0, 30.0)","(90.0, 95.0)",0.00010477787091366304,DC
140,0.0,"(25.0, 30.0)","(95.0, 100.0)",0.0,DC
141,1.0,"(25.0, 30.0)","(100.0, 105.0)",0.00010477787091366304,DC
142,3.0,"(25.0, 30.0)","(105.0, 110.0)",0.0003143336127409891,DC
143,1.0,"(25.0, 30.0)","(110.0, 115.0)",0.00010477787091366304,DC
144,0.0,"(25.0, 30.0)","(115.0, 120.0)",0.0,DC
145,2.0,"(30.0, 35.0)","(0.0, 5.0)",0.00020955574182732607,DC
146,20.0,"(30.0, 35.0)","(5.0, 10.0)",0.0020955574182732607,DC
147,21.0,"(30.0, 35.0)","(10.0, 15.0)",0.002200335289186924,DC
148,19.0,"(30.0, 35.0)","(15.0, 20.0)",0.0019907795473595976,DC
149,36.0,"(30.0, 35.0)","(20.0, 25.0)",0.0037720033528918693,DC
150,48.0,"(30.0, 35.0)","(25.0, 30.0)",0.005029337803855826,DC
151,42.0,"(30.0, 35.0)","(30.0, 35.0)",0.004400670578373848,DC
152,33.0,"(30.0, 35.0)","(35.0, 40.0)",0.0034576697401508803,DC
153,69.0,"(30.0, 35.0)","(40.0, 45.0)",0.0072296730930427495,DC
154,64.0,"(30.0, 35.0)","(45.0, 50.0)",0.006705783738474434,DC
155,57.0,"(30.0, 35.0)","(50.0, 55.0)",0.005972338642078793,DC
156,39.0,"(30.0, 35.0)","(55.0, 60.0)",0.004086336965632859,DC
157,54.0,"(30.0, 35.0)","(60.0, 65.0)",0.005658005029337804,DC
158,25.0,"(30.0, 35.0)","(65.0, 70.0)",0.002619446772841576,DC
159,20.0,"(30.0, 35.0)","(70.0, 75.0)",0.0020955574182732607,DC
160,16.0,"(30.0, 35.0)","(75.0, 80.0)",0.0016764459346186086,DC
161,5.0,"(30.0, 35.0)","(80.0, 85.0)",0.0005238893545683152,DC
162,4.0,"(30.0, 35.0)","(85.0, 90.0)",0.00041911148365465214,DC
163,2.0,"(30.0, 35.0)","(90.0, 95.0)",0.00020955574182732607,DC
164,1.0,"(30.0, 35.0)","(95.0, 100.0)",0.00010477787091366304,DC
165,1.0,"(30.0, 35.0)","(100.0, 105.0)",0.00010477787091366304,DC
166,4.0,"(30.0, 35.0)","(105.0, 110.0)",0.00041911148365465214,DC
167,2.0,"(30.0, 35.0)","(110.0, 115.0)",0.00020955574182732607,DC
168,1.0,"(30.0, 35.0)","(115.0, 120.0)",0.00010477787091366304,DC
169,0.0,"(35.0, 40.0)","(0.0, 5.0)",0.0,DC
170,47.0,"(35.0, 40.0)","(5.0, 10.0)",0.004924559932942163,DC
171,19.0,"(35.0, 40.0)","(10.0, 15.0)",0.0019907795473595976,DC
172,19.0,"(35.0, 40.0)","(15.0, 20.0)",0.0019907795473595976,DC
173,27.0,"(35.0, 40.0)","(20.0, 25.0)",0.002829002514668902,DC
174,44.0,"(35.0, 40.0)","(25.0, 30.0)",0.004610226320201173,DC
175,42.0,"(35.0, 40.0)","(30.0, 35.0)",0.004400670578373848,DC
176,51.0,"(35.0, 40.0)","(35.0, 40.0)",0.005343671416596815,DC
177,57.0,"(35.0, 40.0)","(40.0, 45.0)",0.005972338642078793,DC
178,42.0,"(35.0, 40.0)","(45.0, 50.0)",0.004400670578373848,DC
179,59.0,"(35.0, 40.0)","(50.0, 55.0)",0.006181894383906119,DC
180,43.0,"(35.0, 40.0)","(55.0, 60.0)",0.00450544844928751,DC
181,62.0,"(35.0, 40.0)","(60.0, 65.0)",0.006496227996647108,DC
182,34.0,"(35.0, 40.0)","(65.0, 70.0)",0.003562447611064543,DC
183,19.0,"(35.0, 40.0)","(70.0, 75.0)",0.0019907795473595976,DC
184,15.0,"(35.0, 40.0)","(75.0, 80.0)",0.0015716680637049454,DC
185,10.0,"(35.0, 40.0)","(80.0, 85.0)",0.0010477787091366304,DC
186,1.0,"(35.0, 40.0)","(85.0, 90.0)",0.00010477787091366304,DC
187,3.0,"(35.0, 40.0)","(90.0, 95.0)",0.0003143336127409891,DC
188,2.0,"(35.0, 40.0)","(95.0, 100.0)",0.00020955574182732607,DC
189,2.0,"(35.0, 40.0)","(100.0, 105.0)",0.00020955574182732607,DC
190,0.0,"(35.0, 40.0)","(105.0, 110.0)",0.0,DC
191,0.0,"(35.0, 40.0)","(110.0, 115.0)",0.0,DC
192,0.0,"(35.0, 40.0)","(115.0, 120.0)",0.0,DC
193,3.0,"(40.0, 45.0)","(0.0, 5.0)",0.0003143336127409891,DC
194,32.0,"(40.0, 45.0)","(5.0, 10.0)",0.003352891869237217,DC
195,27.0,"(40.0, 45.0)","(10.0, 15.0)",0.002829002514668902,DC
196,35.0,"(40.0, 45.0)","(15.0, 20.0)",0.003667225481978206,DC
197,38.0,"(40.0, 45.0)","(20.0, 25.0)",0.003981559094719195,DC
198,51.0,"(40.0, 45.0)","(25.0, 30.0)",0.005343671416596815,DC
199,37.0,"(40.0, 45.0)","(30.0, 35.0)",0.0038767812238055324,DC
200,63.0,"(40.0, 45.0)","(35.0, 40.0)",0.0066010058675607716,DC
201,75.0,"(40.0, 45.0)","(40.0, 45.0)",0.007858340318524728,DC
202,40.0,"(40.0, 45.0)","(45.0, 50.0)",0.004191114836546521,DC
203,62.0,"(40.0, 45.0)","(50.0, 55.0)",0.006496227996647108,DC
204,61.0,"(40.0, 45.0)","(55.0, 60.0)",0.006391450125733445,DC
205,66.0,"(40.0, 45.0)","(60.0, 65.0)",0.0069153394803017606,DC
206,28.0,"(40.0, 45.0)","(65.0, 70.0)",0.002933780385582565,DC
207,17.0,"(40.0, 45.0)","(70.0, 75.0)",0.0017812238055322715,DC
208,10.0,"(40.0, 45.0)","(75.0, 80.0)",0.0010477787091366304,DC
209,2.0,"(40.0, 45.0)","(80.0, 85.0)",0.00020955574182732607,DC
210,5.0,"(40.0, 45.0)","(85.0, 90.0)",0.0005238893545683152,DC
211,2.0,"(40.0, 45.0)","(90.0, 95.0)",0.00020955574182732607,DC
212,1.0,"(40.0, 45.0)","(95.0, 100.0)",0.00010477787091366304,DC
213,1.0,"(40.0, 45.0)","(100.0, 105.0)",0.00010477787091366304,DC
214,0.0,"(40.0, 45.0)","(105.0, 110.0)",0.0,DC
215,1.0,"(40.0, 45.0)","(110.0, 115.0)",0.00010477787091366304,DC
216,0.0,"(40.0, 45.0)","(115.0, 120.0)",0.0,DC
217,3.0,"(45.0, 50.0)","(0.0, 5.0)",0.0003143336127409891,DC
218,10.0,"(45.0, 50.0)","(5.0, 10.0)",0.0010477787091366304,DC
219,27.0,"(45.0, 50.0)","(10.0, 15.0)",0.002829002514668902,DC
220,25.0,"(45.0, 50.0)","(15.0, 20.0)",0.002619446772841576,DC
221,37.0,"(45.0, 50.0)","(20.0, 25.0)",0.0038767812238055324,DC
222,39.0,"(45.0, 50.0)","(25.0, 30.0)",0.004086336965632859,DC
223,45.0,"(45.0, 50.0)","(30.0, 35.0)",0.004715004191114837,DC
224,54.0,"(45.0, 50.0)","(35.0, 40.0)",0.005658005029337804,DC
225,54.0,"(45.0, 50.0)","(40.0, 45.0)",0.005658005029337804,DC
226,53.0,"(45.0, 50.0)","(45.0, 50.0)",0.005553227158424141,DC
227,48.0,"(45.0, 50.0)","(50.0, 55.0)",0.005029337803855826,DC
228,55.0,"(45.0, 50.0)","(55.0, 60.0)",0.005762782900251467,DC
229,55.0,"(45.0, 50.0)","(60.0, 65.0)",0.005762782900251467,DC
230,36.0,"(45.0, 50.0)","(65.0, 70.0)",0.0037720033528918693,DC
231,31.0,"(45.0, 50.0)","(70.0, 75.0)",0.003248113998323554,DC
232,17.0,"(45.0, 50.0)","(75.0, 80.0)",0.0017812238055322715,DC
233,8.0,"(45.0, 50.0)","(80.0, 85.0)",0.0008382229673093043,DC
234,3.0,"(45.0, 50.0)","(85.0, 90.0)",0.0003143336127409891,DC
235,1.0,"(45.0, 50.0)","(90.0, 95.0)",0.00010477787091366304,DC
236,1.0,"(45.0, 50.0)","(95.0, 100.0)",0.00010477787091366304,DC
237,0.0,"(45.0, 50.0)","(100.0, 105.0)",0.0,DC
238,4.0,"(45.0, 50.0)","(105.0, 110.0)",0.00041911148365465214,DC
239,2.0,"(45.0, 50.0)","(110.0, 115.0)",0.00020955574182732607,DC
240,0.0,"(45.0, 50.0)","(115.0, 120.0)",0.0,DC
241,9.0,"(50.0, 55.0)","(0.0, 5.0)",0.0009430008382229673,DC
242,24.0,"(50.0, 55.0)","(5.0, 10.0)",0.002514668901927913,DC
243,44.0,"(50.0, 55.0)","(10.0, 15.0)",0.004610226320201173,DC
244,31.0,"(50.0, 55.0)","(15.0, 20.0)",0.003248113998323554,DC
245,65.0,"(50.0, 55.0)","(20.0, 25.0)",0.006810561609388097,DC
246,71.0,"(50.0, 55.0)","(25.0, 30.0)",0.007439228834870076,DC
247,59.0,"(50.0, 55.0)","(30.0, 35.0)",0.006181894383906119,DC
248,37.0,"(50.0, 55.0)","(35.0, 40.0)",0.0038767812238055324,DC
249,71.0,"(50.0, 55.0)","(40.0, 45.0)",0.007439228834870076,DC
250,82.0,"(50.0, 55.0)","(45.0, 50.0)",0.008591785414920368,DC
251,62.0,"(50.0, 55.0)","(50.0, 55.0)",0.006496227996647108,DC
252,44.0,"(50.0, 55.0)","(55.0, 60.0)",0.004610226320201173,DC
253,43.0,"(50.0, 55.0)","(60.0, 65.0)",0.00450544844928751,DC
254,40.0,"(50.0, 55.0)","(65.0, 70.0)",0.004191114836546521,DC
255,30.0,"(50.0, 55.0)","(70.0, 75.0)",0.003143336127409891,DC
256,18.0,"(50.0, 55.0)","(75.0, 80.0)",0.0018860016764459346,DC
257,13.0,"(50.0, 55.0)","(80.0, 85.0)",0.0013621123218776194,DC
258,6.0,"(50.0, 55.0)","(85.0, 90.0)",0.0006286672254819782,DC
259,6.0,"(50.0, 55.0)","(90.0, 95.0)",0.0006286672254819782,DC
260,2.0,"(50.0, 55.0)","(95.0, 100.0)",0.00020955574182732607,DC
261,1.0,"(50.0, 55.0)","(100.0, 105.0)",0.00010477787091366304,DC
262,0.0,"(50.0, 55.0)","(105.0, 110.0)",0.0,DC
263,3.0,"(50.0, 55.0)","(110.0, 115.0)",0.0003143336127409891,DC
264,1.0,"(50.0, 55.0)","(115.0, 120.0)",0.00010477787091366304,DC
265,15.0,"(55.0, 60.0)","(0.0, 5.0)",0.0015716680637049454,DC
266,30.0,"(55.0, 60.0)","(5.0, 10.0)",0.003143336127409891,DC
267,37.0,"(55.0, 60.0)","(10.0, 15.0)",0.0038767812238055324,DC
268,34.0,"(55.0, 60.0)","(15.0, 20.0)",0.003562447611064543,DC
269,63.0,"(55.0, 60.0)","(20.0, 25.0)",0.0066010058675607716,DC
270,67.0,"(55.0, 60.0)","(25.0, 30.0)",0.007020117351215423,DC
271,52.0,"(55.0, 60.0)","(30.0, 35.0)",0.005448449287510477,DC
272,52.0,"(55.0, 60.0)","(35.0, 40.0)",0.005448449287510477,DC
273,63.0,"(55.0, 60.0)","(40.0, 45.0)",0.0066010058675607716,DC
274,73.0,"(55.0, 60.0)","(45.0, 50.0)",0.007648784576697401,DC
275,68.0,"(55.0, 60.0)","(50.0, 55.0)",0.007124895222129086,DC
276,46.0,"(55.0, 60.0)","(55.0, 60.0)",0.004819782062028499,DC
277,47.0,"(55.0, 60.0)","(60.0, 65.0)",0.004924559932942163,DC
278,34.0,"(55.0, 60.0)","(65.0, 70.0)",0.003562447611064543,DC
279,25.0,"(55.0, 60.0)","(70.0, 75.0)",0.002619446772841576,DC
280,16.0,"(55.0, 60.0)","(75.0, 80.0)",0.0016764459346186086,DC
281,15.0,"(55.0, 60.0)","(80.0, 85.0)",0.0015716680637049454,DC
282,7.0,"(55.0, 60.0)","(85.0, 90.0)",0.0007334450963956412,DC
283,10.0,"(55.0, 60.0)","(90.0, 95.0)",0.0010477787091366304,DC
284,2.0,"(55.0, 60.0)","(95.0, 100.0)",0.00020955574182732607,DC
285,1.0,"(55.0, 60.0)","(100.0, 105.0)",0.00010477787091366304,DC
286,3.0,"(55.0, 60.0)","(105.0, 110.0)",0.0003143336127409891,DC
287,2.0,"(55.0, 60.0)","(110.0, 115.0)",0.00020955574182732607,DC
288,2.0,"(55.0, 60.0)","(115.0, 120.0)",0.00020955574182732607,DC
289,10.0,"(60.0, 65.0)","(0.0, 5.0)",0.0010477787091366304,DC
290,20.0,"(60.0, 65.0)","(5.0, 10.0)",0.0020955574182732607,DC
291,21.0,"(60.0, 65.0)","(10.0, 15.0)",0.002200335289186924,DC
292,19.0,"(60.0, 65.0)","(15.0, 20.0)",0.0019907795473595976,DC
293,36.0,"(60.0, 65.0)","(20.0, 25.0)",0.0037720033528918693,DC
294,43.0,"(60.0, 65.0)","(25.0, 30.0)",0.00450544844928751,DC
295,48.0,"(60.0, 65.0)","(30.0, 35.0)",0.005029337803855826,DC
296,53.0,"(60.0, 65.0)","(35.0, 40.0)",0.005553227158424141,DC
297,52.0,"(60.0, 65.0)","(40.0, 45.0)",0.005448449287510477,DC
298,45.0,"(60.0, 65.0)","(45.0, 50.0)",0.004715004191114837,DC
299,47.0,"(60.0, 65.0)","(50.0, 55.0)",0.004924559932942163,DC
300,52.0,"(60.0, 65.0)","(55.0, 60.0)",0.005448449287510477,DC
301,46.0,"(60.0, 65.0)","(60.0, 65.0)",0.004819782062028499,DC
302,30.0,"(60.0, 65.0)","(65.0, 70.0)",0.003143336127409891,DC
303,27.0,"(60.0, 65.0)","(70.0, 75.0)",0.002829002514668902,DC
304,18.0,"(60.0, 65.0)","(75.0, 80.0)",0.0018860016764459346,DC
305,11.0,"(60.0, 65.0)","(80.0, 85.0)",0.0011525565800502933,DC
306,7.0,"(60.0, 65.0)","(85.0, 90.0)",0.0007334450963956412,DC
307,4.0,"(60.0, 65.0)","(90.0, 95.0)",0.00041911148365465214,DC
308,4.0,"(60.0, 65.0)","(95.0, 100.0)",0.00041911148365465214,DC
309,1.0,"(60.0, 65.0)","(100.0, 105.0)",0.00010477787091366304,DC
310,1.0,"(60.0, 65.0)","(105.0, 110.0)",0.00010477787091366304,DC
311,0.0,"(60.0, 65.0)","(110.0, 115.0)",0.0,DC
312,1.0,"(60.0, 65.0)","(115.0, 120.0)",0.00010477787091366304,DC
313,4.0,"(65.0, 70.0)","(0.0, 5.0)",0.00041911148365465214,DC
314,15.0,"(65.0, 70.0)","(5.0, 10.0)",0.0015716680637049454,DC
315,18.0,"(65.0, 70.0)","(10.0, 15.0)",0.0018860016764459346,DC
316,23.0,"(65.0, 70.0)","(15.0, 20.0)",0.0024098910310142497,DC
317,27.0,"(65.0, 70.0)","(20.0, 25.0)",0.002829002514668902,DC
318,36.0,"(65.0, 70.0)","(25.0, 30.0)",0.0037720033528918693,DC
319,45.0,"(65.0, 70.0)","(30.0, 35.0)",0.004715004191114837,DC
320,43.0,"(65.0, 70.0)","(35.0, 40.0)",0.00450544844928751,DC
321,43.0,"(65.0, 70.0)","(40.0, 45.0)",0.00450544844928751,DC
322,48.0,"(65.0, 70.0)","(45.0, 50.0)",0.005029337803855826,DC
323,45.0,"(65.0, 70.0)","(50.0, 55.0)",0.004715004191114837,DC
324,35.0,"(65.0, 70.0)","(55.0, 60.0)",0.003667225481978206,DC
325,47.0,"(65.0, 70.0)","(60.0, 65.0)",0.004924559932942163,DC
326,39.0,"(65.0, 70.0)","(65.0, 70.0)",0.004086336965632859,DC
327,24.0,"(65.0, 70.0)","(70.0, 75.0)",0.002514668901927913,DC
328,31.0,"(65.0, 70.0)","(75.0, 80.0)",0.003248113998323554,DC
329,15.0,"(65.0, 70.0)","(80.0, 85.0)",0.0015716680637049454,DC
330,14.0,"(65.0, 70.0)","(85.0, 90.0)",0.0014668901927912825,DC
331,8.0,"(65.0, 70.0)","(90.0, 95.0)",0.0008382229673093043,DC
332,1.0,"(65.0, 70.0)","(95.0, 100.0)",0.00010477787091366304,DC
333,2.0,"(65.0, 70.0)","(100.0, 105.0)",0.00020955574182732607,DC
334,1.0,"(65.0, 70.0)","(105.0, 110.0)",0.00010477787091366304,DC
335,1.0,"(65.0, 70.0)","(110.0, 115.0)",0.00010477787091366304,DC
336,4.0,"(65.0, 70.0)","(115.0, 120.0)",0.00041911148365465214,DC
337,11.0,"(70.0, 75.0)","(0.0, 5.0)",0.0011525565800502933,DC
338,12.0,"(70.0, 75.0)","(5.0, 10.0)",0.0012573344509639564,DC
339,25.0,"(70.0, 75.0)","(10.0, 15.0)",0.002619446772841576,DC
340,13.0,"(70.0, 75.0)","(15.0, 20.0)",0.0013621123218776194,DC
341,24.0,"(70.0, 75.0)","(20.0, 25.0)",0.002514668901927913,DC
342,35.0,"(70.0, 75.0)","(25.0, 30.0)",0.003667225481978206,DC
343,15.0,"(70.0, 75.0)","(30.0, 35.0)",0.0015716680637049454,DC
344,29.0,"(70.0, 75.0)","(35.0, 40.0)",0.003038558256496228,DC
345,46.0,"(70.0, 75.0)","(40.0, 45.0)",0.004819782062028499,DC
346,30.0,"(70.0, 75.0)","(45.0, 50.0)",0.003143336127409891,DC
347,38.0,"(70.0, 75.0)","(50.0, 55.0)",0.003981559094719195,DC
348,30.0,"(70.0, 75.0)","(55.0, 60.0)",0.003143336127409891,DC
349,38.0,"(70.0, 75.0)","(60.0, 65.0)",0.003981559094719195,DC
350,39.0,"(70.0, 75.0)","(65.0, 70.0)",0.004086336965632859,DC
351,30.0,"(70.0, 75.0)","(70.0, 75.0)",0.003143336127409891,DC
352,21.0,"(70.0, 75.0)","(75.0, 80.0)",0.002200335289186924,DC
353,22.0,"(70.0, 75.0)","(80.0, 85.0)",0.0023051131601005866,DC
354,13.0,"(70.0, 75.0)","(85.0, 90.0)",0.0013621123218776194,DC
355,9.0,"(70.0, 75.0)","(90.0, 95.0)",0.0009430008382229673,DC
356,6.0,"(70.0, 75.0)","(95.0, 100.0)",0.0006286672254819782,DC
357,1.0,"(70.0, 75.0)","(100.0, 105.0)",0.00010477787091366304,DC
358,2.0,"(70.0, 75.0)","(105.0, 110.0)",0.00020955574182732607,DC
359,1.0,"(70.0, 75.0)","(110.0, 115.0)",0.00010477787091366304,DC
360,1.0,"(70.0, 75.0)","(115.0, 120.0)",0.00010477787091366304,DC
361,4.0,"(75.0, 80.0)","(0.0, 5.0)",0.00041911148365465214,DC
362,6.0,"(75.0, 80.0)","(5.0, 10.0)",0.0006286672254819782,DC
363,17.0,"(75.0, 80.0)","(10.0, 15.0)",0.0017812238055322715,DC
364,12.0,"(75.0, 80.0)","(15.0, 20.0)",0.0012573344509639564,DC
365,19.0,"(75.0, 80.0)","(20.0, 25.0)",0.0019907795473595976,DC
366,16.0,"(75.0, 80.0)","(25.0, 30.0)",0.0016764459346186086,DC
367,21.0,"(75.0, 80.0)","(30.0, 35.0)",0.002200335289186924,DC
368,18.0,"(75.0, 80.0)","(35.0, 40.0)",0.0018860016764459346,DC
369,22.0,"(75.0, 80.0)","(40.0, 45.0)",0.0023051131601005866,DC
370,15.0,"(75.0, 80.0)","(45.0, 50.0)",0.0015716680637049454,DC
371,10.0,"(75.0, 80.0)","(50.0, 55.0)",0.0010477787091366304,DC
372,20.0,"(75.0, 80.0)","(55.0, 60.0)",0.0020955574182732607,DC
373,15.0,"(75.0, 80.0)","(60.0, 65.0)",0.0015716680637049454,DC
374,15.0,"(75.0, 80.0)","(65.0, 70.0)",0.0015716680637049454,DC
375,9.0,"(75.0, 80.0)","(70.0, 75.0)",0.0009430008382229673,DC
376,10.0,"(75.0, 80.0)","(75.0, 80.0)",0.0010477787091366304,DC
377,8.0,"(75.0, 80.0)","(80.0, 85.0)",0.0008382229673093043,DC
378,7.0,"(75.0, 80.0)","(85.0, 90.0)",0.0007334450963956412,DC
379,10.0,"(75.0, 80.0)","(90.0, 95.0)",0.0010477787091366304,DC
380,6.0,"(75.0, 80.0)","(95.0, 100.0)",0.0006286672254819782,DC
381,1.0,"(75.0, 80.0)","(100.0, 105.0)",0.00010477787091366304,DC
382,0.0,"(75.0, 80.0)","(105.0, 110.0)",0.0,DC
383,0.0,"(75.0, 80.0)","(110.0, 115.0)",0.0,DC
384,3.0,"(75.0, 80.0)","(115.0, 120.0)",0.0003143336127409891,DC
1,1.0,"(0.0, 5.0)","(0.0, 5.0)",0.0005977286312014345,GK
2,0.0,"(0.0, 5.0)","(5.0, 10.0)",0.0,GK
3,1.0,"(0.0, 5.0)","(10.0, 15.0)",0.0005977286312014345,GK
4,1.0,"(0.0, 5.0)","(15.0, 20.0)",0.0005977286312014345,GK
5,0.0,"(0.0, 5.0)","(20.0, 25.0)",0.0,GK
6,0.0,"(0.0, 5.0)","(25.0, 30.0)",0.0,GK
7,0.0,"(0.0, 5.0)","(30.0, 35.0)",0.0,GK
8,0.0,"(0.0, 5.0)","(35.0, 40.0)",0.0,GK
9,0.0,"(0.0, 5.0)","(40.0, 45.0)",0.0,GK
10,0.0,"(0.0, 5.0)","(45.0, 50.0)",0.0,GK
11,0.0,"(0.0, 5.0)","(50.0, 55.0)",0.0,GK
12,0.0,"(0.0, 5.0)","(55.0, 60.0)",0.0,GK
13,0.0,"(0.0, 5.0)","(60.0, 65.0)",0.0,GK
14,0.0,"(0.0, 5.0)","(65.0, 70.0)",0.0,GK
15,0.0,"(0.0, 5.0)","(70.0, 75.0)",0.0,GK
16,0.0,"(0.0, 5.0)","(75.0, 80.0)",0.0,GK
