Pitch_Number,count,x_interval,y_interval,percentage,position,action,prob
12,0.0,"(0.0, 5.0)","(55.0, 60.0)",0.0,GK,Pass,0.0
13,0.0,"(0.0, 5.0)","(60.0, 65.0)",0.0,GK,Pass,0.0
14,0.0,"(0.0, 5.0)","(65.0, 70.0)",0.0,GK,Pass,0.0
15,0.0,"(0.0, 5.0)","(70.0, 75.0)",0.0,GK,Pass,0.0
16,0.0,"(0.0, 5.0)","(75.0, 80.0)",0.0,GK,Pass,0.0
17,0.0,"(0.0, 5.0)","(80.0, 85.0)",0.0,GK,Pass,0.0
18,0.0,"(0.0, 5.0)","(85.0, 90.0)",0.0,GK,Pass,0.0
19,0.0,"(0.0, 5.0)","(90.0, 95.0)",0.0,GK,Pass,0.0
20,0.0,"(0.0, 5.0)","(95.0, 100.0)",0.0,GK,Pass,0.0
21,0.0,"(0.0, 5.0)","(100.0, 105.0)",0.0,GK,Pass,0.0
22,0.0,"(0.0, 5.0)","(105.0, 110.0)",0.0,GK,Pass,0.0
23,0.0,"(0.0, 5.0)","(110.0, 115.0)",0.0,GK,Pass,0.0
24,0.0,"(0.0, 5.0)","(115.0, 120.0)",0.0,GK,Pass,0.0
25,0.0,"(5.0, 10.0)","(0.0, 5.0)",0.0,GK,Pass,0.0
26,2.0,"(5.0, 10.0)","(5.0, 10.0)",0.001195457262402869,GK,Pass,0.001195457262402869
27,1.0,"(5.0, 10.0)","(10.0, 15.0)",0.0005977286312014345,GK,Pass,0.0005977286312014345
28,0.0,"(5.0, 10.0)","(15.0, 20.0)",0.0,GK,Pass,0.0
29,0.0,"(5.0, 10.0)","(20.0, 25.0)",0.0,GK,Pass,0.0
30,1.0,"(5.0, 10.0)","(25.0, 30.0)",0.0005977286312014345,GK,Pass,0.0005977286312014345
31,0.0,"(5.0, 10.0)","(30.0, 35.0)",0.0,GK,Pass,0.0
32,0.0,"(5.0, 10.0)","(35.0, 40.0)",0.0,GK,Pass,0.0
33,0.0,"(5.0, 10.0)","(40.0, 45.0)",0.0,GK,Pass,0.0
34,0.0,"(5.0, 10.0)","(45.0, 50.0)",0.0,GK,Pass,0.0
35,0.0,"(5.0, 10.0)","(50.0, 55.0)",0.0,GK,Pass,0.0
36,0.0,"(5.0, 10.0)","(55.0, 60.0)",0.0,GK,Pass,0.0
37,0.0,"(5.0, 10.0)","(60.0, 65.0)",0.0,GK,Pass,0.0
38,0.0,"(5.0, 10.0)","(65.0, 70.0)",0.0,GK,Pass,0.0
39,0.0,"(5.0, 10.0)","(70.0, 75.0)",0.0,GK,Pass,0.0
40,0.0,"(5.0, 10.0)","(75.0, 80.0)",0.0,GK,Pass,0.0
41,0.0,"(5.0, 10.0)","(80.0, 85.0)",0.0,GK,Pass,0.0
42,0.0,"(5.0, 10.0)","(85.0, 90.0)",0.0,GK,Pass,0.0
43,0.0,"(5.0, 10.0)","(90.0, 95.0)",0.0,GK,Pass,0.0
44,0.0,"(5.0, 10.0)","(95.0, 100.0)",0.0,GK,Pass,0.0
45,0.0,"(5.0, 10.0)","(100.0, 105.0)",0.0,GK,Pass,0.0
46,0.0,"(5.0, 10.0)","(105.0, 110.0)",0.0,GK,Pass,0.0
47,0.0,"(5.0, 10.0)","(110.0, 115.0)",0.0,GK,Pass,0.0
48,0.0,"(5.0, 10.0)","(115.0, 120.0)",0.0,GK,Pass,0.0
49,0.0,"(10.0, 15.0)","(0.0, 5.0)",0.0,GK,Pass,0.0
50,3.0,"(10.0, 15.0)","(5.0, 10.0)",0.0017931858936043037,GK,Pass,0.0017931858936043037
51,0.0,"(10.0, 15.0)","(10.0, 15.0)",0.0,GK,Pass,0.0
52,2.0,"(10.0, 15.0)","(15.0, 20.0)",0.001195457262402869,GK,Pass,0.001195457262402869
53,0.0,"(10.0, 15.0)","(20.0, 25.0)",0.0,GK,Pass,0.0
54,0.0,"(10.0, 15.0)","(25.0, 30.0)",0.0,GK,Pass,0.0
55,0.0,"(10.0, 15.0)","(30.0, 35.0)",0.0,GK,Pass,0.0
56,0.0,"(10.0, 15.0)","(35.0, 40.0)",0.0,GK,Pass,0.0
57,0.0,"(10.0, 15.0)","(40.0, 45.0)",0.0,GK,Pass,0.0
58,0.0,"(10.0, 15.0)","(45.0, 50.0)",0.0,GK,Pass,0.0
59,0.0,"(10.0, 15.0)","(50.0, 55.0)",0.0,GK,Pass,0.0
60,0.0,"(10.0, 15.0)","(55.0, 60.0)",0.0,GK,Pass,0.0
61,0.0,"(10.0, 15.0)","(60.0, 65.0)",0.0,GK,Pass,0.0
62,0.0,"(10.0, 15.0)","(65.0, 70.0)",0.0,GK,Pass,0.0
63,0.0,"(10.0, 15.0)","(70.0, 75.0)",0.0,GK,Pass,0.0
64,0.0,"(10.0, 15.0)","(75.0, 80.0)",0.0,GK,Pass,0.0
65,0.0,"(10.0, 15.0)","(80.0, 85.0)",0.0,GK,Pass,0.0
66,0.0,"(10.0, 15.0)","(85.0, 90.0)",0.0,GK,Pass,0.0
67,0.0,"(10.0, 15.0)","(90.0, 95.0)",0.0,GK,Pass,0.0
68,0.0,"(10.0, 15.0)","(95.0, 100.0)",0.0,GK,Pass,0.0
69,0.0,"(10.0, 15.0)","(100.0, 105.0)",0.0,GK,Pass,0.0
70,0.0,"(10.0, 15.0)","(105.0, 110.0)",0.0,GK,Pass,0.0
71,0.0,"(10.0, 15.0)","(110.0, 115.0)",0.0,GK,Pass,0.0
72,0.0,"(10.0, 15.0)","(115.0, 120.0)",0.0,GK,Pass,0.0
73,0.0,"(15.0, 20.0)","(0.0, 5.0)",0.0,GK,Pass,0.0
74,1.0,"(15.0, 20.0)","(5.0, 10.0)",0.0005977286312014345,GK,Pass,0.0005977286312014345
75,0.0,"(15.0, 20.0)","(10.0, 15.0)",0.0,GK,Pass,0.0
76,1.0,"(15.0, 20.0)","(15.0, 20.0)",0.0005977286312014345,GK,Pass,0.0005977286312014345
77,3.0,"(15.0, 20.0)","(20.0, 25.0)",0.0017931858936043037,GK,Pass,0.0017931858936043037
78,1.0,"(15.0, 20.0)","(25.0, 30.0)",0.0005977286312014345,GK,Pass,0.0005977286312014345
79,1.0,"(15.0, 20.0)","(30.0, 35.0)",0.0005977286312014345,GK,Pass,0.0005977286312014345
80,0.0,"(15.0, 20.0)","(35.0, 40.0)",0.0,GK,Pass,0.0
81,0.0,"(15.0, 20.0)","(40.0, 45.0)",0.0,GK,Pass,0.0
82,0.0,"(15.0, 20.0)","(45.0, 50.0)",0.0,GK,Pass,0.0
83,0.0,"(15.0, 20.0)","(50.0, 55.0)",0.0,GK,Pass,0.0
84,0.0,"(15.0, 20.0)","(55.0, 60.0)",0.0,GK,Pass,0.0
85,0.0,"(15.0, 20.0)","(60.0, 65.0)",0.0,GK,Pass,0.0
86,0.0,"(15.0, 20.0)","(65.0, 70.0)",0.0,GK,Pass,0.0
87,0.0,"(15.0, 20.0)","(70.0, 75.0)",0.0,GK,Pass,0.0
88,0.0,"(15.0, 20.0)","(75.0, 80.0)",0.0,GK,Pass,0.0
89,0.0,"(15.0, 20.0)","(80.0, 85.0)",0.0,GK,Pass,0.0
90,0.0,"(15.0, 20.0)","(85.0, 90.0)",0.0,GK,Pass,0.0
91,0.0,"(15.0, 20.0)","(90.0, 95.0)",0.0,GK,Pass,0.0
92,0.0,"(15.0, 20.0)","(95.0, 100.0)",0.0,GK,Pass,0.0
93,0.0,"(15.0, 20.0)","(100.0, 105.0)",0.0,GK,Pass,0.0
94,0.0,"(15.0, 20.0)","(105.0, 110.0)",0.0,GK,Pass,0.0
95,0.0,"(15.0, 20.0)","(110.0, 115.0)",0.0,GK,Pass,0.0
96,0.0,"(15.0, 20.0)","(115.0, 120.0)",0.0,GK,Pass,0.0
97,7.0,"(20.0, 25.0)","(0.0, 5.0)",0.0041841004184100415,GK,Pass,0.0041841004184100415
98,4.0,"(20.0, 25.0)","(5.0, 10.0)",0.002390914524805738,GK,Pass,0.002390914524805738
99,7.0,"(20.0, 25.0)","(10.0, 15.0)",0.0041841004184100415,GK,Pass,0.0041841004184100415
100,3.0,"(20.0, 25.0)","(15.0, 20.0)",0.0017931858936043037,GK,Pass,0.0017931858936043037
101,3.0,"(20.0, 25.0)","(20.0, 25.0)",0.0017931858936043037,GK,Pass,0.0017931858936043037
102,0.0,"(20.0, 25.0)","(25.0, 30.0)",0.0,GK,Pass,0.0
103,0.0,"(20.0, 25.0)","(30.0, 35.0)",0.0,GK,Pass,0.0
104,0.0,"(20.0, 25.0)","(35.0, 40.0)",0.0,GK,Pass,0.0
105,0.0,"(20.0, 25.0)","(40.0, 45.0)",0.0,GK,Pass,0.0
106,0.0,"(20.0, 25.0)","(45.0, 50.0)",0.0,GK,Pass,0.0
107,0.0,"(20.0, 25.0)","(50.0, 55.0)",0.0,GK,Pass,0.0
108,0.0,"(20.0, 25.0)","(55.0, 60.0)",0.0,GK,Pass,0.0
109,0.0,"(20.0, 25.0)","(60.0, 65.0)",0.0,GK,Pass,0.0
110,0.0,"(20.0, 25.0)","(65.0, 70.0)",0.0,GK,Pass,0.0
111,0.0,"(20.0, 25.0)","(70.0, 75.0)",0.0,GK,Pass,0.0
112,0.0,"(20.0, 25.0)","(75.0, 80.0)",0.0,GK,Pass,0.0
113,0.0,"(20.0, 25.0)","(80.0, 85.0)",0.0,GK,Pass,0.0
114,0.0,"(20.0, 25.0)","(85.0, 90.0)",0.0,GK,Pass,0.0
115,0.0,"(20.0, 25.0)","(90.0, 95.0)",0.0,GK,Pass,0.0
116,0.0,"(20.0, 25.0)","(95.0, 100.0)",0.0,GK,Pass,0.0
117,0.0,"(20.0, 25.0)","(100.0, 105.0)",0.0,GK,Pass,0.0
118,0.0,"(20.0, 25.0)","(105.0, 110.0)",0.0,GK,Pass,0.0
119,0.0,"(20.0, 25.0)","(110.0, 115.0)",0.0,GK,Pass,0.0
120,0.0,"(20.0, 25.0)","(115.0, 120.0)",0.0,GK,Pass,0.0
121,6.0,"(25.0, 30.0)","(0.0, 5.0)",0.0035863717872086074,GK,Pass,0.0035863717872086074
122,19.0,"(25.0, 30.0)","(5.0, 10.0)",0.011356843992827256,GK,Pass,0.011356843992827256
123,21.0,"(25.0, 30.0)","(10.0, 15.0)",0.012552301255230125,GK,Pass,0.012552301255230125
124,13.0,"(25.0, 30.0)","(15.0, 20.0)",0.007770472205618649,GK,Pass,0.007770472205618649
125,6.0,"(25.0, 30.0)","(20.0, 25.0)",0.0035863717872086074,GK,Pass,0.0035863717872086074
126,4.0,"(25.0, 30.0)","(25.0, 30.0)",0.002390914524805738,GK,Pass,0.002390914524805738
127,1.0,"(25.0, 30.0)","(30.0, 35.0)",0.0005977286312014345,GK,Pass,0.0005977286312014345
128,0.0,"(25.0, 30.0)","(35.0, 40.0)",0.0,GK,Pass,0.0
129,1.0,"(25.0, 30.0)","(40.0, 45.0)",0.0005977286312014345,GK,Pass,0.0005977286312014345
130,1.0,"(25.0, 30.0)","(45.0, 50.0)",0.0005977286312014345,GK,Pass,0.0005977286312014345
131,0.0,"(25.0, 30.0)","(50.0, 55.0)",0.0,GK,Pass,0.0
132,0.0,"(25.0, 30.0)","(55.0, 60.0)",0.0,GK,Pass,0.0
133,0.0,"(25.0, 30.0)","(60.0, 65.0)",0.0,GK,Pass,0.0
134,0.0,"(25.0, 30.0)","(65.0, 70.0)",0.0,GK,Pass,0.0
135,0.0,"(25.0, 30.0)","(70.0, 75.0)",0.0,GK,Pass,0.0
136,0.0,"(25.0, 30.0)","(75.0, 80.0)",0.0,GK,Pass,0.0
137,0.0,"(25.0, 30.0)","(80.0, 85.0)",0.0,GK,Pass,0.0
138,0.0,"(25.0, 30.0)","(85.0, 90.0)",0.0,GK,Pass,0.0
139,0.0,"(25.0, 30.0)","(90.0, 95.0)",0.0,GK,Pass,0.0
140,0.0,"(25.0, 30.0)","(95.0, 100.0)",0.0,GK,Pass,0.0
141,0.0,"(25.0, 30.0)","(100.0, 105.0)",0.0,GK,Pass,0.0
142,0.0,"(25.0, 30.0)","(105.0, 110.0)",0.0,GK,Pass,0.0
143,0.0,"(25.0, 30.0)","(110.0, 115.0)",0.0,GK,Pass,0.0
144,0.0,"(25.0, 30.0)","(115.0, 120.0)",0.0,GK,Pass,0.0
145,22.0,"(30.0, 35.0)","(0.0, 5.0)",0.01315002988643156,GK,Pass,0.01315002988643156
146,55.0,"(30.0, 35.0)","(5.0, 10.0)",0.0328750747160789,GK,Pass,0.0328750747160789
147,65.0,"(30.0, 35.0)","(10.0, 15.0)",0.038852361028093245,GK,Pass,0.038852361028093245
148,13.0,"(30.0, 35.0)","(15.0, 20.0)",0.007770472205618649,GK,Pass,0.007770472205618649
149,9.0,"(30.0, 35.0)","(20.0, 25.0)",0.005379557680812911,GK,Pass,0.005379557680812911
150,4.0,"(30.0, 35.0)","(25.0, 30.0)",0.002390914524805738,GK,Pass,0.002390914524805738
151,2.0,"(30.0, 35.0)","(30.0, 35.0)",0.001195457262402869,GK,Pass,0.001195457262402869
152,1.0,"(30.0, 35.0)","(35.0, 40.0)",0.0005977286312014345,GK,Pass,0.0005977286312014345
153,1.0,"(30.0, 35.0)","(40.0, 45.0)",0.0005977286312014345,GK,Pass,0.0005977286312014345
154,0.0,"(30.0, 35.0)","(45.0, 50.0)",0.0,GK,Pass,0.0
155,0.0,"(30.0, 35.0)","(50.0, 55.0)",0.0,GK,Pass,0.0
156,0.0,"(30.0, 35.0)","(55.0, 60.0)",0.0,GK,Pass,0.0
157,0.0,"(30.0, 35.0)","(60.0, 65.0)",0.0,GK,Pass,0.0
158,0.0,"(30.0, 35.0)","(65.0, 70.0)",0.0,GK,Pass,0.0
159,0.0,"(30.0, 35.0)","(70.0, 75.0)",0.0,GK,Pass,0.0
160,0.0,"(30.0, 35.0)","(75.0, 80.0)",0.0,GK,Pass,0.0
161,0.0,"(30.0, 35.0)","(80.0, 85.0)",0.0,GK,Pass,0.0
162,0.0,"(30.0, 35.0)","(85.0, 90.0)",0.0,GK,Pass,0.0
163,0.0,"(30.0, 35.0)","(90.0, 95.0)",0.0,GK,Pass,0.0
164,0.0,"(30.0, 35.0)","(95.0, 100.0)",0.0,GK,Pass,0.0
165,0.0,"(30.0, 35.0)","(100.0, 105.0)",0.0,GK,Pass,0.0
166,0.0,"(30.0, 35.0)","(105.0, 110.0)",0.0,GK,Pass,0.0
167,0.0,"(30.0, 35.0)","(110.0, 115.0)",0.0,GK,Pass,0.0
168,0.0,"(30.0, 35.0)","(115.0, 120.0)",0.0,GK,Pass,0.0
169,43.0,"(35.0, 40.0)","(0.0, 5.0)",0.025702331141661684,GK,Pass,0.025702331141661684
170,284.0,"(35.0, 40.0)","(5.0, 10.0)",0.16975493126120741,GK,Pass,0.16975493126120741
171,79.0,"(35.0, 40.0)","(10.0, 15.0)",0.04722056186491333,GK,Pass,0.04722056186491333
172,37.0,"(35.0, 40.0)","(15.0, 20.0)",0.02211595935445308,GK,Pass,0.02211595935445308
173,23.0,"(35.0, 40.0)","(20.0, 25.0)",0.013747758517632994,GK,Pass,0.013747758517632994
174,9.0,"(35.0, 40.0)","(25.0, 30.0)",0.005379557680812911,GK,Pass,0.005379557680812911
175,2.0,"(35.0, 40.0)","(30.0, 35.0)",0.001195457262402869,GK,Pass,0.001195457262402869
176,3.0,"(35.0, 40.0)","(35.0, 40.0)",0.0017931858936043037,GK,Pass,0.0017931858936043037
177,2.0,"(35.0, 40.0)","(40.0, 45.0)",0.001195457262402869,GK,Pass,0.001195457262402869
178,0.0,"(35.0, 40.0)","(45.0, 50.0)",0.0,GK,Pass,0.0
179,0.0,"(35.0, 40.0)","(50.0, 55.0)",0.0,GK,Pass,0.0
180,0.0,"(35.0, 40.0)","(55.0, 60.0)",0.0,GK,Pass,0.0
181,0.0,"(35.0, 40.0)","(60.0, 65.0)",0.0,GK,Pass,0.0
182,0.0,"(35.0, 40.0)","(65.0, 70.0)",0.0,GK,Pass,0.0
183,0.0,"(35.0, 40.0)","(70.0, 75.0)",0.0,GK,Pass,0.0
184,0.0,"(35.0, 40.0)","(75.0, 80.0)",0.0,GK,Pass,0.0
185,0.0,"(35.0, 40.0)","(80.0, 85.0)",0.0,GK,Pass,0.0
186,0.0,"(35.0, 40.0)","(85.0, 90.0)",0.0,GK,Pass,0.0
187,0.0,"(35.0, 40.0)","(90.0, 95.0)",0.0,GK,Pass,0.0
188,0.0,"(35.0, 40.0)","(95.0, 100.0)",0.0,GK,Pass,0.0
189,0.0,"(35.0, 40.0)","(100.0, 105.0)",0.0,GK,Pass,0.0
190,0.0,"(35.0, 40.0)","(105.0, 110.0)",0.0,GK,Pass,0.0
191,0.0,"(35.0, 40.0)","(110.0, 115.0)",0.0,GK,Pass,0.0
192,0.0,"(35.0, 40.0)","(115.0, 120.0)",0.0,GK,Pass,0.0
193,47.0,"(40.0, 45.0)","(0.0, 5.0)",0.028093245666467422,GK,Pass,0.028093245666467422
194,351.0,"(40.0, 45.0)","(5.0, 10.0)",0.20980274955170353,GK,Pass,0.20980274955170353
195,110.0,"(40.0, 45.0)","(10.0, 15.0)",0.0657501494321578,GK,Pass,0.0657501494321578
196,44.0,"(40.0, 45.0)","(15.0, 20.0)",0.02630005977286312,GK,Pass,0.02630005977286312
197,13.0,"(40.0, 45.0)","(20.0, 25.0)",0.007770472205618649,GK,Pass,0.007770472205618649
198,7.0,"(40.0, 45.0)","(25.0, 30.0)",0.0041841004184100415,GK,Pass,0.0041841004184100415
199,2.0,"(40.0, 45.0)","(30.0, 35.0)",0.001195457262402869,GK,Pass,0.001195457262402869
200,0.0,"(40.0, 45.0)","(35.0, 40.0)",0.0,GK,Pass,0.0
201,1.0,"(40.0, 45.0)","(40.0, 45.0)",0.0005977286312014345,GK,Pass,0.0005977286312014345
202,0.0,"(40.0, 45.0)","(45.0, 50.0)",0.0,GK,Pass,0.0
203,0.0,"(40.0, 45.0)","(50.0, 55.0)",0.0,GK,Pass,0.0
204,0.0,"(40.0, 45.0)","(55.0, 60.0)",0.0,GK,Pass,0.0
205,0.0,"(40.0, 45.0)","(60.0, 65.0)",0.0,GK,Pass,0.0
206,0.0,"(40.0, 45.0)","(65.0, 70.0)",0.0,GK,Pass,0.0
207,0.0,"(40.0, 45.0)","(70.0, 75.0)",0.0,GK,Pass,0.0
208,0.0,"(40.0, 45.0)","(75.0, 80.0)",0.0,GK,Pass,0.0
209,0.0,"(40.0, 45.0)","(80.0, 85.0)",0.0,GK,Pass,0.0
210,0.0,"(40.0, 45.0)","(85.0, 90.0)",0.0,GK,Pass,0.0
211,0.0,"(40.0, 45.0)","(90.0, 95.0)",0.0,GK,Pass,0.0
212,0.0,"(40.0, 45.0)","(95.0, 100.0)",0.0,GK,Pass,0.0
213,0.0,"(40.0, 45.0)","(100.0, 105.0)",0.0,GK,Pass,0.0
214,0.0,"(40.0, 45.0)","(105.0, 110.0)",0.0,GK,Pass,0.0
215,0.0,"(40.0, 45.0)","(110.0, 115.0)",0.0,GK,Pass,0.0
216,0.0,"(40.0, 45.0)","(115.0, 120.0)",0.0,GK,Pass,0.0
217,30.0,"(45.0, 50.0)","(0.0, 5.0)",0.017931858936043037,GK,Pass,0.017931858936043037
218,54.0,"(45.0, 50.0)","(5.0, 10.0)",0.032277346084877465,GK,Pass,0.032277346084877465
219,73.0,"(45.0, 50.0)","(10.0, 15.0)",0.04363419007770472,GK,Pass,0.04363419007770472
220,17.0,"(45.0, 50.0)","(15.0, 20.0)",0.010161386730424387,GK,Pass,0.010161386730424387
221,7.0,"(45.0, 50.0)","(20.0, 25.0)",0.0041841004184100415,GK,Pass,0.0041841004184100415
222,2.0,"(45.0, 50.0)","(25.0, 30.0)",0.001195457262402869,GK,Pass,0.001195457262402869
223,4.0,"(45.0, 50.0)","(30.0, 35.0)",0.002390914524805738,GK,Pass,0.002390914524805738
224,0.0,"(45.0, 50.0)","(35.0, 40.0)",0.0,GK,Pass,0.0
225,0.0,"(45.0, 50.0)","(40.0, 45.0)",0.0,GK,Pass,0.0
226,0.0,"(45.0, 50.0)","(45.0, 50.0)",0.0,GK,Pass,0.0
227,0.0,"(45.0, 50.0)","(50.0, 55.0)",0.0,GK,Pass,0.0
228,0.0,"(45.0, 50.0)","(55.0, 60.0)",0.0,GK,Pass,0.0
229,0.0,"(45.0, 50.0)","(60.0, 65.0)",0.0,GK,Pass,0.0
230,0.0,"(45.0, 50.0)","(65.0, 70.0)",0.0,GK,Pass,0.0
231,0.0,"(45.0, 50.0)","(70.0, 75.0)",0.0,GK,Pass,0.0
232,0.0,"(45.0, 50.0)","(75.0, 80.0)",0.0,GK,Pass,0.0
233,0.0,"(45.0, 50.0)","(80.0, 85.0)",0.0,GK,Pass,0.0
234,0.0,"(45.0, 50.0)","(85.0, 90.0)",0.0,GK,Pass,0.0
235,0.0,"(45.0, 50.0)","(90.0, 95.0)",0.0,GK,Pass,0.0
236,0.0,"(45.0, 50.0)","(95.0, 100.0)",0.0,GK,Pass,0.0
237,0.0,"(45.0, 50.0)","(100.0, 105.0)",0.0,GK,Pass,0.0
238,0.0,"(45.0, 50.0)","(105.0, 110.0)",0.0,GK,Pass,0.0
239,0.0,"(45.0, 50.0)","(110.0, 115.0)",0.0,GK,Pass,0.0
240,0.0,"(45.0, 50.0)","(115.0, 120.0)",0.0,GK,Pass,0.0
241,6.0,"(50.0, 55.0)","(0.0, 5.0)",0.0035863717872086074,GK,Pass,0.0035863717872086074
242,22.0,"(50.0, 55.0)","(5.0, 10.0)",0.01315002988643156,GK,Pass,0.01315002988643156
243,21.0,"(50.0, 55.0)","(10.0, 15.0)",0.012552301255230125,GK,Pass,0.012552301255230125
244,13.0,"(50.0, 55.0)","(15.0, 20.0)",0.007770472205618649,GK,Pass,0.007770472205618649
245,9.0,"(50.0, 55.0)","(20.0, 25.0)",0.005379557680812911,GK,Pass,0.005379557680812911
246,5.0,"(50.0, 55.0)","(25.0, 30.0)",0.002988643156007173,GK,Pass,0.002988643156007173
247,1.0,"(50.0, 55.0)","(30.0, 35.0)",0.0005977286312014345,GK,Pass,0.0005977286312014345
248,1.0,"(50.0, 55.0)","(35.0, 40.0)",0.0005977286312014345,GK,Pass,0.0005977286312014345
249,0.0,"(50.0, 55.0)","(40.0, 45.0)",0.0,GK,Pass,0.0
250,0.0,"(50.0, 55.0)","(45.0, 50.0)",0.0,GK,Pass,0.0
251,0.0,"(50.0, 55.0)","(50.0, 55.0)",0.0,GK,Pass,0.0
252,0.0,"(50.0, 55.0)","(55.0, 60.0)",0.0,GK,Pass,0.0
253,0.0,"(50.0, 55.0)","(60.0, 65.0)",0.0,GK,Pass,0.0
254,0.0,"(50.0, 55.0)","(65.0, 70.0)",0.0,GK,Pass,0.0
255,0.0,"(50.0, 55.0)","(70.0, 75.0)",0.0,GK,Pass,0.0
256,0.0,"(50.0, 55.0)","(75.0, 80.0)",0.0,GK,Pass,0.0
257,0.0,"(50.0, 55.0)","(80.0, 85.0)",0.0,GK,Pass,0.0
258,0.0,"(50.0, 55.0)","(85.0, 90.0)",0.0,GK,Pass,0.0
259,0.0,"(50.0, 55.0)","(90.0, 95.0)",0.0,GK,Pass,0.0
260,0.0,"(50.0, 55.0)","(95.0, 100.0)",0.0,GK,Pass,0.0
261,0.0,"(50.0, 55.0)","(100.0, 105.0)",0.0,GK,Pass,0.0
262,0.0,"(50.0, 55.0)","(105.0, 110.0)",0.0,GK,Pass,0.0
263,0.0,"(50.0, 55.0)","(110.0, 115.0)",0.0,GK,Pass,0.0
264,0.0,"(50.0, 55.0)","(115.0, 120.0)",0.0,GK,Pass,0.0
265,3.0,"(55.0, 60.0)","(0.0, 5.0)",0.0017931858936043037,GK,Pass,0.0017931858936043037
266,11.0,"(55.0, 60.0)","(5.0, 10.0)",0.00657501494321578,GK,Pass,0.00657501494321578
267,11.0,"(55.0, 60.0)","(10.0, 15.0)",0.00657501494321578,GK,Pass,0.00657501494321578
268,9.0,"(55.0, 60.0)","(15.0, 20.0)",0.005379557680812911,GK,Pass,0.005379557680812911
269,7.0,"(55.0, 60.0)","(20.0, 25.0)",0.0041841004184100415,GK,Pass,0.0041841004184100415
270,2.0,"(55.0, 60.0)","(25.0, 30.0)",0.001195457262402869,GK,Pass,0.001195457262402869
271,1.0,"(55.0, 60.0)","(30.0, 35.0)",0.0005977286312014345,GK,Pass,0.0005977286312014345
272,0.0,"(55.0, 60.0)","(35.0, 40.0)",0.0,GK,Pass,0.0
273,1.0,"(55.0, 60.0)","(40.0, 45.0)",0.0005977286312014345,GK,Pass,0.0005977286312014345
274,0.0,"(55.0, 60.0)","(45.0, 50.0)",0.0,GK,Pass,0.0
275,0.0,"(55.0, 60.0)","(50.0, 55.0)",0.0,GK,Pass,0.0
276,0.0,"(55.0, 60.0)","(55.0, 60.0)",0.0,GK,Pass,0.0
277,0.0,"(55.0, 60.0)","(60.0, 65.0)",0.0,GK,Pass,0.0
278,0.0,"(55.0, 60.0)","(65.0, 70.0)",0.0,GK,Pass,0.0
279,0.0,"(55.0, 60.0)","(70.0, 75.0)",0.0,GK,Pass,0.0
280,0.0,"(55.0, 60.0)","(75.0, 80.0)",0.0,GK,Pass,0.0
281,0.0,"(55.0, 60.0)","(80.0, 85.0)",0.0,GK,Pass,0.0
282,0.0,"(55.0, 60.0)","(85.0, 90.0)",0.0,GK,Pass,0.0
283,0.0,"(55.0, 60.0)","(90.0, 95.0)",0.0,GK,Pass,0.0
284,0.0,"(55.0, 60.0)","(95.0, 100.0)",0.0,GK,Pass,0.0
285,0.0,"(55.0, 60.0)","(100.0, 105.0)",0.0,GK,Pass,0.0
286,0.0,"(55.0, 60.0)","(105.0, 110.0)",0.0,GK,Pass,0.0
287,0.0,"(55.0, 60.0)","(110.0, 115.0)",0.0,GK,Pass,0.0
288,0.0,"(55.0, 60.0)","(115.0, 120.0)",0.0,GK,Pass,0.0
289,0.0,"(60.0, 65.0)","(0.0, 5.0)",0.0,GK,Pass,0.0
290,1.0,"(60.0, 65.0)","(5.0, 10.0)",0.0005977286312014345,GK,Pass,0.0005977286312014345
291,0.0,"(60.0, 65.0)","(10.0, 15.0)",0.0,GK,Pass,0.0
292,1.0,"(60.0, 65.0)","(15.0, 20.0)",0.0005977286312014345,GK,Pass,0.0005977286312014345
293,1.0,"(60.0, 65.0)","(20.0, 25.0)",0.0005977286312014345,GK,Pass,0.0005977286312014345
294,0.0,"(60.0, 65.0)","(25.0, 30.0)",0.0,GK,Pass,0.0
295,1.0,"(60.0, 65.0)","(30.0, 35.0)",0.0005977286312014345,GK,Pass,0.0005977286312014345
296,1.0,"(60.0, 65.0)","(35.0, 40.0)",0.0005977286312014345,GK,Pass,0.0005977286312014345
297,1.0,"(60.0, 65.0)","(40.0, 45.0)",0.0005977286312014345,GK,Pass,0.0005977286312014345
298,0.0,"(60.0, 65.0)","(45.0, 50.0)",0.0,GK,Pass,0.0
299,0.0,"(60.0, 65.0)","(50.0, 55.0)",0.0,GK,Pass,0.0
300,0.0,"(60.0, 65.0)","(55.0, 60.0)",0.0,GK,Pass,0.0
301,0.0,"(60.0, 65.0)","(60.0, 65.0)",0.0,GK,Pass,0.0
302,0.0,"(60.0, 65.0)","(65.0, 70.0)",0.0,GK,Pass,0.0
303,0.0,"(60.0, 65.0)","(70.0, 75.0)",0.0,GK,Pass,0.0
304,0.0,"(60.0, 65.0)","(75.0, 80.0)",0.0,GK,Pass,0.0
305,0.0,"(60.0, 65.0)","(80.0, 85.0)",0.0,GK,Pass,0.0
306,0.0,"(60.0, 65.0)","(85.0, 90.0)",0.0,GK,Pass,0.0
307,0.0,"(60.0, 65.0)","(90.0, 95.0)",0.0,GK,Pass,0.0
308,0.0,"(60.0, 65.0)","(95.0, 100.0)",0.0,GK,Pass,0.0
