Pitch_Number,count,x_interval,y_interval,percentage,position,action,prob
100,0.0,"(20.0, 25.0)","(15.0, 20.0)",,GK,Shot,
101,0.0,"(20.0, 25.0)","(20.0, 25.0)",,GK,Shot,
102,0.0,"(20.0, 25.0)","(25.0, 30.0)",,GK,Shot,
103,0.0,"(20.0, 25.0)","(30.0, 35.0)",,GK,Shot,
104,0.0,"(20.0, 25.0)","(35.0, 40.0)",,GK,Shot,
105,0.0,"(20.0, 25.0)","(40.0, 45.0)",,GK,Shot,
106,0.0,"(20.0, 25.0)","(45.0, 50.0)",,GK,Shot,
107,0.0,"(20.0, 25.0)","(50.0, 55.0)",,GK,Shot,
108,0.0,"(20.0, 25.0)","(55.0, 60.0)",,GK,Shot,
109,0.0,"(20.0, 25.0)","(60.0, 65.0)",,GK,Shot,
110,0.0,"(20.0, 25.0)","(65.0, 70.0)",,GK,Shot,
111,0.0,"(20.0, 25.0)","(70.0, 75.0)",,GK,Shot,
112,0.0,"(20.0, 25.0)","(75.0, 80.0)",,GK,Shot,
113,0.0,"(20.0, 25.0)","(80.0, 85.0)",,GK,Shot,
114,0.0,"(20.0, 25.0)","(85.0, 90.0)",,GK,Shot,
115,0.0,"(20.0, 25.0)","(90.0, 95.0)",,GK,Shot,
116,0.0,"(20.0, 25.0)","(95.0, 100.0)",,GK,Shot,
117,0.0,"(20.0, 25.0)","(100.0, 105.0)",,GK,Shot,
118,0.0,"(20.0, 25.0)","(105.0, 110.0)",,GK,Shot,
119,0.0,"(20.0, 25.0)","(110.0, 115.0)",,GK,Shot,
120,0.0,"(20.0, 25.0)","(115.0, 120.0)",,GK,Shot,
121,0.0,"(25.0, 30.0)","(0.0, 5.0)",,GK,Shot,
122,0.0,"(25.0, 30.0)","(5.0, 10.0)",,GK,Shot,
123,0.0,"(25.0, 30.0)","(10.0, 15.0)",,GK,Shot,
124,0.0,"(25.0, 30.0)","(15.0, 20.0)",,GK,Shot,
125,0.0,"(25.0, 30.0)","(20.0, 25.0)",,GK,Shot,
126,0.0,"(25.0, 30.0)","(25.0, 30.0)",,GK,Shot,
127,0.0,"(25.0, 30.0)","(30.0, 35.0)",,GK,Shot,
128,0.0,"(25.0, 30.0)","(35.0, 40.0)",,GK,Shot,
129,0.0,"(25.0, 30.0)","(40.0, 45.0)",,GK,Shot,
130,0.0,"(25.0, 30.0)","(45.0, 50.0)",,GK,Shot,
131,0.0,"(25.0, 30.0)","(50.0, 55.0)",,GK,Shot,
132,0.0,"(25.0, 30.0)","(55.0, 60.0)",,GK,Shot,
133,0.0,"(25.0, 30.0)","(60.0, 65.0)",,GK,Shot,
134,0.0,"(25.0, 30.0)","(65.0, 70.0)",,GK,Shot,
135,0.0,"(25.0, 30.0)","(70.0, 75.0)",,GK,Shot,
136,0.0,"(25.0, 30.0)","(75.0, 80.0)",,GK,Shot,
137,0.0,"(25.0, 30.0)","(80.0, 85.0)",,GK,Shot,
138,0.0,"(25.0, 30.0)","(85.0, 90.0)",,GK,Shot,
139,0.0,"(25.0, 30.0)","(90.0, 95.0)",,GK,Shot,
140,0.0,"(25.0, 30.0)","(95.0, 100.0)",,GK,Shot,
141,0.0,"(25.0, 30.0)","(100.0, 105.0)",,GK,Shot,
142,0.0,"(25.0, 30.0)","(105.0, 110.0)",,GK,Shot,
143,0.0,"(25.0, 30.0)","(110.0, 115.0)",,GK,Shot,
144,0.0,"(25.0, 30.0)","(115.0, 120.0)",,GK,Shot,
145,0.0,"(30.0, 35.0)","(0.0, 5.0)",,GK,Shot,
146,0.0,"(30.0, 35.0)","(5.0, 10.0)",,GK,Shot,
147,0.0,"(30.0, 35.0)","(10.0, 15.0)",,GK,Shot,
148,0.0,"(30.0, 35.0)","(15.0, 20.0)",,GK,Shot,
149,0.0,"(30.0, 35.0)","(20.0, 25.0)",,GK,Shot,
150,0.0,"(30.0, 35.0)","(25.0, 30.0)",,GK,Shot,
151,0.0,"(30.0, 35.0)","(30.0, 35.0)",,GK,Shot,
152,0.0,"(30.0, 35.0)","(35.0, 40.0)",,GK,Shot,
153,0.0,"(30.0, 35.0)","(40.0, 45.0)",,GK,Shot,
154,0.0,"(30.0, 35.0)","(45.0, 50.0)",,GK,Shot,
155,0.0,"(30.0, 35.0)","(50.0, 55.0)",,GK,Shot,
156,0.0,"(30.0, 35.0)","(55.0, 60.0)",,GK,Shot,
157,0.0,"(30.0, 35.0)","(60.0, 65.0)",,GK,Shot,
158,0.0,"(30.0, 35.0)","(65.0, 70.0)",,GK,Shot,
159,0.0,"(30.0, 35.0)","(70.0, 75.0)",,GK,Shot,
160,0.0,"(30.0, 35.0)","(75.0, 80.0)",,GK,Shot,
161,0.0,"(30.0, 35.0)","(80.0, 85.0)",,GK,Shot,
162,0.0,"(30.0, 35.0)","(85.0, 90.0)",,GK,Shot,
163,0.0,"(30.0, 35.0)","(90.0, 95.0)",,GK,Shot,
164,0.0,"(30.0, 35.0)","(95.0, 100.0)",,GK,Shot,
165,0.0,"(30.0, 35.0)","(100.0, 105.0)",,GK,Shot,
166,0.0,"(30.0, 35.0)","(105.0, 110.0)",,GK,Shot,
167,0.0,"(30.0, 35.0)","(110.0, 115.0)",,GK,Shot,
168,0.0,"(30.0, 35.0)","(115.0, 120.0)",,GK,Shot,
169,0.0,"(35.0, 40.0)","(0.0, 5.0)",,GK,Shot,
170,0.0,"(35.0, 40.0)","(5.0, 10.0)",,GK,Shot,
171,0.0,"(35.0, 40.0)","(10.0, 15.0)",,GK,Shot,
172,0.0,"(35.0, 40.0)","(15.0, 20.0)",,GK,Shot,
173,0.0,"(35.0, 40.0)","(20.0, 25.0)",,GK,Shot,
174,0.0,"(35.0, 40.0)","(25.0, 30.0)",,GK,Shot,
175,0.0,"(35.0, 40.0)","(30.0, 35.0)",,GK,Shot,
176,0.0,"(35.0, 40.0)","(35.0, 40.0)",,GK,Shot,
177,0.0,"(35.0, 40.0)","(40.0, 45.0)",,GK,Shot,
178,0.0,"(35.0, 40.0)","(45.0, 50.0)",,GK,Shot,
179,0.0,"(35.0, 40.0)","(50.0, 55.0)",,GK,Shot,
180,0.0,"(35.0, 40.0)","(55.0, 60.0)",,GK,Shot,
181,0.0,"(35.0, 40.0)","(60.0, 65.0)",,GK,Shot,
182,0.0,"(35.0, 40.0)","(65.0, 70.0)",,GK,Shot,
183,0.0,"(35.0, 40.0)","(70.0, 75.0)",,GK,Shot,
184,0.0,"(35.0, 40.0)","(75.0, 80.0)",,GK,Shot,
185,0.0,"(35.0, 40.0)","(80.0, 85.0)",,GK,Shot,
186,0.0,"(35.0, 40.0)","(85.0, 90.0)",,GK,Shot,
187,0.0,"(35.0, 40.0)","(90.0, 95.0)",,GK,Shot,
188,0.0,"(35.0, 40.0)","(95.0, 100.0)",,GK,Shot,
189,0.0,"(35.0, 40.0)","(100.0, 105.0)",,GK,Shot,
190,0.0,"(35.0, 40.0)","(105.0, 110.0)",,GK,Shot,
191,0.0,"(35.0, 40.0)","(110.0, 115.0)",,GK,Shot,
192,0.0,"(35.0, 40.0)","(115.0, 120.0)",,GK,Shot,
193,0.0,"(40.0, 45.0)","(0.0, 5.0)",,GK,Shot,
194,0.0,"(40.0, 45.0)","(5.0, 10.0)",,GK,Shot,
195,0.0,"(40.0, 45.0)","(10.0, 15.0)",,GK,Shot,
196,0.0,"(40.0, 45.0)","(15.0, 20.0)",,GK,Shot,
197,0.0,"(40.0, 45.0)","(20.0, 25.0)",,GK,Shot,
198,0.0,"(40.0, 45.0)","(25.0, 30.0)",,GK,Shot,
199,0.0,"(40.0, 45.0)","(30.0, 35.0)",,GK,Shot,
200,0.0,"(40.0, 45.0)","(35.0, 40.0)",,GK,Shot,
201,0.0,"(40.0, 45.0)","(40.0, 45.0)",,GK,Shot,
202,0.0,"(40.0, 45.0)","(45.0, 50.0)",,GK,Shot,
203,0.0,"(40.0, 45.0)","(50.0, 55.0)",,GK,Shot,
204,0.0,"(40.0, 45.0)","(55.0, 60.0)",,GK,Shot,
205,0.0,"(40.0, 45.0)","(60.0, 65.0)",,GK,Shot,
206,0.0,"(40.0, 45.0)","(65.0, 70.0)",,GK,Shot,
207,0.0,"(40.0, 45.0)","(70.0, 75.0)",,GK,Shot,
208,0.0,"(40.0, 45.0)","(75.0, 80.0)",,GK,Shot,
209,0.0,"(40.0, 45.0)","(80.0, 85.0)",,GK,Shot,
210,0.0,"(40.0, 45.0)","(85.0, 90.0)",,GK,Shot,
211,0.0,"(40.0, 45.0)","(90.0, 95.0)",,GK,Shot,
212,0.0,"(40.0, 45.0)","(95.0, 100.0)",,GK,Shot,
213,0.0,"(40.0, 45.0)","(100.0, 105.0)",,GK,Shot,
214,0.0,"(40.0, 45.0)","(105.0, 110.0)",,GK,Shot,
215,0.0,"(40.0, 45.0)","(110.0, 115.0)",,GK,Shot,
216,0.0,"(40.0, 45.0)","(115.0, 120.0)",,GK,Shot,
217,0.0,"(45.0, 50.0)","(0.0, 5.0)",,GK,Shot,
218,0.0,"(45.0, 50.0)","(5.0, 10.0)",,GK,Shot,
219,0.0,"(45.0, 50.0)","(10.0, 15.0)",,GK,Shot,
220,0.0,"(45.0, 50.0)","(15.0, 20.0)",,GK,Shot,
221,0.0,"(45.0, 50.0)","(20.0, 25.0)",,GK,Shot,
222,0.0,"(45.0, 50.0)","(25.0, 30.0)",,GK,Shot,
223,0.0,"(45.0, 50.0)","(30.0, 35.0)",,GK,Shot,
224,0.0,"(45.0, 50.0)","(35.0, 40.0)",,GK,Shot,
225,0.0,"(45.0, 50.0)","(40.0, 45.0)",,GK,Shot,
226,0.0,"(45.0, 50.0)","(45.0, 50.0)",,GK,Shot,
227,0.0,"(45.0, 50.0)","(50.0, 55.0)",,GK,Shot,
228,0.0,"(45.0, 50.0)","(55.0, 60.0)",,GK,Shot,
229,0.0,"(45.0, 50.0)","(60.0, 65.0)",,GK,Shot,
230,0.0,"(45.0, 50.0)","(65.0, 70.0)",,GK,Shot,
231,0.0,"(45.0, 50.0)","(70.0, 75.0)",,GK,Shot,
232,0.0,"(45.0, 50.0)","(75.0, 80.0)",,GK,Shot,
233,0.0,"(45.0, 50.0)","(80.0, 85.0)",,GK,Shot,
234,0.0,"(45.0, 50.0)","(85.0, 90.0)",,GK,Shot,
235,0.0,"(45.0, 50.0)","(90.0, 95.0)",,GK,Shot,
236,0.0,"(45.0, 50.0)","(95.0, 100.0)",,GK,Shot,
237,0.0,"(45.0, 50.0)","(100.0, 105.0)",,GK,Shot,
238,0.0,"(45.0, 50.0)","(105.0, 110.0)",,GK,Shot,
239,0.0,"(45.0, 50.0)","(110.0, 115.0)",,GK,Shot,
240,0.0,"(45.0, 50.0)","(115.0, 120.0)",,GK,Shot,
241,0.0,"(50.0, 55.0)","(0.0, 5.0)",,GK,Shot,
242,0.0,"(50.0, 55.0)","(5.0, 10.0)",,GK,Shot,
243,0.0,"(50.0, 55.0)","(10.0, 15.0)",,GK,Shot,
244,0.0,"(50.0, 55.0)","(15.0, 20.0)",,GK,Shot,
245,0.0,"(50.0, 55.0)","(20.0, 25.0)",,GK,Shot,
246,0.0,"(50.0, 55.0)","(25.0, 30.0)",,GK,Shot,
247,0.0,"(50.0, 55.0)","(30.0, 35.0)",,GK,Shot,
248,0.0,"(50.0, 55.0)","(35.0, 40.0)",,GK,Shot,
249,0.0,"(50.0, 55.0)","(40.0, 45.0)",,GK,Shot,
250,0.0,"(50.0, 55.0)","(45.0, 50.0)",,GK,Shot,
251,0.0,"(50.0, 55.0)","(50.0, 55.0)",,GK,Shot,
252,0.0,"(50.0, 55.0)","(55.0, 60.0)",,GK,Shot,
253,0.0,"(50.0, 55.0)","(60.0, 65.0)",,GK,Shot,
254,0.0,"(50.0, 55.0)","(65.0, 70.0)",,GK,Shot,
255,0.0,"(50.0, 55.0)","(70.0, 75.0)",,GK,Shot,
256,0.0,"(50.0, 55.0)","(75.0, 80.0)",,GK,Shot,
257,0.0,"(50.0, 55.0)","(80.0, 85.0)",,GK,Shot,
258,0.0,"(50.0, 55.0)","(85.0, 90.0)",,GK,Shot,
259,0.0,"(50.0, 55.0)","(90.0, 95.0)",,GK,Shot,
260,0.0,"(50.0, 55.0)","(95.0, 100.0)",,GK,Shot,
261,0.0,"(50.0, 55.0)","(100.0, 105.0)",,GK,Shot,
262,0.0,"(50.0, 55.0)","(105.0, 110.0)",,GK,Shot,
263,0.0,"(50.0, 55.0)","(110.0, 115.0)",,GK,Shot,
264,0.0,"(50.0, 55.0)","(115.0, 120.0)",,GK,Shot,
265,0.0,"(55.0, 60.0)","(0.0, 5.0)",,GK,Shot,
266,0.0,"(55.0, 60.0)","(5.0, 10.0)",,GK,Shot,
267,0.0,"(55.0, 60.0)","(10.0, 15.0)",,GK,Shot,
268,0.0,"(55.0, 60.0)","(15.0, 20.0)",,GK,Shot,
269,0.0,"(55.0, 60.0)","(20.0, 25.0)",,GK,Shot,
270,0.0,"(55.0, 60.0)","(25.0, 30.0)",,GK,Shot,
271,0.0,"(55.0, 60.0)","(30.0, 35.0)",,GK,Shot,
272,0.0,"(55.0, 60.0)","(35.0, 40.0)",,GK,Shot,
273,0.0,"(55.0, 60.0)","(40.0, 45.0)",,GK,Shot,
274,0.0,"(55.0, 60.0)","(45.0, 50.0)",,GK,Shot,
275,0.0,"(55.0, 60.0)","(50.0, 55.0)",,GK,Shot,
276,0.0,"(55.0, 60.0)","(55.0, 60.0)",,GK,Shot,
277,0.0,"(55.0, 60.0)","(60.0, 65.0)",,GK,Shot,
278,0.0,"(55.0, 60.0)","(65.0, 70.0)",,GK,Shot,
279,0.0,"(55.0, 60.0)","(70.0, 75.0)",,GK,Shot,
280,0.0,"(55.0, 60.0)","(75.0, 80.0)",,GK,Shot,
281,0.0,"(55.0, 60.0)","(80.0, 85.0)",,GK,Shot,
282,0.0,"(55.0, 60.0)","(85.0, 90.0)",,GK,Shot,
283,0.0,"(55.0, 60.0)","(90.0, 95.0)",,GK,Shot,
284,0.0,"(55.0, 60.0)","(95.0, 100.0)",,GK,Shot,
285,0.0,"(55.0, 60.0)","(100.0, 105.0)",,GK,Shot,
286,0.0,"(55.0, 60.0)","(105.0, 110.0)",,GK,Shot,
287,0.0,"(55.0, 60.0)","(110.0, 115.0)",,GK,Shot,
288,0.0,"(55.0, 60.0)","(115.0, 120.0)",,GK,Shot,
289,0.0,"(60.0, 65.0)","(0.0, 5.0)",,GK,Shot,
290,0.0,"(60.0, 65.0)","(5.0, 10.0)",,GK,Shot,
291,0.0,"(60.0, 65.0)","(10.0, 15.0)",,GK,Shot,
292,0.0,"(60.0, 65.0)","(15.0, 20.0)",,GK,Shot,
293,0.0,"(60.0, 65.0)","(20.0, 25.0)",,GK,Shot,
294,0.0,"(60.0, 65.0)","(25.0, 30.0)",,GK,Shot,
295,0.0,"(60.0, 65.0)","(30.0, 35.0)",,GK,Shot,
296,0.0,"(60.0, 65.0)","(35.0, 40.0)",,GK,Shot,
297,0.0,"(60.0, 65.0)","(40.0, 45.0)",,GK,Shot,
298,0.0,"(60.0, 65.0)","(45.0, 50.0)",,GK,Shot,
299,0.0,"(60.0, 65.0)","(50.0, 55.0)",,GK,Shot,
300,0.0,"(60.0, 65.0)","(55.0, 60.0)",,GK,Shot,
301,0.0,"(60.0, 65.0)","(60.0, 65.0)",,GK,Shot,
302,0.0,"(60.0, 65.0)","(65.0, 70.0)",,GK,Shot,
303,0.0,"(60.0, 65.0)","(70.0, 75.0)",,GK,Shot,
304,0.0,"(60.0, 65.0)","(75.0, 80.0)",,GK,Shot,
305,0.0,"(60.0, 65.0)","(80.0, 85.0)",,GK,Shot,
306,0.0,"(60.0, 65.0)","(85.0, 90.0)",,GK,Shot,
307,0.0,"(60.0, 65.0)","(90.0, 95.0)",,GK,Shot,
308,0.0,"(60.0, 65.0)","(95.0, 100.0)",,GK,Shot,
309,0.0,"(60.0, 65.0)","(100.0, 105.0)",,GK,Shot,
310,0.0,"(60.0, 65.0)","(105.0, 110.0)",,GK,Shot,
311,0.0,"(60.0, 65.0)","(110.0, 115.0)",,GK,Shot,
312,0.0,"(60.0, 65.0)","(115.0, 120.0)",,GK,Shot,
313,0.0,"(65.0, 70.0)","(0.0, 5.0)",,GK,Shot,
314,0.0,"(65.0, 70.0)","(5.0, 10.0)",,GK,Shot,
315,0.0,"(65.0, 70.0)","(10.0, 15.0)",,GK,Shot,
316,0.0,"(65.0, 70.0)","(15.0, 20.0)",,GK,Shot,
317,0.0,"(65.0, 70.0)","(20.0, 25.0)",,GK,Shot,
318,0.0,"(65.0, 70.0)","(25.0, 30.0)",,GK,Shot,
319,0.0,"(65.0, 70.0)","(30.0, 35.0)",,GK,Shot,
320,0.0,"(65.0, 70.0)","(35.0, 40.0)",,GK,Shot,
321,0.0,"(65.0, 70.0)","(40.0, 45.0)",,GK,Shot,
322,0.0,"(65.0, 70.0)","(45.0, 50.0)",,GK,Shot,
323,0.0,"(65.0, 70.0)","(50.0, 55.0)",,GK,Shot,
324,0.0,"(65.0, 70.0)","(55.0, 60.0)",,GK,Shot,
325,0.0,"(65.0, 70.0)","(60.0, 65.0)",,GK,Shot,
326,0.0,"(65.0, 70.0)","(65.0, 70.0)",,GK,Shot,
327,0.0,"(65.0, 70.0)","(70.0, 75.0)",,GK,Shot,
328,0.0,"(65.0, 70.0)","(75.0, 80.0)",,GK,Shot,
329,0.0,"(65.0, 70.0)","(80.0, 85.0)",,GK,Shot,
330,0.0,"(65.0, 70.0)","(85.0, 90.0)",,GK,Shot,
331,0.0,"(65.0, 70.0)","(90.0, 95.0)",,GK,Shot,
332,0.0,"(65.0, 70.0)","(95.0, 100.0)",,GK,Shot,
333,0.0,"(65.0, 70.0)","(100.0, 105.0)",,GK,Shot,
334,0.0,"(65.0, 70.0)","(105.0, 110.0)",,GK,Shot,
335,0.0,"(65.0, 70.0)","(110.0, 115.0)",,GK,Shot,
336,0.0,"(65.0, 70.0)","(115.0, 120.0)",,GK,Shot,
337,0.0,"(70.0, 75.0)","(0.0, 5.0)",,GK,Shot,
338,0.0,"(70.0, 75.0)","(5.0, 10.0)",,GK,Shot,
339,0.0,"(70.0, 75.0)","(10.0, 15.0)",,GK,Shot,
340,0.0,"(70.0, 75.0)","(15.0, 20.0)",,GK,Shot,
341,0.0,"(70.0, 75.0)","(20.0, 25.0)",,GK,Shot,
342,0.0,"(70.0, 75.0)","(25.0, 30.0)",,GK,Shot,
343,0.0,"(70.0, 75.0)","(30.0, 35.0)",,GK,Shot,
344,0.0,"(70.0, 75.0)","(35.0, 40.0)",,GK,Shot,
345,0.0,"(70.0, 75.0)","(40.0, 45.0)",,GK,Shot,
346,0.0,"(70.0, 75.0)","(45.0, 50.0)",,GK,Shot,
347,0.0,"(70.0, 75.0)","(50.0, 55.0)",,GK,Shot,
348,0.0,"(70.0, 75.0)","(55.0, 60.0)",,GK,Shot,
349,0.0,"(70.0, 75.0)","(60.0, 65.0)",,GK,Shot,
350,0.0,"(70.0, 75.0)","(65.0, 70.0)",,GK,Shot,
351,0.0,"(70.0, 75.0)","(70.0, 75.0)",,GK,Shot,
352,0.0,"(70.0, 75.0)","(75.0, 80.0)",,GK,Shot,
353,0.0,"(70.0, 75.0)","(80.0, 85.0)",,GK,Shot,
354,0.0,"(70.0, 75.0)","(85.0, 90.0)",,GK,Shot,
355,0.0,"(70.0, 75.0)","(90.0, 95.0)",,GK,Shot,
356,0.0,"(70.0, 75.0)","(95.0, 100.0)",,GK,Shot,
357,0.0,"(70.0, 75.0)","(100.0, 105.0)",,GK,Shot,
358,0.0,"(70.0, 75.0)","(105.0, 110.0)",,GK,Shot,
359,0.0,"(70.0, 75.0)","(110.0, 115.0)",,GK,Shot,
360,0.0,"(70.0, 75.0)","(115.0, 120.0)",,GK,Shot,
361,0.0,"(75.0, 80.0)","(0.0, 5.0)",,GK,Shot,
362,0.0,"(75.0, 80.0)","(5.0, 10.0)",,GK,Shot,
363,0.0,"(75.0, 80.0)","(10.0, 15.0)",,GK,Shot,
364,0.0,"(75.0, 80.0)","(15.0, 20.0)",,GK,Shot,
365,0.0,"(75.0, 80.0)","(20.0, 25.0)",,GK,Shot,
366,0.0,"(75.0, 80.0)","(25.0, 30.0)",,GK,Shot,
367,0.0,"(75.0, 80.0)","(30.0, 35.0)",,GK,Shot,
368,0.0,"(75.0, 80.0)","(35.0, 40.0)",,GK,Shot,
369,0.0,"(75.0, 80.0)","(40.0, 45.0)",,GK,Shot,
370,0.0,"(75.0, 80.0)","(45.0, 50.0)",,GK,Shot,
371,0.0,"(75.0, 80.0)","(50.0, 55.0)",,GK,Shot,
372,0.0,"(75.0, 80.0)","(55.0, 60.0)",,GK,Shot,
373,0.0,"(75.0, 80.0)","(60.0, 65.0)",,GK,Shot,
374,0.0,"(75.0, 80.0)","(65.0, 70.0)",,GK,Shot,
375,0.0,"(75.0, 80.0)","(70.0, 75.0)",,GK,Shot,
376,0.0,"(75.0, 80.0)","(75.0, 80.0)",,GK,Shot,
377,0.0,"(75.0, 80.0)","(80.0, 85.0)",,GK,Shot,
378,0.0,"(75.0, 80.0)","(85.0, 90.0)",,GK,Shot,
379,0.0,"(75.0, 80.0)","(90.0, 95.0)",,GK,Shot,
380,0.0,"(75.0, 80.0)","(95.0, 100.0)",,GK,Shot,
381,0.0,"(75.0, 80.0)","(100.0, 105.0)",,GK,Shot,
382,0.0,"(75.0, 80.0)","(105.0, 110.0)",,GK,Shot,
383,0.0,"(75.0, 80.0)","(110.0, 115.0)",,GK,Shot,
384,0.0,"(75.0, 80.0)","(115.0, 120.0)",,GK,Shot,
1,0.0,"(0.0, 5.0)","(0.0, 5.0)",0.0,WBL,Shot,0.0
2,0.0,"(0.0, 5.0)","(5.0, 10.0)",0.0,WBL,Shot,0.0
3,0.0,"(0.0, 5.0)","(10.0, 15.0)",0.0,WBL,Shot,0.0
4,0.0,"(0.0, 5.0)","(15.0, 20.0)",0.0,WBL,Shot,0.0
5,0.0,"(0.0, 5.0)","(20.0, 25.0)",0.0,WBL,Shot,0.0
6,0.0,"(0.0, 5.0)","(25.0, 30.0)",0.0,WBL,Shot,0.0
7,0.0,"(0.0, 5.0)","(30.0, 35.0)",0.0,WBL,Shot,0.0
8,0.0,"(0.0, 5.0)","(35.0, 40.0)",0.0,WBL,Shot,0.0
9,0.0,"(0.0, 5.0)","(40.0, 45.0)",0.0,WBL,Shot,0.0
10,0.0,"(0.0, 5.0)","(45.0, 50.0)",0.0,WBL,Shot,0.0
11,0.0,"(0.0, 5.0)","(50.0, 55.0)",0.0,WBL,Shot,0.0
12,0.0,"(0.0, 5.0)","(55.0, 60.0)",0.0,WBL,Shot,0.0
13,0.0,"(0.0, 5.0)","(60.0, 65.0)",0.0,WBL,Shot,0.0
14,0.0,"(0.0, 5.0)","(65.0, 70.0)",0.0,WBL,Shot,0.0
15,0.0,"(0.0, 5.0)","(70.0, 75.0)",0.0,WBL,Shot,0.0
16,0.0,"(0.0, 5.0)","(75.0, 80.0)",0.0,WBL,Shot,0.0
17,0.0,"(0.0, 5.0)","(80.0, 85.0)",0.0,WBL,Shot,0.0
18,0.0,"(0.0, 5.0)","(85.0, 90.0)",0.0,WBL,Shot,0.0
19,0.0,"(0.0, 5.0)","(90.0, 95.0)",0.0,WBL,Shot,0.0
20,0.0,"(0.0, 5.0)","(95.0, 100.0)",0.0,WBL,Shot,0.0
21,0.0,"(0.0, 5.0)","(100.0, 105.0)",0.0,WBL,Shot,0.0
22,0.0,"(0.0, 5.0)","(105.0, 110.0)",0.0,WBL,Shot,0.0
23,0.0,"(0.0, 5.0)","(110.0, 115.0)",0.0,WBL,Shot,0.0
24,0.0,"(0.0, 5.0)","(115.0, 120.0)",0.0,WBL,Shot,0.0
25,0.0,"(5.0, 10.0)","(0.0, 5.0)",0.0,WBL,Shot,0.0
26,0.0,"(5.0, 10.0)","(5.0, 10.0)",0.0,WBL,Shot,0.0
27,0.0,"(5.0, 10.0)","(10.0, 15.0)",0.0,WBL,Shot,0.0
28,0.0,"(5.0, 10.0)","(15.0, 20.0)",0.0,WBL,Shot,0.0
29,0.0,"(5.0, 10.0)","(20.0, 25.0)",0.0,WBL,Shot,0.0
30,0.0,"(5.0, 10.0)","(25.0, 30.0)",0.0,WBL,Shot,0.0
31,0.0,"(5.0, 10.0)","(30.0, 35.0)",0.0,WBL,Shot,0.0
32,0.0,"(5.0, 10.0)","(35.0, 40.0)",0.0,WBL,Shot,0.0
33,0.0,"(5.0, 10.0)","(40.0, 45.0)",0.0,WBL,Shot,0.0
34,0.0,"(5.0, 10.0)","(45.0, 50.0)",0.0,WBL,Shot,0.0
35,0.0,"(5.0, 10.0)","(50.0, 55.0)",0.0,WBL,Shot,0.0
36,0.0,"(5.0, 10.0)","(55.0, 60.0)",0.0,WBL,Shot,0.0
37,0.0,"(5.0, 10.0)","(60.0, 65.0)",0.0,WBL,Shot,0.0
38,0.0,"(5.0, 10.0)","(65.0, 70.0)",0.0,WBL,Shot,0.0
39,0.0,"(5.0, 10.0)","(70.0, 75.0)",0.0,WBL,Shot,0.0
40,0.0,"(5.0, 10.0)","(75.0, 80.0)",0.0,WBL,Shot,0.0
41,0.0,"(5.0, 10.0)","(80.0, 85.0)",0.0,WBL,Shot,0.0
42,0.0,"(5.0, 10.0)","(85.0, 90.0)",0.0,WBL,Shot,0.0
43,0.0,"(5.0, 10.0)","(90.0, 95.0)",0.0,WBL,Shot,0.0
44,0.0,"(5.0, 10.0)","(95.0, 100.0)",0.0,WBL,Shot,0.0
45,0.0,"(5.0, 10.0)","(100.0, 105.0)",0.0,WBL,Shot,0.0
46,0.0,"(5.0, 10.0)","(105.0, 110.0)",0.0,WBL,Shot,0.0
47,0.0,"(5.0, 10.0)","(110.0, 115.0)",0.0,WBL,Shot,0.0
48,0.0,"(5.0, 10.0)","(115.0, 120.0)",0.0,WBL,Shot,0.0
49,0.0,"(10.0, 15.0)","(0.0, 5.0)",0.0,WBL,Shot,0.0
50,0.0,"(10.0, 15.0)","(5.0, 10.0)",0.0,WBL,Shot,0.0
51,0.0,"(10.0, 15.0)","(10.0, 15.0)",0.0,WBL,Shot,0.0
52,0.0,"(10.0, 15.0)","(15.0, 20.0)",0.0,WBL,Shot,0.0
53,0.0,"(10.0, 15.0)","(20.0, 25.0)",0.0,WBL,Shot,0.0
54,0.0,"(10.0, 15.0)","(25.0, 30.0)",0.0,WBL,Shot,0.0
55,0.0,"(10.0, 15.0)","(30.0, 35.0)",0.0,WBL,Shot,0.0
56,0.0,"(10.0, 15.0)","(35.0, 40.0)",0.0,WBL,Shot,0.0
57,0.0,"(10.0, 15.0)","(40.0, 45.0)",0.0,WBL,Shot,0.0
58,0.0,"(10.0, 15.0)","(45.0, 50.0)",0.0,WBL,Shot,0.0
59,0.0,"(10.0, 15.0)","(50.0, 55.0)",0.0,WBL,Shot,0.0
60,0.0,"(10.0, 15.0)","(55.0, 60.0)",0.0,WBL,Shot,0.0
61,0.0,"(10.0, 15.0)","(60.0, 65.0)",0.0,WBL,Shot,0.0
62,0.0,"(10.0, 15.0)","(65.0, 70.0)",0.0,WBL,Shot,0.0
63,0.0,"(10.0, 15.0)","(70.0, 75.0)",0.0,WBL,Shot,0.0
64,0.0,"(10.0, 15.0)","(75.0, 80.0)",0.0,WBL,Shot,0.0
65,0.0,"(10.0, 15.0)","(80.0, 85.0)",0.0,WBL,Shot,0.0
66,0.0,"(10.0, 15.0)","(85.0, 90.0)",0.0,WBL,Shot,0.0
67,0.0,"(10.0, 15.0)","(90.0, 95.0)",0.0,WBL,Shot,0.0
68,0.0,"(10.0, 15.0)","(95.0, 100.0)",0.0,WBL,Shot,0.0
69,0.0,"(10.0, 15.0)","(100.0, 105.0)",0.0,WBL,Shot,0.0
